Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-10-29 13:25:49.347][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14344) ps rtp packet 1404B, age=-359444436, vt=2/96, sts=10570/2487418366/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:30:36.984][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14376) ps rtp packet 1404B, age=-71809990, vt=2/96, sts=22230/2513457166/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:36:22.241][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14276) ps rtp packet 1404B, age=273441629, vt=2/96, sts=35067/2544373966/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:46:45.158][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14448) ps rtp packet 1371B, age=896365852, vt=2/96, sts=35443/2545684366/0x2747e05, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:49:17.480][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14336) ps rtp packet 1404B, age=1048679466, vt=2/96, sts=62191/2614743166/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:50:08.349][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14448) ps rtp packet 1404B, age=1099554285, vt=2/96, sts=43864/2564555566/0x2747e05, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:00:52.078][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14376) ps rtp packet 1404B, age=1743276082, vt=2/96, sts=21911/2676645166/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:02:57.893][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14208) ps rtp packet 1404B, age=1869102136, vt=2/96, sts=25311/2687985166/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:06:21.077][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 1404B, age=2072286237, vt=2/96, sts=30523/2706247966/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:08:28.009][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14208) ps rtp packet 1404B, age=-2095749822, vt=2/96, sts=33760/2717674366/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:10:09.565][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14344) ps rtp packet 1404B, age=-1994202186, vt=2/96, sts=36363/2726818366/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:12:16.092][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14344) ps rtp packet 1404B, age=-1867670150, vt=2/96, sts=39634/2738208766/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:22:07.419][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 1404B, age=-1276344207, vt=2/96, sts=54466/2791398766/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:26:21.341][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14504) ps rtp packet 1404B, age=-1022423054, vt=2/96, sts=40101/2759517166/0x2747e05, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:29:37.506][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 1404B, age=-826264807, vt=2/96, sts=54843/2988138766/0x2747e08, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:31:19.058][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14332) ps rtp packet 1404B, age=-724703089, vt=2/96, sts=14112/5795640/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:47:24.162][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14364) ps rtp packet 321B, age=240392368, vt=2/96, sts=28612/92660041/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 15:02:26.879][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 907B, age=1143120308, vt=2/96, sts=27699/173904840/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 15:03:17.645][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 1404B, age=1193884666, vt=2/96, sts=38896/178469640/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 15:14:06.435][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 1404B, age=1842661291, vt=2/96, sts=21204/3229007566/0x2747e08, muxer (nil) lost_rate:00% req_id:
[2023-10-29 15:24:59.295][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14284) ps rtp packet 1404B, age=-1799432217, vt=2/96, sts=65091/295613640/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 15:27:27.015][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14284) ps rtp packet 1404B, age=-1651710170, vt=2/96, sts=32287/308912040/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 15:28:17.771][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14284) ps rtp packet 321B, age=-1600964254, vt=2/96, sts=43549/313476841/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 15:33:40.394][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14284) ps rtp packet 1404B, age=-1278336529, vt=2/96, sts=49145/342514440/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 15:44:50.846][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14208) ps rtp packet 1404B, age=-607883661, vt=2/96, sts=64609/3238741966/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:00:19.002][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14376) ps rtp packet 1404B, age=320267949, vt=2/96, sts=15438/3322290766/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:01:31.153][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 1404B, age=392421847, vt=2/96, sts=15351/492875640/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:06:49.865][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14376) ps rtp packet 1404B, age=711134633, vt=2/96, sts=51793/3357491566/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:07:15.221][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=736486038, vt=2/96, sts=26162/523846440/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:11:29.053][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14284) ps rtp packet 1404B, age=990324279, vt=2/96, sts=16314/546688440/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:12:19.824][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 1404B, age=1041093306, vt=2/96, sts=27559/551257200/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:13:10.588][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 321B, age=1091862413, vt=2/96, sts=38825/555821642/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:17:21.310][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 761B, age=1342573526, vt=2/96, sts=29033/578390040/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:19:01.457][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 1404B, age=1442731532, vt=2/96, sts=51262/587404440/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:19:50.744][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14364) ps rtp packet 1404B, age=1492016217, vt=2/96, sts=62175/591836040/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:21:31.479][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 1404B, age=1592753445, vt=2/96, sts=18694/600904440/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:28:36.038][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 1404B, age=2017311242, vt=2/96, sts=47078/639114840/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:31:32.034][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14448) ps rtp packet 1404B, age=-2101668052, vt=2/96, sts=32501/3436162366/0x2747e05, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:35:15.802][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14284) ps rtp packet 1404B, age=-1877891801, vt=2/96, sts=3095/675090000/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:39:43.255][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14332) ps rtp packet 1404B, age=-1610445966, vt=2/96, sts=60288/699162840/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:46:11.525][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14184) ps rtp packet 1404B, age=-1222168441, vt=2/96, sts=14955/734100840/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:47:00.812][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 1404B, age=-1172882221, vt=2/96, sts=25898/738536400/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:54:13.473][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14332) ps rtp packet 321B, age=-740221744, vt=2/96, sts=56290/777473643/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:02:00.706][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14364) ps rtp packet 321B, age=-272989421, vt=2/96, sts=26812/819525241/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:05:39.296][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14344) ps rtp packet 1404B, age=-54409705, vt=2/96, sts=34671/3675108766/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:13:49.001][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 1404B, age=435307608, vt=2/96, sts=52379/883274130/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:21:06.150][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 321B, age=872452418, vt=2/96, sts=17142/922557261/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:30:08.359][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1414661896, vt=2/96, sts=6569/971409240/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:33:25.540][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14332) ps rtp packet 321B, age=1611844197, vt=2/96, sts=50367/989153643/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:35:53.386][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 321B, age=1759692693, vt=2/96, sts=17533/1002459241/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:44:51.489][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14364) ps rtp packet 518B, age=-1997171857, vt=2/96, sts=5934/1050890040/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:47:47.953][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14184) ps rtp packet 321B, age=-1820712343, vt=2/96, sts=45172/1066769641/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:55:10.660][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 1404B, age=-1378008352, vt=2/96, sts=12325/1106614440/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:58:08.365][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14332) ps rtp packet 321B, age=-1200308803, vt=2/96, sts=51356/1122605641/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:01:51.005][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=-977657496, vt=2/96, sts=35115/1142643240/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:04:20.260][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=-828405607, vt=2/96, sts=2728/1156078440/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:04:45.296][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 1404B, age=-803365524, vt=2/96, sts=8277/1158332040/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:09:43.708][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14332) ps rtp packet 1404B, age=-504953748, vt=2/96, sts=9042/1185184800/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:12:13.114][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14364) ps rtp packet 1404B, age=-355546513, vt=2/96, sts=42308/1198634040/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:13:23.969][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 88B, age=-284694723, vt=2/96, sts=58046/1205009640/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:19:38.227][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14336) ps rtp packet 1404B, age=89564818, vt=2/96, sts=33372/4074618766/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:20:27.463][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14332) ps rtp packet 1404B, age=138791590, vt=2/96, sts=21089/1243126440/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:22:09.014][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14336) ps rtp packet 1404B, age=240353324, vt=2/96, sts=47161/4088183566/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:24:41.325][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14284) ps rtp packet 1404B, age=392657220, vt=2/96, sts=11892/1265972040/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:28:00.952][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=592285776, vt=2/96, sts=56307/1283939640/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:33:49.461][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14312) ps rtp packet 1404B, age=940799086, vt=2/96, sts=47091/4151227036/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:39:41.592][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 1404B, age=1292926380, vt=2/96, sts=15189/1346993640/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:40:55.554][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14184) ps rtp packet 321B, age=1366889903, vt=2/96, sts=31644/1353650042/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:47:31.609][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14284) ps rtp packet 1404B, age=1762948218, vt=2/96, sts=53956/1389293640/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:49:08.457][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14284) ps rtp packet 321B, age=1859785471, vt=2/96, sts=10010/1398005641/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:49:58.769][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14184) ps rtp packet 321B, age=1910105155, vt=2/96, sts=21160/1402534441/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:51:14.932][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 1404B, age=1986271558, vt=2/96, sts=38081/1409392440/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:56:58.810][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 1404B, age=-1964818610, vt=2/96, sts=36343/137513070/0x2747e08, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:15:07.204][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 1404B, age=-876425683, vt=2/96, sts=6059/235483470/0x2747e08, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:15:30.966][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 321B, age=-852661350, vt=2/96, sts=32103/1540425241/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:17:10.161][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 1404B, age=-753466369, vt=2/96, sts=54120/1549353240/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:23:49.250][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 321B, age=-354386987, vt=2/96, sts=11699/1585274041/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:25:52.872][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 1404B, age=-230768245, vt=2/96, sts=39191/1596398040/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:33:21.992][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 1404B, age=218364329, vt=2/96, sts=7863/1636815240/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:35:49.169][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 321B, age=365532749, vt=2/96, sts=40581/1650059643/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:42:27.212][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14332) ps rtp packet 321B, age=763572397, vt=2/96, sts=63384/1685883241/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:43:41.226][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14364) ps rtp packet 321B, age=837598156, vt=2/96, sts=14315/1692543241/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:52:27.813][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14504) ps rtp packet 1404B, age=1364179964, vt=2/96, sts=3601/226119870/0x2747e05, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:53:41.137][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1437507832, vt=2/96, sts=16604/1746539640/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:59:30.302][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=1786668807, vt=2/96, sts=27718/1777964040/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:01:56.785][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14184) ps rtp packet 1404B, age=1933157348, vt=2/96, sts=60193/1791143640/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:09:01.461][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 1404B, age=-1937140995, vt=2/96, sts=23670/1829361240/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:17:42.188][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14332) ps rtp packet 1404B, age=-1416407251, vt=2/96, sts=8345/1876229640/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:18:06.826][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14364) ps rtp packet 321B, age=-1391770124, vt=2/96, sts=13934/1878443641/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:21:30.105][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14184) ps rtp packet 1404B, age=-1188489684, vt=2/96, sts=59190/1896742440/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:28:30.374][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 321B, age=-768221658, vt=2/96, sts=21758/1934564041/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:35:57.371][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 1404B, age=-321224350, vt=2/96, sts=55694/1974794040/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:39:40.804][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14332) ps rtp packet 1404B, age=-97808152, vt=2/96, sts=39886/1994903640/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:42:13.114][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14368) ps rtp packet 1404B, age=54514000, vt=2/96, sts=8177/2008605240/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:53:20.756][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14364) ps rtp packet 321B, age=722145124, vt=2/96, sts=25536/2068689241/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:55:24.130][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14344) ps rtp packet 1404B, age=845532606, vt=2/96, sts=33540/620748270/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:58:21.840][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14184) ps rtp packet 321B, age=1023240147, vt=2/96, sts=26477/2095790041/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:58:47.220][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14284) ps rtp packet 1404B, age=1048625430, vt=2/96, sts=32103/2098076040/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:59:12.628][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14448) ps rtp packet 1404B, age=1074028858, vt=2/96, sts=32426/586533870/0x2747e05, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:03:16.448][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 321B, age=1317853510, vt=2/96, sts=26449/2122304041/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:05:30.973][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 321B, age=1452371740, vt=2/96, sts=56339/2134407241/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:08:14.600][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 1404B, age=1615996934, vt=2/96, sts=27329/2149138440/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:08:41.889][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14332) ps rtp packet 321B, age=1643284493, vt=2/96, sts=33354/2151593641/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:11:52.814][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14364) ps rtp packet 1404B, age=1834211753, vt=2/96, sts=10364/2168776440/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:23:56.934][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 1404B, age=-1736630246, vt=2/96, sts=11381/2233630440/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:25:43.760][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14504) ps rtp packet 1404B, age=-1629802383, vt=2/96, sts=20253/729111870/0x2747e05, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:31:56.157][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14208) ps rtp packet 1404B, age=-1257405850, vt=2/96, sts=47479/817373070/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:32:48.883][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 1404B, age=-1204678672, vt=2/96, sts=49404/822118140/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:38:25.695][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14376) ps rtp packet 1404B, age=-867869539, vt=2/96, sts=61011/852462270/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:48:21.305][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14504) ps rtp packet 1404B, age=-272256819, vt=2/96, sts=60152/851288670/0x2747e05, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:04:43.996][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14276) ps rtp packet 1404B, age=710425493, vt=2/96, sts=36660/994464270/0x2747e07, muxer (nil) lost_rate:00% req_id:
