Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-10-29 22:05:34.245][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14312) ps rtp packet 1404B, age=760682666, vt=2/96, sts=37500/998975070/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:07:21.180][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14344) ps rtp packet 1404B, age=867614560, vt=2/96, sts=39122/1008597870/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:08:43.052][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14208) ps rtp packet 1404B, age=949489813, vt=2/96, sts=40608/1015949070/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:09:37.621][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14276) ps rtp packet 1404B, age=1004055630, vt=2/96, sts=41536/1020855870/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:10:32.177][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14276) ps rtp packet 1404B, age=1058614393, vt=2/96, sts=42507/1025809470/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:14:28.289][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14504) ps rtp packet 1404B, age=1294706807, vt=2/96, sts=25839/992343870/0x2747e05, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:17:04.815][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14336) ps rtp packet 1404B, age=1451246737, vt=2/96, sts=48706/1061125470/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:18:25.441][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14448) ps rtp packet 1404B, age=1531875387, vt=2/96, sts=29549/1013659470/0x2747e05, muxer (nil) lost_rate:00% req_id:
[2023-10-30 14:28:27.465][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-395641698, vt=2/96, sts=26036/45482400/0x2834d0b, muxer (nil) lost_rate:00% req_id:
[2023-10-30 14:33:28.423][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-94684112, vt=2/96, sts=42091/72565200/0x2834d0b, muxer (nil) lost_rate:00% req_id:
[2023-10-30 14:46:32.621][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=689514560, vt=2/96, sts=19758/142981200/0x2834d0b, muxer (nil) lost_rate:00% req_id:
[2023-10-30 14:50:35.461][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 321B, age=932349089, vt=2/96, sts=33125/165420001/0x2834d0b, muxer (nil) lost_rate:00% req_id:
[2023-10-30 15:40:33.434][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-364642209, vt=2/96, sts=58113/434591986/0x2834d0b, muxer (nil) lost_rate:00% req_id:
[2023-10-30 15:50:32.669][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=234595800, vt=2/96, sts=7660/488545546/0x2834d0b, muxer (nil) lost_rate:00% req_id:
[2023-10-31 22:54:01.883][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=374660984, vt=2/96, sts=14777/52992000/0x2747e0f, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:06:11.384][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14228) ps rtp packet 1404B, age=2049450926, vt=2/96, sts=22411/214916400/0x2747e08, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:59:01.342][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=924437498, vt=2/96, sts=48492/500220000/0x2747e08, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:06:26.105][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=1369202621, vt=2/96, sts=58264/540216000/0x2747e08, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:21:54.691][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14228) ps rtp packet 1404B, age=-1997186776, vt=2/96, sts=15988/623822400/0x2747e08, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:26:03.552][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14400) ps rtp packet 1404B, age=-1748309853, vt=2/96, sts=21761/646246800/0x2747e08, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:13:00.433][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=1068567174, vt=2/96, sts=18105/899758800/0x2747e08, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:46:31.410][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14340) ps rtp packet 1404B, age=-1215419700, vt=2/96, sts=62664/1080738000/0x2747e08, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:49:14.349][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 1391B, age=-1052481688, vt=2/96, sts=259/1095404400/0x2747e08, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:08:10.703][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14388) ps rtp packet 1404B, age=83874176, vt=2/96, sts=1694/1000800/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:09:36.955][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14340) ps rtp packet 1404B, age=170126190, vt=2/96, sts=26654/1206007200/0x2747e08, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:12:46.988][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14388) ps rtp packet 321B, age=360152232, vt=2/96, sts=38153/25862407/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 13:51:32.818][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 321B, age=-1108329079, vt=2/96, sts=54258/79894801/0x2838508, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:48:10.588][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 321B, age=1594467409, vt=2/96, sts=28371/290271601/0x270640a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:54:08.518][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 1404B, age=1952404970, vt=2/96, sts=54977/219747600/0x2834d04, muxer (nil) lost_rate:00% req_id:
[2023-11-06 12:59:01.898][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14228) ps rtp packet 1404B, age=2038336989, vt=2/96, sts=56/0/0x2706403, muxer (nil) lost_rate:00% req_id:
[2023-11-06 15:25:17.300][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14296) ps rtp packet 1404B, age=-2071159994, vt=2/96, sts=0/0/0x2706403, muxer (nil) lost_rate:00% req_id:
[2023-11-06 15:44:29.902][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14208) ps rtp packet 1404B, age=-918560803, vt=2/96, sts=0/0/0x2747e05, muxer (nil) lost_rate:00% req_id:
[2023-11-07 14:03:52.704][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=2134820309, vt=2/96, sts=0/0/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-11-07 14:16:21.079][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1351B, age=-1411760219, vt=2/96, sts=40628/67219200/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-11-07 14:33:29.272][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=-383580817, vt=2/96, sts=9645/159793200/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-11-07 14:38:48.586][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 321B, age=-64253606, vt=2/96, sts=20200/188517604/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-11-07 14:41:19.665][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=86806532, vt=2/96, sts=25103/202068000/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-11-07 16:59:29.771][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 1404B, age=-213012637, vt=2/96, sts=0/0/0x2706403, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:01:15.628][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 321B, age=-107146605, vt=2/96, sts=20020/9590407/0x2706403, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:05:55.483][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 1404B, age=172708868, vt=2/96, sts=3807/34783200/0x2706403, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:10:51.751][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 321B, age=468974680, vt=2/96, sts=63018/61466415/0x2706403, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:23:54.525][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 1404B, age=1251740309, vt=2/96, sts=27521/131810400/0x2706403, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:54:41.224][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 1404B, age=-1196521338, vt=2/96, sts=58605/298083600/0x2706403, muxer (nil) lost_rate:00% req_id:
[2023-11-07 18:02:22.598][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 1404B, age=-735145312, vt=2/96, sts=43376/339339600/0x2706403, muxer (nil) lost_rate:00% req_id:
[2023-11-07 18:19:33.486][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 1404B, age=295739914, vt=2/96, sts=24652/432115200/0x2706403, muxer (nil) lost_rate:00% req_id:
[2023-11-07 18:20:18.877][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 1404B, age=341131679, vt=2/96, sts=26144/436179600/0x2706403, muxer (nil) lost_rate:00% req_id:
[2023-11-07 19:02:04.360][Trace][16973][31p3420o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=-1448349442, vt=2/96, sts=0/0/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:01:21.465][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=-939552733, vt=2/96, sts=0/0/0x283fe03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:03:21.493][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=-819523694, vt=2/96, sts=20405/10833210/0x283fe03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:03:45.545][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=-795465475, vt=2/96, sts=24058/12922740/0x283fe03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:14:42.844][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=-138170355, vt=2/96, sts=4297/72064170/0x283fe03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:16:17.920][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=-43085870, vt=2/96, sts=20521/80706960/0x283fe03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:24:14.911][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=433886906, vt=2/96, sts=35352/123593130/0x283fe03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:27:02.914][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=601901318, vt=2/96, sts=63273/138695490/0x283fe03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:29:02.918][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=721913686, vt=2/96, sts=17891/149564700/0x283fe03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:32:28.493][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=927476601, vt=2/96, sts=52157/168006780/0x283fe03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:33:16.269][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=975263054, vt=2/96, sts=59961/172279530/0x283fe03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:35:40.297][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=1119276378, vt=2/96, sts=18861/185295960/0x283fe03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:44:19.420][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=1638411570, vt=2/96, sts=39582/231972120/0x283fe03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:52:19.439][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=2118435548, vt=2/96, sts=54054/275175270/0x283fe03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:53:55.487][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=-2080500692, vt=2/96, sts=4314/283843350/0x283fe03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 12:00:19.514][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=-1696459285, vt=2/96, sts=60756/318371310/0x283fe03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:05:07.245][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 321B, age=-1283567482, vt=2/96, sts=16141/17157601/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:12:33.564][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=-837246056, vt=2/96, sts=57082/57524400/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:12:57.017][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=-813795900, vt=2/96, sts=59410/59461200/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:17:37.028][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 321B, age=-533785882, vt=2/96, sts=23190/84729601/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:24:54.623][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 321B, age=-96203379, vt=2/96, sts=6679/124318825/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:33:02.274][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 321B, age=391456289, vt=2/96, sts=972/168256801/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:33:47.441][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=436629726, vt=2/96, sts=6453/172256400/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:41:15.685][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 321B, age=884877042, vt=2/96, sts=61674/212565601/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:42:00.816][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=930008824, vt=2/96, sts=1783/216673200/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:51:44.743][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=1513929988, vt=2/96, sts=7093/269150400/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:53:11.791][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 564B, age=1600980251, vt=2/96, sts=17393/277063200/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:59:16.198][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=1965386127, vt=2/96, sts=54938/309567600/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:08:00.925][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=-1804862331, vt=2/96, sts=29547/356792400/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:04:08.604][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 321B, age=-1661680835, vt=2/96, sts=28143/27043201/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:10:59.518][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 321B, age=-1250766114, vt=2/96, sts=7948/64342801/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:12:36.726][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 321B, age=-1153563030, vt=2/96, sts=18236/73069201/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:14:40.154][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=-1030134429, vt=2/96, sts=32341/84070800/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:16:18.946][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=-931343126, vt=2/96, sts=43558/93063600/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:19:37.109][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=-733191248, vt=2/96, sts=479/110905200/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:20:25.921][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 321B, age=-684366331, vt=2/96, sts=5892/115261220/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:20:53.361][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 321B, age=-656936752, vt=2/96, sts=8924/117702008/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:22:27.117][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=-563168902, vt=2/96, sts=19714/126183600/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:29:27.168][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=-143115898, vt=2/96, sts=2413/163965600/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:30:51.984][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 555B, age=-58307185, vt=2/96, sts=12463/171655200/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:33:42.491][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 321B, age=112199468, vt=2/96, sts=31995/186879601/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:36:36.019][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=285727151, vt=2/96, sts=50357/202525200/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:39:00.618][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 321B, age=430333907, vt=2/96, sts=64679/215384401/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:39:30.639][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=460349849, vt=2/96, sts=2390/218304000/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:44:13.978][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 321B, age=743680170, vt=2/96, sts=31198/243792001/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:44:42.770][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 321B, age=772485676, vt=2/96, sts=34124/246276001/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:51:06.809][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=1156524709, vt=2/96, sts=11595/280983600/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:52:21.785][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 321B, age=1231498275, vt=2/96, sts=20618/287715601/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:53:59.009][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=1328717580, vt=2/96, sts=32829/296467470/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:01:49.428][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=1799141016, vt=2/96, sts=10156/338504400/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:04:00.755][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=1930463694, vt=2/96, sts=20549/350308800/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:09:32.271][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=-2032980799, vt=2/96, sts=46333/380181600/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:15:01.106][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=-1704149058, vt=2/96, sts=5632/409752000/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:17:34.262][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 321B, age=-1551003190, vt=2/96, sts=16249/423558001/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:23:15.101][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=-1210158525, vt=2/96, sts=37202/454197600/0x283a506, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:41:53.315][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14408) ps rtp packet 321B, age=-661740167, vt=2/96, sts=6291/7257603/0x27f2d03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:50:54.835][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14408) ps rtp packet 1404B, age=-120235991, vt=2/96, sts=45062/55965600/0x27f2d03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:54:12.143][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14408) ps rtp packet 321B, age=77085018, vt=2/96, sts=59315/73731602/0x27f2d03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:58:36.878][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14408) ps rtp packet 321B, age=341816980, vt=2/96, sts=5497/97502676/0x27f2d03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:59:26.702][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14408) ps rtp packet 1404B, age=391635989, vt=2/96, sts=7400/102074400/0x27f2d03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:53:36.946][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14580) ps rtp packet 1404B, age=-653082206, vt=2/96, sts=6987/18180000/0x28f4609, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:54:58.304][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14580) ps rtp packet 321B, age=-571723135, vt=2/96, sts=9362/25444803/0x28f4609, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:22:13.659][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=-896102456, vt=2/96, sts=1739/2132820/0x26d7a0a, muxer (nil) lost_rate:00% req_id:
[2023-10-30 09:10:22.596][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 1404B, age=1992831865, vt=2/96, sts=11518/11934000/0x283a50b, muxer (nil) lost_rate:00% req_id:
[2023-10-30 09:16:10.683][Trace][16984][v03xgx18] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 1404B, age=-1954046328, vt=2/96, sts=39476/43228800/0x283a50b, muxer (nil) lost_rate:00% req_id:
