Pseudo-terminal will not be allocated because stdin is not a terminal.
[0m[2023-10-28 18:19:31.368][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14420) ps rtp packet 1404B, age=-578952134, vt=2/96, sts=43690/354888000/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 18:20:01.368][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14172) ps rtp packet 321B, age=-548957826, vt=2/96, sts=45685/357559201/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 18:26:08.908][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 1404B, age=-181412512, vt=2/96, sts=5625/390700800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:30:56.470][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14560) ps rtp packet 1404B, age=106134589, vt=2/96, sts=25748/416559600/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 18:32:26.740][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 321B, age=196412542, vt=2/96, sts=31652/424638277/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:36:34.938][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14120) ps rtp packet 1404B, age=444614460, vt=2/96, sts=47699/446979600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:41:46.677][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14464) ps rtp packet 1404B, age=756357207, vt=2/96, sts=18549/658018800/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:43:43.389][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14172) ps rtp packet 425B, age=873067517, vt=2/96, sts=7856/485550000/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:52:27.785][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14524) ps rtp packet 321B, age=1397464116, vt=2/96, sts=38260/532738801/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:58:54.158][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14392) ps rtp packet 1404B, age=1783834751, vt=2/96, sts=57205/567525600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:01:51.359][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14524) ps rtp packet 1404B, age=1961039291, vt=2/96, sts=63858/583455600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:02:39.064][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14472) ps rtp packet 1324B, age=2008732104, vt=2/96, sts=47146/770702760/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:09:05.451][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14632) ps rtp packet 1404B, age=-1899845994, vt=2/96, sts=12239/622530270/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:15:39.073][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14392) ps rtp packet 321B, age=-1506214686, vt=2/96, sts=51902/658234804/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:20:50.994][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14172) ps rtp packet 321B, age=-1194293936, vt=2/96, sts=26732/686314812/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:23:23.994][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14560) ps rtp packet 1404B, age=-1041298691, vt=2/96, sts=46765/700095600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:26:21.893][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14360) ps rtp packet 1404B, age=-863395692, vt=2/96, sts=4406/716104800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:26:47.221][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 1404B, age=-838067883, vt=2/96, sts=7665/718383600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:35:44.822][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14632) ps rtp packet 1404B, age=-300479100, vt=2/96, sts=19903/766818000/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:41:40.257][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14476) ps rtp packet 1404B, age=54965338, vt=2/96, sts=10209/798750270/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:50:00.219][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14464) ps rtp packet 1404B, age=554925681, vt=2/96, sts=27925/1027080000/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:56:43.567][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14524) ps rtp packet 321B, age=958279403, vt=2/96, sts=20857/880095601/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:02:44.409][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14464) ps rtp packet 1404B, age=1319119781, vt=2/96, sts=17601/1095883200/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:04:32.417][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14484) ps rtp packet 1404B, age=1427111277, vt=2/96, sts=27889/1105603200/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:04:59.407][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14472) ps rtp packet 891B, age=1454117657, vt=2/96, sts=30502/1108033200/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:09:11.614][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14420) ps rtp packet 321B, age=1706319028, vt=2/96, sts=40849/947415603/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:13:43.893][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14472) ps rtp packet 1404B, age=1978605283, vt=2/96, sts=15030/1155240000/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:21:35.811][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 321B, age=-1844443565, vt=2/96, sts=6584/1014397201/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:22:56.987][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14360) ps rtp packet 1404B, age=-1763268576, vt=2/96, sts=24065/1021705200/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:25:14.556][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14624) ps rtp packet 1404B, age=-1625708096, vt=2/96, sts=53246/1034046000/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:26:35.612][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14632) ps rtp packet 1120B, age=-1544643051, vt=2/96, sts=5570/1041379470/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:38:11.345][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14172) ps rtp packet 1404B, age=-848911041, vt=2/96, sts=24201/1103994270/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:40:21.733][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14172) ps rtp packet 1404B, age=-718529134, vt=2/96, sts=51506/1115722800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:48:40.493][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=-219767518, vt=2/96, sts=25167/1160614800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:53:13.517][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 321B, age=53260217, vt=2/96, sts=15731/1185184801/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:03:40.509][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14624) ps rtp packet 1404B, age=680253159, vt=2/96, sts=61422/1241614800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:18:29.092][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14420) ps rtp packet 1404B, age=1568830254, vt=2/96, sts=51225/1321585200/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:22:30.612][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14632) ps rtp packet 1404B, age=1810356463, vt=2/96, sts=36949/1343322000/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:24:40.658][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14524) ps rtp packet 1404B, age=1940403520, vt=2/96, sts=64825/1355025600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:25:08.953][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14392) ps rtp packet 321B, age=1968693590, vt=2/96, sts=5328/1357567471/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:36:30.523][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14264) ps rtp packet 1404B, age=-1644704115, vt=2/96, sts=15733/1418878800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:39:19.043][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1476184885, vt=2/96, sts=50643/1434078000/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:42:04.058][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14264) ps rtp packet 1404B, age=-1311174188, vt=2/96, sts=18728/1448928270/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:03:54.158][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14484) ps rtp packet 1404B, age=-1072117, vt=2/96, sts=62558/1750089600/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:19:02.991][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14524) ps rtp packet 1404B, age=907750111, vt=2/96, sts=8295/1648623600/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 22:29:36.826][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14632) ps rtp packet 1404B, age=1541587063, vt=2/96, sts=45528/1705615186/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:37:32.051][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14392) ps rtp packet 1404B, age=2016820458, vt=2/96, sts=57151/1748379586/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:38:55.233][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14420) ps rtp packet 1404B, age=2100008936, vt=2/96, sts=5322/1755921586/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:41:30.743][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14264) ps rtp packet 321B, age=-2039456306, vt=2/96, sts=29982/1769889589/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:43:47.072][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14624) ps rtp packet 1404B, age=-1903119834, vt=2/96, sts=52334/1782161986/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:46:58.763][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14524) ps rtp packet 321B, age=-1711439218, vt=2/96, sts=17319/1799395187/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:48:23.598][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 321B, age=-1626591239, vt=2/96, sts=30577/1807012789/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 22:54:20.474][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 1404B, age=-1269730616, vt=2/96, sts=21259/1839135586/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:11:23.520][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14420) ps rtp packet 321B, age=-246672604, vt=2/96, sts=12819/1931227203/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:18:03.497][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14524) ps rtp packet 1404B, age=153307576, vt=2/96, sts=28579/1967263186/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:18:28.063][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 1404B, age=177854626, vt=2/96, sts=33549/1969470346/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:20:54.776][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14524) ps rtp packet 321B, age=324585294, vt=2/96, sts=63380/1982671187/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:23:16.937][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 321B, age=466729957, vt=2/96, sts=26366/1995418803/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:29:16.970][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 321B, age=826779954, vt=2/96, sts=32078/2027869187/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:32:02.634][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14464) ps rtp packet 1404B, age=992438878, vt=2/96, sts=15436/2226088876/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:47:26.501][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14464) ps rtp packet 1404B, age=1916311754, vt=2/96, sts=37335/2309169946/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:50:50.511][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14484) ps rtp packet 1404B, age=2120311926, vt=2/96, sts=56116/2327540476/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:08:03.126][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14360) ps rtp packet 1404B, age=-1142031501, vt=2/96, sts=23292/2237219986/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:10:05.314][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1019845440, vt=2/96, sts=47736/2248214386/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:15:01.406][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14392) ps rtp packet 1404B, age=-723756154, vt=2/96, sts=42909/2274858346/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:17:04.073][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14484) ps rtp packet 1404B, age=-601089866, vt=2/96, sts=64737/2469207676/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:21:56.631][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14420) ps rtp packet 1404B, age=-308530069, vt=2/96, sts=63535/2312182786/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:24:26.167][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14560) ps rtp packet 1404B, age=-158994723, vt=2/96, sts=28993/2325657586/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:26:53.625][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14264) ps rtp packet 321B, age=-11532095, vt=2/96, sts=59622/2338955988/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:37:25.189][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=620032451, vt=2/96, sts=57238/2395799986/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:38:16.193][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14476) ps rtp packet 1404B, age=671021440, vt=2/96, sts=1791/2400389986/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:47:27.863][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14120) ps rtp packet 321B, age=1222698618, vt=2/96, sts=47522/2450033989/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:49:31.287][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14524) ps rtp packet 321B, age=1346130663, vt=2/96, sts=7291/2461143587/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:50:44.947][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14624) ps rtp packet 1404B, age=1419779666, vt=2/96, sts=22220/2467778386/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 00:54:07.311][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14624) ps rtp packet 321B, age=1622137322, vt=2/96, sts=63225/2485965956/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:08:38.833][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14524) ps rtp packet 1404B, age=-1801292375, vt=2/96, sts=28395/2564424346/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:13:19.350][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14632) ps rtp packet 1404B, age=-1520773867, vt=2/96, sts=21095/2589663586/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:15:01.381][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14524) ps rtp packet 1404B, age=-1418747873, vt=2/96, sts=42073/2598850786/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:34:03.288][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14632) ps rtp packet 321B, age=-276838288, vt=2/96, sts=10430/2701616387/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:51:27.593][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14476) ps rtp packet 321B, age=767467641, vt=2/96, sts=21797/2795597987/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:57:19.777][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14476) ps rtp packet 321B, age=1119640496, vt=2/96, sts=13450/2827274393/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:19:05.048][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14392) ps rtp packet 321B, age=-1870047993, vt=2/96, sts=51164/2944728361/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:19:55.388][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14360) ps rtp packet 321B, age=-1819703642, vt=2/96, sts=60240/2949299987/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:30:29.640][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14560) ps rtp packet 1404B, age=-1185451207, vt=2/96, sts=43833/3006374386/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 02:38:59.569][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14484) ps rtp packet 1404B, age=-675523034, vt=2/96, sts=34673/3235568476/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:40:19.929][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14392) ps rtp packet 321B, age=-595168241, vt=2/96, sts=19868/3059477995/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:59:00.554][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14484) ps rtp packet 1404B, age=525449741, vt=2/96, sts=57352/3343644076/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:06:22.089][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14464) ps rtp packet 1404B, age=966997799, vt=2/96, sts=20780/3383388076/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:13:17.638][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14472) ps rtp packet 1404B, age=1382531479, vt=2/96, sts=48204/3420788476/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:31:24.679][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14476) ps rtp packet 1404B, age=-1825389984, vt=2/96, sts=43050/3335324386/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:38:10.548][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 1404B, age=-1419510168, vt=2/96, sts=51816/3371810386/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:39:01.548][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14484) ps rtp packet 1404B, age=-1368513174, vt=2/96, sts=34144/3559734076/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:42:50.720][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14120) ps rtp packet 321B, age=-1139338242, vt=2/96, sts=38903/3397013999/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:44:52.309][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14624) ps rtp packet 321B, age=-1017749804, vt=2/96, sts=61755/3407958005/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:03:05.669][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14120) ps rtp packet 1404B, age=75607992, vt=2/96, sts=61394/3506385946/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:13:51.305][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=721228945, vt=2/96, sts=49560/3564514786/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:17:34.736][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14624) ps rtp packet 321B, age=944674970, vt=2/96, sts=26572/3584620787/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:28:49.789][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14464) ps rtp packet 1404B, age=1619730691, vt=2/96, sts=50978/3828672076/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:29:40.785][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 321B, age=1670726106, vt=2/96, sts=43149/3649906807/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:32:09.547][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=1819485100, vt=2/96, sts=7863/3663352786/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:34:12.790][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14524) ps rtp packet 321B, age=1942727871, vt=2/96, sts=32980/3674444387/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:35:24.326][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14624) ps rtp packet 321B, age=2014267250, vt=2/96, sts=47492/3680841601/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:38:39.330][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14560) ps rtp packet 321B, age=-2085700787, vt=2/96, sts=21702/3698427587/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:48:00.203][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14120) ps rtp packet 1404B, age=-1524822675, vt=2/96, sts=5367/3748906786/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:49:32.869][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14472) ps rtp packet 1404B, age=-1432158064, vt=2/96, sts=55456/3940488346/0x2747e09, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 04:50:46.411][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 1404B, age=-1358618988, vt=2/96, sts=39520/3763868386/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:00:23.155][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14632) ps rtp packet 1404B, age=-781871866, vt=2/96, sts=8766/3815722786/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:03:46.810][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14420) ps rtp packet 321B, age=-578224773, vt=2/96, sts=47678/3834046807/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:23:01.224][Trace][15365][2n5v86z7] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14624) ps rtp packet 1404B, age=576194103, vt=2/96, sts=15895/3937997146/0x2706406, muxer (nil) lost_rate:00% req_id:
