Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-10-29 13:15:44.523][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 321B, age=-1126788393, vt=2/96, sts=58429/105494401/0x283c00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:16:09.103][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 321B, age=-1102219992, vt=2/96, sts=61034/107499601/0x283c00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:17:47.539][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 321B, age=-1003773651, vt=2/96, sts=6890/116506801/0x283c00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:18:10.611][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=-980695796, vt=2/96, sts=9442/118594800/0x283c00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:20:03.059][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 321B, age=-868257561, vt=2/96, sts=21948/128721601/0x283c00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:20:25.563][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=-845748482, vt=2/96, sts=24396/130748400/0x283c00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:26:26.597][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 321B, age=-484713113, vt=2/96, sts=64911/163198822/0x283c00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:27:37.866][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 321B, age=-413446188, vt=2/96, sts=7006/169509601/0x283c00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:33:28.588][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 321B, age=-62726063, vt=2/96, sts=46511/200980801/0x283c00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:37:38.940][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 321B, age=187632119, vt=2/96, sts=5610/223452003/0x283c00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:39:31.260][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=299952351, vt=2/96, sts=16645/233521200/0x283c00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:42:53.231][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 321B, age=501910199, vt=2/96, sts=35919/251722806/0x283c00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:44:46.317][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=614997196, vt=2/96, sts=46509/261903600/0x283c00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:55:04.154][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 321B, age=1232832977, vt=2/96, sts=48073/317516402/0x283c00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:00:54.360][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 214B, age=1583053288, vt=2/96, sts=25396/30279600/0x283c507, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:02:02.692][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 321B, age=1651380479, vt=2/96, sts=30108/36439209/0x283c507, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:04:01.468][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=1770159761, vt=2/96, sts=37606/47160270/0x283c507, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:04:46.548][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=1815239402, vt=2/96, sts=40558/51206400/0x283c507, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:17:07.638][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=-1738641352, vt=2/96, sts=27167/117889200/0x283c507, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:19:01.021][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=-1625264947, vt=2/96, sts=35264/128102400/0x283c507, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:21:17.109][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=-1489166593, vt=2/96, sts=45167/140374800/0x283c507, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:23:14.965][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 321B, age=-1371314504, vt=2/96, sts=53302/150948003/0x283c507, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:23:26.498][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14408) ps rtp packet 1404B, age=-1929590839, vt=2/96, sts=0/0/0x283e703, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:40:32.708][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14604) ps rtp packet 1404B, age=-903372039, vt=2/96, sts=0/0/0x27f2d0f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:48:24.188][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14536) ps rtp packet 321B, age=-431897868, vt=2/96, sts=34594/42393603/0x27f2d0f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:52:36.780][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14536) ps rtp packet 1404B, age=-179311659, vt=2/96, sts=52588/65145600/0x27f2d0f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:58:04.469][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14536) ps rtp packet 1404B, age=148375996, vt=2/96, sts=4148/94636800/0x27f2d0f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:01:07.695][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14536) ps rtp packet 321B, age=331599357, vt=2/96, sts=11006/111092405/0x27f2d0f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:05:00.479][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14604) ps rtp packet 1404B, age=564398451, vt=2/96, sts=20148/132069600/0x27f2d0f, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:26:06.697][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 1404B, age=-824086734, vt=2/96, sts=12523/11973240/0x27f2d0f, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:36:43.207][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 1404B, age=-187577955, vt=2/96, sts=51593/69270840/0x27f2d0f, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:37:56.776][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14412) ps rtp packet 1404B, age=-114008643, vt=2/96, sts=18965/16279200/0x283880c, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:43:31.968][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14236) ps rtp packet 1404B, age=221183980, vt=2/96, sts=1442/63331200/0x283640d, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:44:49.187][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14412) ps rtp packet 1404B, age=298386528, vt=2/96, sts=61398/53424000/0x283880c, muxer (nil) lost_rate:00% req_id:
[2023-10-30 09:08:16.014][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 321B, age=1705225617, vt=2/96, sts=590/507604/0x283a50c, muxer (nil) lost_rate:00% req_id:
[2023-10-30 09:15:09.433][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 1404B, age=2118643401, vt=2/96, sts=34396/37695600/0x283a50c, muxer (nil) lost_rate:00% req_id:
[2023-10-30 09:17:41.111][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 321B, age=-2024644137, vt=2/96, sts=45580/51339601/0x283a50c, muxer (nil) lost_rate:00% req_id:
[2023-10-30 09:26:14.263][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 1404B, age=-1511495595, vt=2/96, sts=21041/97574400/0x283a50c, muxer (nil) lost_rate:00% req_id:
[2023-10-30 09:30:55.915][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=-1229837926, vt=2/96, sts=33262/223772406/0x2838808, muxer (nil) lost_rate:00% req_id:
[2023-10-30 09:32:50.347][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=-1115404922, vt=2/96, sts=38184/234082800/0x2838808, muxer (nil) lost_rate:00% req_id:
[2023-10-30 09:59:17.384][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14796) ps rtp packet 472B, age=471632332, vt=2/96, sts=6382/5785209/0x278a003, muxer (nil) lost_rate:00% req_id:
[2023-10-30 10:30:57.436][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=-1923282326, vt=2/96, sts=2695/4014000/0x2836402, muxer (nil) lost_rate:00% req_id:
[2023-10-30 23:54:42.677][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 1404B, age=-942696637, vt=2/96, sts=2313/1292400/0x283c80d, muxer (nil) lost_rate:00% req_id:
[2023-10-31 08:59:32.708][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14664) ps rtp packet 1404B, age=1682565238, vt=2/96, sts=11138/37608300/0x26d7a05, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:14:41.213][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 1404B, age=-1703894238, vt=2/96, sts=0/0/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:28:15.979][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 1404B, age=-889118786, vt=2/96, sts=10530/73339200/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:34:05.730][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 1404B, age=-539369942, vt=2/96, sts=43243/104806800/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:37:23.800][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 321B, age=-341303493, vt=2/96, sts=63731/122630401/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:38:36.668][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 321B, age=-268434617, vt=2/96, sts=5518/129178801/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:48:04.478][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 321B, age=299380040, vt=2/96, sts=59189/180241217/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:57:08.843][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 321B, age=843727541, vt=2/96, sts=16717/229233605/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-10-31 10:04:17.023][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 1404B, age=1271911498, vt=2/96, sts=31891/267793200/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-10-31 16:47:00.583][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14208) ps rtp packet 1404B, age=-334318042, vt=2/96, sts=10053/15923790/0x283e707, muxer (nil) lost_rate:00% req_id:
[2023-10-31 16:47:21.407][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14208) ps rtp packet 1404B, age=-313506688, vt=2/96, sts=11018/17707140/0x283e707, muxer (nil) lost_rate:00% req_id:
[2023-10-31 16:53:03.370][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14208) ps rtp packet 1404B, age=28465811, vt=2/96, sts=35188/48852166/0x283e707, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:03:09.108][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14408) ps rtp packet 1404B, age=759364839, vt=2/96, sts=0/0/0x278a00b, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:04:24.535][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14408) ps rtp packet 472B, age=834786454, vt=2/96, sts=4735/6066008/0x278a00b, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:11:02.439][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14408) ps rtp packet 1404B, age=1232688734, vt=2/96, sts=8649/41691600/0x278a00b, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:20:33.146][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14408) ps rtp packet 472B, age=1803402943, vt=2/96, sts=13294/93211217/0x278a00b, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:23:11.169][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14408) ps rtp packet 472B, age=1961429554, vt=2/96, sts=14489/106423258/0x278a00b, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:24:32.173][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14408) ps rtp packet 472B, age=2042429938, vt=2/96, sts=15047/111589447/0x278a00b, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:25:26.069][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14408) ps rtp packet 472B, age=2096330542, vt=2/96, sts=15415/111589815/0x278a00b, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:27:06.916][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14408) ps rtp packet 472B, age=-2097808011, vt=2/96, sts=16202/129078019/0x278a00b, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:27:57.621][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14408) ps rtp packet 472B, age=-2047098738, vt=2/96, sts=16571/129078388/0x278a00b, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:40:15.762][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1308950436, vt=2/96, sts=194/36000/0x2838805, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:41:30.254][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-1234456488, vt=2/96, sts=9763/6692401/0x2838805, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:43:07.908][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-1136797236, vt=2/96, sts=22322/15537601/0x2838805, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-31 23:44:04.122][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-1080587836, vt=2/96, sts=29489/20530805/0x2838805, muxer (nil) lost_rate:00% req_id:
[2023-11-01 02:06:55.528][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=-1099111097, vt=2/96, sts=25065/32162400/0x2838908, muxer (nil) lost_rate:00% req_id:
[2023-11-01 02:09:32.895][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 321B, age=-941750391, vt=2/96, sts=36126/46303211/0x2838908, muxer (nil) lost_rate:00% req_id:
[2023-11-01 02:13:49.598][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=-685055440, vt=2/96, sts=52625/69372000/0x2838908, muxer (nil) lost_rate:00% req_id:
[2023-11-01 02:17:26.107][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 321B, age=-468535366, vt=2/96, sts=1235/88945210/0x2838908, muxer (nil) lost_rate:00% req_id:
[2023-11-01 09:17:59.876][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 1404B, age=-1004569214, vt=2/96, sts=0/0/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 09:58:54.693][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14152) ps rtp packet 1404B, age=1450249661, vt=2/96, sts=11018/65160360/0x26cde08, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:02:16.258][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 1404B, age=1651811391, vt=2/96, sts=1863/1526400/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:05:15.553][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 1404B, age=1831108775, vt=2/96, sts=19218/17679586/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:14:10.720][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 321B, age=-1928701230, vt=2/96, sts=8902/66121188/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:22:31.820][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 321B, age=-1427590346, vt=2/96, sts=2763/111132000/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:29:05.562][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 1404B, age=-1033849628, vt=2/96, sts=50084/146617186/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:47:03.420][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 321B, age=44002384, vt=2/96, sts=38515/243662392/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:55:37.195][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 1404B, age=557781343, vt=2/96, sts=26679/289623586/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:57:21.462][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 321B, age=662047976, vt=2/96, sts=36264/299109587/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:06:29.853][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 321B, age=1210437874, vt=2/96, sts=18711/348523187/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:07:59.957][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 1404B, age=1300542138, vt=2/96, sts=26833/356461186/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:11:44.881][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 1404B, age=1525465335, vt=2/96, sts=48584/376891186/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:24:59.911][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 1404B, age=-1974466523, vt=2/96, sts=60316/448282786/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:32:40.700][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 1404B, age=-1513677857, vt=2/96, sts=41820/489945586/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:36:22.664][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 1404B, age=-1291718702, vt=2/96, sts=306/509957986/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:45:14.066][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 321B, age=-760314028, vt=2/96, sts=57503/557812794/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:52:57.216][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 321B, age=-297161605, vt=2/96, sts=41495/599378387/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:54:22.980][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 1404B, age=-211402571, vt=2/96, sts=50480/607114786/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:10:50.578][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 1404B, age=776190338, vt=2/96, sts=10639/695951986/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:15:21.513][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 321B, age=1047128073, vt=2/96, sts=37218/720406787/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:27:14.760][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 1404B, age=1760368613, vt=2/96, sts=48200/784637986/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:28:35.035][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 1404B, age=1840657379, vt=2/96, sts=56790/791794786/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:52:51.892][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 321B, age=-997459308, vt=2/96, sts=16659/922748387/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:56:18.427][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 321B, age=-790931427, vt=2/96, sts=36696/941500787/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:03:04.295][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14480) ps rtp packet 135B, age=-385051331, vt=2/96, sts=6996/977849986/0x283a505, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:11:19.044][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14120) ps rtp packet 1404B, age=234860442, vt=2/96, sts=0/0/0x283e705, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:29:04.214][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14120) ps rtp packet 1404B, age=1300029553, vt=2/96, sts=60754/95567926/0x283e705, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:31:27.517][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14120) ps rtp packet 1404B, age=1443334861, vt=2/96, sts=2315/108443866/0x283e705, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:37:51.786][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14120) ps rtp packet 1404B, age=1827592676, vt=2/96, sts=21238/143029426/0x283e705, muxer (nil) lost_rate:00% req_id:
[2023-11-01 20:05:17.794][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=-821356121, vt=2/96, sts=10117/12124801/0x2836406, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:24:08.280][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=684617453, vt=2/96, sts=6768/4600800/0x283c001, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:48:44.416][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 321B, age=-2134217516, vt=2/96, sts=15394/15670805/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-11-02 17:30:36.189][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-1012381543, vt=2/96, sts=42665/38804432/0x283a501, muxer (nil) lost_rate:00% req_id:
[2023-11-02 17:33:07.509][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-861052988, vt=2/96, sts=53960/52358400/0x283a501, muxer (nil) lost_rate:00% req_id:
[2023-11-02 17:33:57.342][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-811217616, vt=2/96, sts=57491/56811603/0x283a501, muxer (nil) lost_rate:00% req_id:
[2023-11-02 17:37:26.577][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-601991801, vt=2/96, sts=3682/75682800/0x283a501, muxer (nil) lost_rate:00% req_id:
[2023-11-02 17:37:49.255][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-579319263, vt=2/96, sts=4800/77706000/0x283a501, muxer (nil) lost_rate:00% req_id:
[2023-11-02 17:38:37.720][Trace][15394][s1769k10] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-530845016, vt=2/96, sts=7892/82090816/0x283a501, muxer (nil) lost_rate:00% req_id:
