Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-10-29 05:15:25.523][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=487833189, vt=2/96, sts=62390/3896208079/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:30:44.573][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1406883111, vt=2/96, sts=63445/3979933277/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:43:05.119][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=2147441339, vt=2/96, sts=25079/4046252482/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:44:53.151][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-2039503514, vt=2/96, sts=47489/4056555676/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:45:47.171][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-1985476351, vt=2/96, sts=58573/4061538076/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:54:13.350][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-1479297986, vt=2/96, sts=34669/4106390480/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:04:55.972][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-836666229, vt=2/96, sts=6651/4163821276/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:07:01.997][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-710655924, vt=2/96, sts=31988/4175258477/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:07:27.912][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-684735245, vt=2/96, sts=36958/4178826076/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:10:29.680][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-502958248, vt=2/96, sts=9337/4193658082/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:13:16.612][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-336025451, vt=2/96, sts=44295/4209883284/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:15:32.015][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-200629205, vt=2/96, sts=6727/4222083681/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:21:18.002][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=145348075, vt=2/96, sts=12019/4252680076/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:23:05.438][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=252795877, vt=2/96, sts=34007/4262929276/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:27:31.973][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=519335960, vt=2/96, sts=24199/4287085278/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:28:27.313][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=574669356, vt=2/96, sts=35812/4290361280/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:33:13.761][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=861122223, vt=2/96, sts=30645/22674783/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:34:56.256][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=963617769, vt=2/96, sts=52460/30781981/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:37:13.252][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1100613370, vt=2/96, sts=16052/42921181/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:38:40.620][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1187972445, vt=2/96, sts=34301/52201983/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:41:52.387][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1379734048, vt=2/96, sts=9533/67743183/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:42:46.383][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=1433743955, vt=2/96, sts=20784/73060380/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:49:22.646][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=1829997544, vt=2/96, sts=38180/108912780/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:54:34.698][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=2142056853, vt=2/96, sts=35208/137424780/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:57:47.933][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-1959688677, vt=2/96, sts=60698/155223180/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:09:22.319][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-1265289281, vt=2/96, sts=65265/217884780/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:20:27.013][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-600593271, vt=2/96, sts=7558/277381981/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:21:48.373][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-519234649, vt=2/96, sts=24276/284290380/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:26:25.828][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-241781651, vt=2/96, sts=17084/309472380/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:29:26.504][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-61116925, vt=2/96, sts=55168/324646651/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:36:40.135][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=372526047, vt=2/96, sts=13476/364408380/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:43:35.889][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=788273991, vt=2/96, sts=35127/401873580/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:49:11.722][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1124106325, vt=2/96, sts=40051/431973186/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:51:30.531][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1262918603, vt=2/96, sts=3657/444033185/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:06:21.521][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 451B, age=-2141058389, vt=2/96, sts=28282/525367980/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:07:14.366][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-2088222410, vt=2/96, sts=39275/530548381/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:09:31.849][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-1950725308, vt=2/96, sts=3017/542881980/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:15:02.184][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-1620390692, vt=2/96, sts=7445/572697180/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:18:43.028][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-1399560751, vt=2/96, sts=54715/591784390/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:21:42.784][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-1219789368, vt=2/96, sts=27285/608675580/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:24:35.715][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-1046858973, vt=2/96, sts=63636/623212380/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:25:01.667][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-1020920187, vt=2/96, sts=3660/624792784/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:41:06.573][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-56013424, vt=2/96, sts=13390/712927980/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:50:19.667][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=497091869, vt=2/96, sts=185/762395580/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:51:46.267][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=583686614, vt=2/96, sts=18867/769667580/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:57:07.174][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=904591385, vt=2/96, sts=3384/799180380/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:01:20.354][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1157778803, vt=2/96, sts=26006/820902790/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:02:46.054][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1243474699, vt=2/96, sts=41149/830133183/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:13:25.564][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1882987681, vt=2/96, sts=16800/887286782/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:27:50.510][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-1547036166, vt=2/96, sts=31035/964488781/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:31:58.561][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-1298983113, vt=2/96, sts=7770/987615180/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:33:04.798][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-1232741309, vt=2/96, sts=19508/993742380/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:34:16.385][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-1161158290, vt=2/96, sts=32086/1000200780/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:38:51.692][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-885848362, vt=2/96, sts=15183/1023427982/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:39:46.622][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-830918925, vt=2/96, sts=25216/1028849580/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:44:52.611][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-524941629, vt=2/96, sts=13015/1055964781/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:47:13.996][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-383543978, vt=2/96, sts=38216/1068928381/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:48:56.651][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-280890395, vt=2/96, sts=56430/1079479980/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:49:45.463][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-232087661, vt=2/96, sts=65324/1082647981/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:53:26.574][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-10979523, vt=2/96, sts=38927/1102879980/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:57:01.626][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=204081193, vt=2/96, sts=53167/1122643980/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 10:00:46.710][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=429160599, vt=2/96, sts=61381/1142836381/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 10:05:33.641][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=716091952, vt=2/96, sts=11854/1169026395/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 10:09:11.668][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=934124838, vt=2/96, sts=23744/1187141598/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 10:10:46.208][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1028657649, vt=2/96, sts=29270/1197286658/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 10:13:23.020][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1185472728, vt=2/96, sts=37886/1211430781/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 10:18:18.716][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1481165156, vt=2/96, sts=54770/1236220402/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 10:34:27.654][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-1844865758, vt=2/96, sts=45184/1323570780/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 10:38:08.109][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-1624410867, vt=2/96, sts=57315/1344933204/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 10:47:04.524][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-1087986674, vt=2/96, sts=23517/1393608785/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 10:51:46.663][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-805847625, vt=2/96, sts=38381/1418740381/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 10:55:09.207][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-603306869, vt=2/96, sts=48005/1436898781/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 10:58:57.548][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-374971269, vt=2/96, sts=65240/1456813980/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:02:23.506][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-169001720, vt=2/96, sts=26202/1475368380/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:02:51.794][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-140715844, vt=2/96, sts=31131/1477020780/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:07:25.585][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=133078529, vt=2/96, sts=13291/1501965180/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:14:29.416][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=556902248, vt=2/96, sts=22645/1540153980/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:23:08.571][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1076064302, vt=2/96, sts=48304/1586860664/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:24:59.146][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=1186638795, vt=2/96, sts=1735/1597894380/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:27:01.706][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1309194142, vt=2/96, sts=23506/1607592783/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:27:55.458][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=1362947802, vt=2/96, sts=32231/1612989180/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:44:20.003][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-1947471612, vt=2/96, sts=11331/1701700371/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:45:31.807][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-1875673242, vt=2/96, sts=24279/1708367569/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:48:03.159][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-1724319036, vt=2/96, sts=51170/1721784772/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:48:26.578][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-1700902887, vt=2/96, sts=55200/1723242773/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:49:37.890][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-1629584796, vt=2/96, sts=2814/1729801966/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:52:34.322][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-1453152910, vt=2/96, sts=22398/1746815566/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:53:01.697][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-1425784285, vt=2/96, sts=23981/1748543572/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:53:31.721][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-1395769311, vt=2/96, sts=25818/1750563166/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:59:45.953][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-1021523628, vt=2/96, sts=32049/1783748015/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:00:22.904][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-984576022, vt=2/96, sts=32369/1787902704/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:01:12.602][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-934875704, vt=2/96, sts=32730/1790426121/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:04:21.202][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-746276247, vt=2/96, sts=34214/1808814860/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:06:32.143][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-615347231, vt=2/96, sts=35251/1820817297/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:11:03.351][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-344133628, vt=2/96, sts=37632/1842377887/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:55:38.760][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-1963686385, vt=2/96, sts=63194/2086756375/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:14:19.490][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-842952905, vt=2/96, sts=12070/2186879611/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:19:14.498][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-547944393, vt=2/96, sts=17062/2215024367/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:49:46.285][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=1283831274, vt=2/96, sts=41619/2379526366/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:55:58.716][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1656266342, vt=2/96, sts=47030/2413128779/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:05:46.408][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-2051014231, vt=2/96, sts=52022/2465213593/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:24:33.054][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-924355291, vt=2/96, sts=61556/2564131035/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:31:12.501][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=-524918770, vt=2/96, sts=13725/2603471571/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:31:37.497][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-499914658, vt=2/96, sts=20067/2604951166/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:40:04.402][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=6993588, vt=2/96, sts=13598/2650498375/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:40:34.408][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=36995400, vt=2/96, sts=20904/2654202771/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:42:05.368][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=127956716, vt=2/96, sts=43509/2661751967/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:51:07.349][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=669937526, vt=2/96, sts=49764/2710189972/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:58:37.415][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 472B, age=1120006301, vt=2/96, sts=24427/2751643981/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 15:00:29.372][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=1231963753, vt=2/96, sts=49733/2761925566/0x278a00f, muxer (nil) lost_rate:00% req_id:
