Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-11-06 23:01:06.271][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-285643090, vt=2/96, sts=27765/1611558076/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-06 23:05:05.826][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=-46089432, vt=2/96, sts=32477/1634371547/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-06 23:07:24.855][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=92929855, vt=2/96, sts=8547/1646146877/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-06 23:09:38.430][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=226509307, vt=2/96, sts=48088/1657447276/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-06 23:20:03.879][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 779B, age=851955721, vt=2/96, sts=35849/1715202076/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-06 23:23:28.248][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1056317448, vt=2/96, sts=30673/1733425276/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-06 23:25:33.243][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=1181324234, vt=2/96, sts=2080/1744041680/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-06 23:28:04.684][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=1332761083, vt=2/96, sts=45875/1758693681/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-06 23:32:57.026][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1625110312, vt=2/96, sts=1857/1783184476/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-06 23:36:24.366][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1832446582, vt=2/96, sts=62933/1803610876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-06 23:41:30.965][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=2139045563, vt=2/96, sts=22651/1830988876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-06 23:43:30.620][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-2036268355, vt=2/96, sts=57981/1841382076/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-06 23:45:27.123][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1919763893, vt=2/96, sts=27515/1851555676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-06 23:51:02.169][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1584714479, vt=2/96, sts=61913/1881126076/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-06 23:51:50.624][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1536257778, vt=2/96, sts=10859/1886554876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-06 23:58:39.118][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1127771292, vt=2/96, sts=1488/1923166876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 00:03:32.499][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-834382863, vt=2/96, sts=23211/1949727676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 00:04:34.110][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-772772840, vt=2/96, sts=41946/1954069546/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 00:04:55.837][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=-751045140, vt=2/96, sts=48527/1957564877/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 00:07:28.361][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=-598530010, vt=2/96, sts=28944/1970247677/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 00:16:17.964][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=-68920979, vt=2/96, sts=54401/2017440077/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 00:17:06.416][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-20467036, vt=2/96, sts=3141/2022782476/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 00:24:43.331][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=436448444, vt=2/96, sts=7057/2062645546/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 00:39:46.460][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1339565161, vt=2/96, sts=10953/2145733276/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 00:42:38.068][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1511173184, vt=2/96, sts=61802/2159665276/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 00:43:28.056][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1561174568, vt=2/96, sts=11307/2165166076/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 00:50:02.671][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1955785926, vt=2/96, sts=61287/2200658476/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 00:50:50.575][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=2003691779, vt=2/96, sts=9928/2204010076/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 00:56:42.042][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1939821824, vt=2/96, sts=48259/2236532476/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 00:57:27.910][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1893945813, vt=2/96, sts=61768/2239714876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 01:01:34.165][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1647699102, vt=2/96, sts=2426/2262956476/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 01:06:54.881][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1326976116, vt=2/96, sts=32165/2291263276/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 01:13:33.964][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-927885130, vt=2/96, sts=17357/2327151676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 01:20:31.282][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-510567626, vt=2/96, sts=8661/2364217276/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 01:21:19.791][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-462058136, vt=2/96, sts=22265/2369613676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 01:28:24.085][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-37763945, vt=2/96, sts=16260/2407316746/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 01:33:22.304][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=260455744, vt=2/96, sts=38880/2434147276/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 01:33:47.304][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=285454253, vt=2/96, sts=46281/2435882480/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 01:47:47.830][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1125981220, vt=2/96, sts=32664/2512425676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 01:48:36.494][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1174641291, vt=2/96, sts=47143/2515820476/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 01:49:49.890][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1248041772, vt=2/96, sts=3452/2522909146/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 01:51:02.834][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=1320980832, vt=2/96, sts=25074/2529986477/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 01:52:17.822][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=1395968803, vt=2/96, sts=47020/2537172077/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 01:54:59.163][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1557300517, vt=2/96, sts=28248/2550322876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 01:55:22.601][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1580749546, vt=2/96, sts=34988/2553926746/0x278a002, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-07 02:01:43.112][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1961254460, vt=2/96, sts=14450/2586538876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 02:04:32.848][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=2130998268, vt=2/96, sts=65257/2602472746/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 02:04:57.068][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=-2139761586, vt=2/96, sts=6946/2604142877/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 02:07:25.255][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1991563872, vt=2/96, sts=51094/2618524876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 02:27:29.368][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-787465157, vt=2/96, sts=14668/2726906476/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 02:29:11.036][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-685781722, vt=2/96, sts=45060/2735989276/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 02:47:04.805][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=387989444, vt=2/96, sts=31624/2833160746/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 02:49:09.082][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=512265585, vt=2/96, sts=3195/2843910076/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 02:53:44.561][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=787734836, vt=2/96, sts=19856/2869189546/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 02:58:17.104][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1060279592, vt=2/96, sts=33292/2892178876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 02:59:59.372][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1162554637, vt=2/96, sts=63218/2901441676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 03:00:28.115][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=1191291848, vt=2/96, sts=6177/2905462877/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 03:11:29.406][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1852579572, vt=2/96, sts=3920/2963376346/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 03:19:38.521][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1953262542, vt=2/96, sts=17250/3007479676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 03:20:03.973][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1927823369, vt=2/96, sts=24182/3011302876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 03:27:11.732][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1500057993, vt=2/96, sts=18262/3048984076/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 03:29:27.518][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=-1364273466, vt=2/96, sts=58118/3060421277/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 03:32:51.233][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1160550467, vt=2/96, sts=52583/3078669676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 03:35:20.232][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1011566736, vt=2/96, sts=30961/3093199276/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 03:36:37.964][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=-933824812, vt=2/96, sts=53734/3100672877/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 03:38:45.288][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-806498813, vt=2/96, sts=26388/3111598876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 03:40:27.067][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-704718574, vt=2/96, sts=56856/3120706876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 03:52:14.678][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=2888614, vt=2/96, sts=3685/3184041946/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 03:53:06.498][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=54714849, vt=2/96, sts=18893/3189682876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 03:54:48.922][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=157138691, vt=2/96, sts=48877/3198834076/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 03:58:57.801][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=406017499, vt=2/96, sts=55725/3220113676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:00:15.529][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=483742428, vt=2/96, sts=12367/3227598346/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:00:33.241][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=501452212, vt=2/96, sts=17366/3228796886/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:05:47.521][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=815737317, vt=2/96, sts=44427/3256837276/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:08:31.872][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=980077526, vt=2/96, sts=27427/3272212877/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:14:30.872][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1141B, age=1339086814, vt=2/96, sts=2321/3305376076/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:17:48.804][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=1537001829, vt=2/96, sts=60971/3323098880/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:18:13.800][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1562009076, vt=2/96, sts=2954/3324848476/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:30:10.615][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-2016136302, vt=2/96, sts=18124/3389104876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:32:16.543][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1890208392, vt=2/96, sts=55068/3399904876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:41:19.429][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1347321168, vt=2/96, sts=17476/3449800876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:42:42.558][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1264202551, vt=2/96, sts=41909/3457623676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:45:25.244][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1101515223, vt=2/96, sts=24629/3470907676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:47:30.560][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-976195537, vt=2/96, sts=62123/3481768876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:48:22.384][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=-924379226, vt=2/96, sts=12028/3487438880/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:50:25.420][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-801342975, vt=2/96, sts=48280/3498116746/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:51:13.868][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-752883543, vt=2/96, sts=62473/3503559676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:51:37.095][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-729659385, vt=2/96, sts=3863/3505186876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:59:11.295][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-275456016, vt=2/96, sts=5763/3544869676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 04:59:33.631][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-253119997, vt=2/96, sts=11593/3548516476/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:01:54.346][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-112404799, vt=2/96, sts=52938/3560374876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:08:04.993][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=258237512, vt=2/96, sts=31036/3594387676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:17:54.700][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=847945735, vt=2/96, sts=8564/3647595676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:19:29.948][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=943197706, vt=2/96, sts=36975/3656307946/0x278a002, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-07 05:28:16.397][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1469646644, vt=2/96, sts=61658/3703111276/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:30:17.153][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1590391508, vt=2/96, sts=31906/3713454076/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:36:58.869][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=1992118691, vt=2/96, sts=19096/3749479281/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:39:14.988][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=2128230159, vt=2/96, sts=59818/3761024476/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:39:37.509][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-2144209980, vt=2/96, sts=362/3764628076/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:45:05.307][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1816421984, vt=2/96, sts=31803/3793438876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:45:31.212][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1790506117, vt=2/96, sts=39621/3795267676/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:46:41.796][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1719927818, vt=2/96, sts=60683/3802176076/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:48:18.704][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1623015131, vt=2/96, sts=24158/3810992476/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:52:01.319][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1400398563, vt=2/96, sts=23976/3830400346/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:53:16.199][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1325531765, vt=2/96, sts=45560/3837610876/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:55:23.895][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1197825218, vt=2/96, sts=17637/3848587546/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 05:57:54.625][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 321B, age=-1047102314, vt=2/96, sts=3996/1288801/0x2838807, muxer (nil) lost_rate:00% req_id:
[2023-11-07 06:00:50.718][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-871006535, vt=2/96, sts=48943/3879504076/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 06:01:37.154][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-824578210, vt=2/96, sts=62421/3882704476/0x278a002, muxer (nil) lost_rate:00% req_id:
[2023-11-07 06:03:13.777][Trace][40125][2p681l70] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-727940446, vt=2/96, sts=25956/3891502876/0x278a002, muxer (nil) lost_rate:00% req_id:
