Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-10-28 02:15:28.616][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=2065293312, vt=2/96, sts=55349/2204153986/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:35:35.545][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=-1022735854, vt=2/96, sts=1400/2312776786/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:39:23.968][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=-794318015, vt=2/96, sts=52986/2333332788/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:47:21.699][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=-316582256, vt=2/96, sts=30335/2376331186/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:50:50.576][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=-107704702, vt=2/96, sts=37455/1865718000/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:52:25.760][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=-12521756, vt=2/96, sts=59047/1874282670/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:52:44.754][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=6461857, vt=2/96, sts=37760/2405404786/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:14:17.299][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=1299018310, vt=2/96, sts=332/2521731586/0x27f690f, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 03:22:30.314][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=1792033557, vt=2/96, sts=46380/2566101586/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:33:48.775][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=-1824480371, vt=2/96, sts=3058/2627164786/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:40:03.166][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=-1450085089, vt=2/96, sts=22413/2660853586/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:45:25.576][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=-1127672762, vt=2/96, sts=30049/2689873186/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:51:42.940][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=-750309761, vt=2/96, sts=50425/2723835587/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 04:07:49.599][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=216350479, vt=2/96, sts=2701/2810833186/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 04:32:23.949][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=1690700033, vt=2/96, sts=34741/2414113200/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 04:37:29.891][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=1996631833, vt=2/96, sts=13290/2971058386/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 04:43:27.366][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=-1940849544, vt=2/96, sts=28776/3003227988/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 04:51:00.800][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 321B, age=-1487434207, vt=2/96, sts=26219/2514625201/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 04:54:09.045][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=-1299181422, vt=2/96, sts=43806/3060979186/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 04:57:58.183][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=-1070032875, vt=2/96, sts=55116/2552187600/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 05:33:16.288][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=1048071177, vt=2/96, sts=48834/3272227186/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 05:37:36.375][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=1308154724, vt=2/96, sts=42348/3295634387/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 05:43:12.436][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=1644220417, vt=2/96, sts=12839/2796469200/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 05:43:49.390][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=1681169141, vt=2/96, sts=61565/3329207986/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 06:10:13.861][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=-1029326385, vt=2/96, sts=24162/3471803987/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 06:25:30.993][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=-112208099, vt=2/96, sts=54143/3024936000/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 06:27:04.202][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=-18982982, vt=2/96, sts=49557/3562736386/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 06:33:38.296][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=375104959, vt=2/96, sts=31400/3068791200/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 06:36:44.899][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 321B, age=561715924, vt=2/96, sts=7446/3085585201/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 06:45:45.983][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=1102797394, vt=2/96, sts=36981/3663694787/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 07:09:29.117][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=-1769037812, vt=2/96, sts=50684/3262363200/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 07:13:14.135][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 321B, age=-1544015249, vt=2/96, sts=35056/3282555622/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 07:17:18.511][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=-1299640594, vt=2/96, sts=24045/3304609200/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 07:49:41.825][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=643674425, vt=2/96, sts=60289/3479504400/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 07:58:05.736][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=1147585341, vt=2/96, sts=41004/3524853600/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 08:07:37.398][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=1719248289, vt=2/96, sts=35241/3576304800/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 08:13:51.265][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=2093099227, vt=2/96, sts=52949/3609950400/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 08:23:43.617][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=-1609514545, vt=2/96, sts=28707/4192675186/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 08:40:38.319][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1386B, age=-594799884, vt=2/96, sts=60282/4283996386/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:13:27.115][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=1373990339, vt=2/96, sts=49532/3931772386/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:23:57.433][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=2004314258, vt=2/96, sts=49128/3988501546/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:32:29.350][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=-1778734451, vt=2/96, sts=17081/4034573986/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:34:57.572][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 321B, age=-1630513192, vt=2/96, sts=46485/4047908388/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:36:12.261][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=-1555825897, vt=2/96, sts=35924/289078276/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:42:59.374][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 321B, age=-1148712025, vt=2/96, sts=8288/4091270387/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:14:09.781][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=721695512, vt=2/96, sts=56548/493723876/0x27f690f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:29:03.951][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 321B, age=1615865155, vt=2/96, sts=57600/44721093/0x27f6903, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:47:56.528][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 1404B, age=-1546524147, vt=2/96, sts=32459/31762800/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:54:55.063][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 321B, age=-1127988531, vt=2/96, sts=11146/69490801/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:12:51.877][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 321B, age=-51175857, vt=2/96, sts=12179/166446008/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:27:20.019][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 1404B, age=816953618, vt=2/96, sts=52208/244537200/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:43:25.950][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 536B, age=1782894029, vt=2/96, sts=34360/331437600/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 16:26:12.236][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=1569315110, vt=2/96, sts=43094/36248400/0x283a50e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 16:50:00.625][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14164) ps rtp packet 321B, age=-1297271901, vt=2/96, sts=4303/164779201/0x283a50e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 17:03:42.075][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=-475817164, vt=2/96, sts=5337/238424400/0x283a50e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:04:33.781][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 491B, age=-1438553107, vt=2/96, sts=30291/29293470/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:13:43.912][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=-888424453, vt=2/96, sts=25800/79052400/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:29:44.755][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=72422104, vt=2/96, sts=4379/165484800/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:39:52.944][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 321B, age=680605320, vt=2/96, sts=4583/220158001/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:43:28.596][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 321B, age=896263051, vt=2/96, sts=26584/239684403/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:02:13.049][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=2020716895, vt=2/96, sts=12223/340657200/0x283a50a, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:08:29.181][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=1132071517, vt=2/96, sts=62401/195292800/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:48:50.058][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 321B, age=-742015548, vt=2/96, sts=44337/413208030/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:49:29.670][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=-702414009, vt=2/96, sts=47276/416754000/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:39:21.355][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 472B, age=329543173, vt=2/96, sts=15470/84333359/0x278a001, muxer (nil) lost_rate:00% req_id:
[2023-10-30 10:03:27.444][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14756) ps rtp packet 1404B, age=1080659456, vt=2/96, sts=11815/27780120/0x26d7a02, muxer (nil) lost_rate:00% req_id:
[2023-11-01 09:28:33.394][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14356) ps rtp packet 321B, age=-12075497, vt=2/96, sts=22248/16369575/0x26cde0e, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:12:37.375][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14140) ps rtp packet 1390B, age=-342278669, vt=2/96, sts=20275/18896400/0x283640e, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:27:06.366][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14140) ps rtp packet 321B, age=526705372, vt=2/96, sts=33853/97034402/0x283640e, muxer (nil) lost_rate:00% req_id:
[2023-11-02 17:49:26.063][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 321B, age=476477465, vt=2/96, sts=7170/14878801/0x283830a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 17:56:04.489][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=874903382, vt=2/96, sts=27400/50752800/0x283830a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:22:58.854][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=404354623, vt=2/96, sts=40317/109436400/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:45:24.497][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14396) ps rtp packet 1404B, age=1750008388, vt=2/96, sts=35200/229906786/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:47:07.025][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 1404B, age=1852536129, vt=2/96, sts=51599/238618786/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:05:50.362][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 472B, age=-1319094852, vt=2/96, sts=25056/341258392/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:12:00.177][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14396) ps rtp packet 472B, age=-949282385, vt=2/96, sts=31741/374443196/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:06:17.101][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14460) ps rtp packet 472B, age=-1987330062, vt=2/96, sts=39931/667177188/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:38:23.256][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 472B, age=-61167043, vt=2/96, sts=9726/839746800/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:46:56.059][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14644) ps rtp packet 472B, age=451634957, vt=2/96, sts=19140/885369600/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:54:49.310][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14396) ps rtp packet 472B, age=924887708, vt=2/96, sts=28184/928155607/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:11:04.375][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 472B, age=1899949210, vt=2/96, sts=38447/1015315274/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:22:33.343][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 472B, age=-1706046415, vt=2/96, sts=46178/1078178421/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:24:56.283][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14644) ps rtp packet 472B, age=-1563108099, vt=2/96, sts=47784/1091437206/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-11-03 19:00:57.850][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=973951191, vt=2/96, sts=5046/2458800/0x283880b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 19:01:16.995][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=993093280, vt=2/96, sts=7609/4010400/0x283880b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 19:10:36.799][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1552900239, vt=2/96, sts=12246/54424806/0x283880b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 19:51:41.449][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-277417285, vt=2/96, sts=44175/276220808/0x283880b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 20:23:15.711][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=1616835710, vt=2/96, sts=17292/446720400/0x283880b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 20:34:06.978][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-2026869243, vt=2/96, sts=16381/505288800/0x283880b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 20:42:17.988][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1535845032, vt=2/96, sts=65013/549525600/0x283880b, muxer (nil) lost_rate:00% req_id:
[2023-11-04 10:57:15.011][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 1404B, age=-1778429392, vt=2/96, sts=2277/1288800/0x2838908, muxer (nil) lost_rate:00% req_id:
[2023-11-04 14:14:08.067][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=1444679046, vt=2/96, sts=14442/25632000/0x2834c04, muxer (nil) lost_rate:00% req_id:
[2023-11-04 14:25:14.742][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 502B, age=2111359500, vt=2/96, sts=49941/85618786/0x2834c04, muxer (nil) lost_rate:00% req_id:
[2023-11-06 17:00:00.919][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=-486050807, vt=2/96, sts=7238/5832000/0x283640b, muxer (nil) lost_rate:00% req_id:
[2023-11-06 17:41:35.477][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 321B, age=2008505266, vt=2/96, sts=16109/18763217/0x283640a, muxer (nil) lost_rate:00% req_id:
[2023-11-07 11:36:27.349][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=2075855604, vt=2/96, sts=23764/14929200/0x283c00b, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:29:18.184][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 472B, age=1771854884, vt=2/96, sts=36540/161078408/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:31:57.562][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14168) ps rtp packet 1404B, age=1931246796, vt=2/96, sts=42854/174276000/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:41:00.602][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14168) ps rtp packet 472B, age=-1820684482, vt=2/96, sts=60285/224132410/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:42:41.154][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 472B, age=-1720128622, vt=2/96, sts=62267/233139877/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:50:31.289][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14200) ps rtp packet 1404B, age=-1249993255, vt=2/96, sts=8299/276076800/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:54:05.213][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14172) ps rtp packet 1404B, age=-1036069185, vt=2/96, sts=14215/294901200/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-07 18:26:27.705][Trace][27671][9m2j22rg] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14168) ps rtp packet 472B, age=906421796, vt=2/96, sts=58318/468986405/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:38:22.820][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=213207290, vt=2/96, sts=39919/144205200/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:16:50.710][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=-1773877870, vt=2/96, sts=27337/351907200/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:49:29.195][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=-1205332016, vt=2/96, sts=31710/1176084076/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:26:15.090][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=1000567593, vt=2/96, sts=20044/1374667276/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:28:45.554][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=456074805, vt=2/96, sts=31832/1712196076/0x2e4a008, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:41:01.352][Trace][27711][572345n9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 321B, age=1191872212, vt=2/96, sts=35097/1778410878/0x2e4a008, muxer (nil) lost_rate:00% req_id:
