Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-11-02 00:15:48.796][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=1512736737, vt=2/96, sts=23919/1211767205/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:21:54.299][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=1878254614, vt=2/96, sts=40146/1244678400/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:22:55.502][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=1939441417, vt=2/96, sts=64867/1250186400/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:25:19.274][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=2083229552, vt=2/96, sts=56916/1263074400/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:28:25.217][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-2025799009, vt=2/96, sts=663/1279810801/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:34:34.360][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-1656659637, vt=2/96, sts=18007/1313017202/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:38:58.991][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1392023474, vt=2/96, sts=59113/1336899600/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:42:24.406][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1186615015, vt=2/96, sts=10219/1355385600/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:48:17.340][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-833673747, vt=2/96, sts=19678/1387148400/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:54:06.131][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-484886796, vt=2/96, sts=27174/1418536801/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:55:50.307][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-380709971, vt=2/96, sts=62780/1427850001/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 01:08:37.764][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=386744431, vt=2/96, sts=7677/1496923206/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 01:09:39.348][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=448333049, vt=2/96, sts=29216/1502524800/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 01:11:02.032][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=531005742, vt=2/96, sts=59448/1509912005/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 01:11:43.711][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=572681527, vt=2/96, sts=8822/1513656001/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 01:20:38.751][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=1107738797, vt=2/96, sts=25770/1561870800/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 01:31:17.837][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=1746811227, vt=2/96, sts=18760/1619384401/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 01:35:02.171][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=1971144588, vt=2/96, sts=42342/1639515601/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 01:50:10.571][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1415408866, vt=2/96, sts=9236/1721268000/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 01:55:23.114][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-1102870733, vt=2/96, sts=59226/1749402001/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 02:09:08.305][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-277681154, vt=2/96, sts=15278/1823655605/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 02:10:10.470][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-215523296, vt=2/96, sts=36771/1829257206/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 02:18:03.528][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=257548412, vt=2/96, sts=22942/1871888402/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 02:18:44.040][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=298060410, vt=2/96, sts=38801/1875535200/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 02:22:32.295][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=526314126, vt=2/96, sts=63194/1896022800/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 02:33:51.482][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=1205500074, vt=2/96, sts=5513/1957204800/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 02:41:57.294][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=1691303047, vt=2/96, sts=3243/2000926800/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 02:57:58.310][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1642642010, vt=2/96, sts=41427/2087362800/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 02:58:21.756][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1619206798, vt=2/96, sts=49301/2089522800/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 03:17:19.010][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-481941516, vt=2/96, sts=9887/2191863603/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 03:21:13.637][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-247324357, vt=2/96, sts=37491/2212938000/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 03:22:39.897][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-161057013, vt=2/96, sts=6367/2220739203/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 03:24:06.149][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-74797110, vt=2/96, sts=40459/2228479215/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 03:43:50.315][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=1109365291, vt=2/96, sts=51207/2335039213/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 03:45:16.586][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=1195638879, vt=2/96, sts=19767/2342797201/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 03:45:38.143][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=1217189682, vt=2/96, sts=28498/2344791600/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 03:52:24.889][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=1623929761, vt=2/96, sts=59635/2381400000/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 03:53:07.106][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=1666159325, vt=2/96, sts=10942/2385187474/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:05:17.476][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1898447242, vt=2/96, sts=62790/2450869200/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:11:44.591][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1511325320, vt=2/96, sts=56579/2485706400/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:12:05.763][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-1490150254, vt=2/96, sts=64960/2487672001/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:16:43.760][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-1212153579, vt=2/96, sts=45218/2512627225/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:17:26.898][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-1169021160, vt=2/96, sts=62826/2516572801/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:17:48.454][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1147463589, vt=2/96, sts=5897/2518513200/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:18:31.598][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-1104328050, vt=2/96, sts=23032/2522347215/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:19:36.294][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1039620928, vt=2/96, sts=48942/2528222670/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:19:57.858][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1018068962, vt=2/96, sts=57421/2530159200/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:24:37.633][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-738290293, vt=2/96, sts=37891/2555287221/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:27:28.837][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-567090409, vt=2/96, sts=40719/2570677225/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:31:04.475][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-351446419, vt=2/96, sts=61280/2590099209/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:35:23.244][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-92673348, vt=2/96, sts=32945/2613438000/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:35:44.812][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-71106099, vt=2/96, sts=41476/2615382001/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:40:46.712][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=230791574, vt=2/96, sts=29562/2642497203/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:41:51.408][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=295484097, vt=2/96, sts=55161/2648376001/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:42:56.103][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=360189235, vt=2/96, sts=14942/2654143213/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:50:24.254][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=808338887, vt=2/96, sts=59368/2694535200/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:50:48.910][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=832993950, vt=2/96, sts=3380/2696749200/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:58:59.469][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=1323552963, vt=2/96, sts=46795/2740896000/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:13:14.000][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-2116900619, vt=2/96, sts=32920/2817799201/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:20:18.079][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1692802261, vt=2/96, sts=5678/2855970000/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:21:45.255][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-1605636847, vt=2/96, sts=40510/2863814401/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:23:59.751][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1471134467, vt=2/96, sts=29023/2875921200/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:24:44.755][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1426127186, vt=2/96, sts=47015/2879928000/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:26:37.266][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-1313624691, vt=2/96, sts=26461/2890087203/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:26:59.770][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1291126708, vt=2/96, sts=35532/2892121200/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:28:07.274][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-1223606977, vt=2/96, sts=62517/2898187203/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:29:59.778][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-1111105946, vt=2/96, sts=42095/2908321201/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:30:44.778][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1066115507, vt=2/96, sts=60097/2912371200/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:52:26.688][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=235800355, vt=2/96, sts=58447/3029540400/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:54:18.479][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=347598517, vt=2/96, sts=37330/3039602400/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 06:19:39.257][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=1868372135, vt=2/96, sts=13966/3176449201/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 06:22:36.069][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=2045175236, vt=2/96, sts=7375/3192321601/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 06:24:26.861][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-2138986910, vt=2/96, sts=44466/3202311611/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 06:24:47.941][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-2117908687, vt=2/96, sts=51625/3204201617/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 06:30:42.608][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1763251156, vt=2/96, sts=40176/3236166000/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 06:35:58.027][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1447837124, vt=2/96, sts=15200/3264555600/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 06:43:22.303][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-1003548108, vt=2/96, sts=33354/3304519208/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 06:44:53.064][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-912784222, vt=2/96, sts=63726/3312644400/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 06:52:51.529][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-434320211, vt=2/96, sts=27966/3355765201/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 06:56:10.157][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-235701181, vt=2/96, sts=22475/3373635603/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 06:57:57.629][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-128218684, vt=2/96, sts=54461/3383316000/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 07:02:02.780][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=116926592, vt=2/96, sts=1471/3405351603/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 07:05:47.840][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=341988384, vt=2/96, sts=9180/3425601606/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-02 07:16:43.222][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=997372913, vt=2/96, sts=22530/3484616400/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 07:17:26.358][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=1040508134, vt=2/96, sts=37044/3488497200/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 07:19:38.537][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=1172682846, vt=2/96, sts=16505/3500323217/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 07:29:58.353][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=1792501497, vt=2/96, sts=30699/3556159201/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 07:31:28.366][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=1882515638, vt=2/96, sts=60951/3564259201/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 07:34:22.011][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=2056150597, vt=2/96, sts=54333/3579904800/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 07:46:52.523][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-1488295138, vt=2/96, sts=45330/3647419213/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 07:50:05.105][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-1295709906, vt=2/96, sts=45059/3664749606/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 07:55:59.512][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-941314651, vt=2/96, sts=30063/3696613200/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:00:32.495][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-668322740, vt=2/96, sts=46820/3721186801/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:15:13.121][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=212294737, vt=2/96, sts=2668/3800437200/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:21:36.436][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=595608796, vt=2/96, sts=1182/3834921601/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:32:39.726][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=1258898151, vt=2/96, sts=26935/3894685201/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:33:52.222][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=1331403710, vt=2/96, sts=51134/3901212000/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:41:25.896][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=1785074519, vt=2/96, sts=6137/3941992818/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:54:15.999][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-1739786683, vt=2/96, sts=3984/4011346801/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:55:12.023][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1683760175, vt=2/96, sts=19082/4016332800/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 08:57:01.552][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-1574230798, vt=2/96, sts=50764/4026229207/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 09:11:58.953][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-676834752, vt=2/96, sts=4944/4106962817/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 09:12:53.977][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-621806068, vt=2/96, sts=23562/4111938000/0xd4c90b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 11:40:14.221][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=-371496879, vt=2/96, sts=0/0/0x283a307, muxer (nil) lost_rate:00% req_id:
[2023-11-02 18:00:08.886][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=948318457, vt=2/96, sts=0/0/0x283850f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 18:14:36.030][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=1815474439, vt=2/96, sts=34347/78001200/0x283850f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 18:18:55.736][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 321B, age=2075170301, vt=2/96, sts=41145/101311201/0x283850f, muxer (nil) lost_rate:00% req_id:
