Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-11-03 18:04:47.682][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 321B, age=1729482949, vt=2/96, sts=25633/16930801/0x283a202, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-03 18:05:06.652][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=1748441509, vt=2/96, sts=28431/18673200/0x283a202, muxer (nil) lost_rate:00% req_id:
[2023-11-03 20:48:35.403][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 321B, age=-1327698112, vt=2/96, sts=10399/7293601/0x283a20b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 20:51:22.779][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=-1160330441, vt=2/96, sts=31012/22388400/0x283a20b, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-03 20:54:07.315][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=-995783567, vt=2/96, sts=50318/37170000/0x283a20b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 20:54:47.471][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=-955629372, vt=2/96, sts=55232/40777200/0x283a20b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 21:04:29.865][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=-373234346, vt=2/96, sts=5010/93204000/0x283a20b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 21:08:08.374][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 321B, age=-154735094, vt=2/96, sts=27823/112870801/0x283a20b, muxer (nil) lost_rate:00% req_id:
[2023-11-06 17:53:06.083][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14300) ps rtp packet 321B, age=-1765119870, vt=2/96, sts=17334/26309095/0x278a105, muxer (nil) lost_rate:00% req_id:
[2023-11-07 16:59:30.858][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14188) ps rtp packet 1404B, age=-184720182, vt=2/96, sts=124/0/0x278a105, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:02:29.336][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14204) ps rtp packet 1404B, age=-6256350, vt=2/96, sts=30595/15242670/0x278a105, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:28:23.588][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14204) ps rtp packet 321B, age=1548007110, vt=2/96, sts=26569/154774805/0x278a105, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:32:19.332][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14204) ps rtp packet 321B, age=1783745976, vt=2/96, sts=37347/175831475/0x278a105, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:34:17.188][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14204) ps rtp packet 1404B, age=1901598872, vt=2/96, sts=42389/187246800/0x278a105, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:37:30.095][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14188) ps rtp packet 1404B, age=2094506872, vt=2/96, sts=51140/205225200/0x278a105, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:41:15.319][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14188) ps rtp packet 321B, age=-1975227046, vt=2/96, sts=58270/225464684/0x278a105, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:45:34.031][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14204) ps rtp packet 1404B, age=-1716516546, vt=2/96, sts=94/247878000/0x278a105, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:48:18.882][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14204) ps rtp packet 1404B, age=-1551663988, vt=2/96, sts=4556/262252800/0x278a105, muxer (nil) lost_rate:00% req_id:
[2023-11-07 18:03:13.000][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14188) ps rtp packet 321B, age=-657555063, vt=2/96, sts=51027/343756824/0x278a105, muxer (nil) lost_rate:00% req_id:
[2023-11-07 18:07:25.252][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14204) ps rtp packet 1404B, age=-405313547, vt=2/96, sts=54605/366231600/0x278a105, muxer (nil) lost_rate:00% req_id:
[2023-11-07 18:17:06.267][Trace][10574][jq4g5us0] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14188) ps rtp packet 321B, age=175721227, vt=2/96, sts=63324/417063680/0x278a105, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:59:57.697][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 321B, age=-301360328, vt=2/96, sts=13602/18637111/0x283a703, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:14:30.071][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 1404B, age=571013649, vt=2/96, sts=8046/97149510/0x283a703, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:20:09.111][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 321B, age=910053829, vt=2/96, sts=30789/127731601/0x283a703, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:32:30.970][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 1404B, age=1651915675, vt=2/96, sts=15232/194446710/0x283a703, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:35:23.489][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 321B, age=1824435898, vt=2/96, sts=26511/210052712/0x283a703, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:46:28.728][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 1404B, age=-1805294651, vt=2/96, sts=6189/269906310/0x283a703, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:52:04.167][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 321B, age=-1469854794, vt=2/96, sts=29667/300124711/0x283a703, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:54:13.559][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 321B, age=-1340479986, vt=2/96, sts=40087/311713114/0x283a703, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:55:39.859][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 321B, age=-1254161627, vt=2/96, sts=47195/319741111/0x283a703, muxer (nil) lost_rate:00% req_id:
[2023-10-28 16:11:29.382][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=515477638, vt=2/96, sts=50410/67201200/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 16:13:43.077][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1248B, age=649185262, vt=2/96, sts=57977/79135200/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 16:14:04.657][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=670763237, vt=2/96, sts=58968/80528407/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 16:20:35.668][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=1061776991, vt=2/96, sts=16658/116060400/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 16:23:58.196][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 825B, age=1264290037, vt=2/96, sts=23593/132314760/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 16:25:05.712][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=1331821654, vt=2/96, sts=25565/138380401/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 16:40:14.749][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 316B, age=-2054114878, vt=2/96, sts=55617/220230000/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 16:43:52.757][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=-1836100888, vt=2/96, sts=63697/239850361/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 16:44:58.495][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=-1770368563, vt=2/96, sts=722/245736362/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 17:20:46.348][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14460) ps rtp packet 321B, age=377473437, vt=2/96, sts=46541/37897209/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 17:27:45.722][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 1404B, age=796854041, vt=2/96, sts=25039/75657600/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 17:45:45.532][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14460) ps rtp packet 321B, age=1876669240, vt=2/96, sts=18026/172846803/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 17:49:48.175][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 1404B, age=2119318194, vt=2/96, sts=47355/194659470/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 17:51:33.440][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14160) ps rtp packet 1404B, age=-2070388647, vt=2/96, sts=3614/442198800/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 17:59:00.647][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14160) ps rtp packet 1404B, age=-1623178770, vt=2/96, sts=20407/481878000/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:02:59.225][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 321B, age=-1384615123, vt=2/96, sts=44115/265564808/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:03:42.045][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14356) ps rtp packet 1404B, age=-1341779969, vt=2/96, sts=5043/446893200/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:20:00.532][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14356) ps rtp packet 1404B, age=-363292275, vt=2/96, sts=39876/535460400/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:21:30.543][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14460) ps rtp packet 1404B, age=-273284166, vt=2/96, sts=51954/365601600/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:26:40.632][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14460) ps rtp packet 1404B, age=36804974, vt=2/96, sts=7730/393516000/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:34:21.767][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14160) ps rtp packet 1404B, age=497927759, vt=2/96, sts=26759/672710400/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:37:43.497][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14356) ps rtp packet 1404B, age=699672456, vt=2/96, sts=9879/630572400/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:38:50.306][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14460) ps rtp packet 321B, age=766464091, vt=2/96, sts=56059/459154811/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:45:00.039][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14428) ps rtp packet 1404B, age=1136212672, vt=2/96, sts=12276/492433200/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:46:25.842][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 321B, age=1222017780, vt=2/96, sts=17249/500166012/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:47:31.847][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14356) ps rtp packet 1404B, age=1288016589, vt=2/96, sts=24956/683550000/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:50:43.443][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 1404B, age=1479616187, vt=2/96, sts=32183/523350270/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:03:14.033][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14460) ps rtp packet 321B, age=-2064767319, vt=2/96, sts=925/590904001/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:12:25.415][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 1404B, age=-1513384894, vt=2/96, sts=25985/640872000/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:20:27.481][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 1404B, age=-1031319028, vt=2/96, sts=23919/684216000/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:24:25.642][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14160) ps rtp packet 1404B, age=-793152429, vt=2/96, sts=819/943682400/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:28:43.495][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14356) ps rtp packet 1404B, age=-535302071, vt=2/96, sts=60936/906584400/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:35:35.080][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14160) ps rtp packet 1404B, age=-123723242, vt=2/96, sts=47798/1003978800/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:43:55.109][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14356) ps rtp packet 1404B, age=376312594, vt=2/96, sts=63470/988675560/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:52:53.981][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14160) ps rtp packet 1404B, age=915174417, vt=2/96, sts=61900/1097434800/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:54:41.800][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14356) ps rtp packet 1404B, age=1023000083, vt=2/96, sts=46648/1046804400/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:55:24.944][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14460) ps rtp packet 1404B, age=1066147897, vt=2/96, sts=9793/873025200/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:02:54.907][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 321B, age=1516111976, vt=2/96, sts=23550/913521601/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:06:14.894][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14356) ps rtp packet 1404B, age=1716100990, vt=2/96, sts=35368/1109235600/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:12:41.628][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14428) ps rtp packet 321B, age=2102836726, vt=2/96, sts=21360/966319204/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:13:03.621][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 321B, age=2124829867, vt=2/96, sts=26309/968299203/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:25:23.241][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14160) ps rtp packet 309B, age=-1430517079, vt=2/96, sts=35431/1272855600/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:28:56.748][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 321B, age=-1217023174, vt=2/96, sts=36232/1054069216/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:30:02.755][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 1404B, age=-1151007190, vt=2/96, sts=50604/1060023600/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:31:53.154][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14428) ps rtp packet 321B, age=-1040617646, vt=2/96, sts=8897/1069959601/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:41:19.062][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 321B, age=-474709243, vt=2/96, sts=63312/1120885201/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:01:30.170][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14160) ps rtp packet 1404B, age=736394584, vt=2/96, sts=18188/1467867960/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:03:43.996][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 321B, age=870227957, vt=2/96, sts=62178/1241910276/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:13:20.574][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 1404B, age=1446815214, vt=2/96, sts=52252/1293760800/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:24:46.407][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14460) ps rtp packet 321B, age=2132636251, vt=2/96, sts=500/1355544001/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:25:08.423][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14428) ps rtp packet 321B, age=-2140304887, vt=2/96, sts=5125/1357473601/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:26:36.458][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14460) ps rtp packet 1404B, age=-2052276091, vt=2/96, sts=23943/1365415200/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:40:16.894][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14160) ps rtp packet 1404B, age=-1231831580, vt=2/96, sts=38156/1677312000/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:43:36.481][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 1404B, age=-1032250971, vt=2/96, sts=37710/1457197200/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:49:31.790][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14460) ps rtp packet 1404B, age=-676938644, vt=2/96, sts=46554/1489219200/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:54:18.971][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14428) ps rtp packet 321B, age=-389760261, vt=2/96, sts=40150/1515067201/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:55:48.784][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14356) ps rtp packet 1404B, age=-299942916, vt=2/96, sts=32351/1700841600/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:59:30.943][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14428) ps rtp packet 1404B, age=-77784385, vt=2/96, sts=16138/1543050270/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:09:26.058][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14428) ps rtp packet 1404B, age=517323501, vt=2/96, sts=45064/1596654000/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:18:36.675][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14460) ps rtp packet 1404B, age=1067943798, vt=2/96, sts=3791/1646200800/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:20:26.092][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14460) ps rtp packet 321B, age=1177357536, vt=2/96, sts=21684/1656036012/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:23:00.838][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 321B, age=1332102826, vt=2/96, sts=46887/1669975228/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:26:23.338][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 321B, age=1534609535, vt=2/96, sts=14308/1688202370/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:35:00.446][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14160) ps rtp packet 1404B, age=2051716763, vt=2/96, sts=19953/1972760476/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:46:45.667][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14428) ps rtp packet 321B, age=-1538032928, vt=2/96, sts=15137/1798235987/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:51:07.320][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 1404B, age=-1276374559, vt=2/96, sts=56732/1821805546/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:55:09.810][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14428) ps rtp packet 321B, age=-1033882971, vt=2/96, sts=27079/1843552799/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:59:32.218][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 1404B, age=-771477499, vt=2/96, sts=141/1867179586/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:11:41.384][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 1404B, age=-42315784, vt=2/96, sts=16740/1932875986/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:14:38.631][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14428) ps rtp packet 321B, age=134934592, vt=2/96, sts=53152/1948762788/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:17:12.022][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14160) ps rtp packet 1404B, age=288325451, vt=2/96, sts=17392/2200654876/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:18:19.525][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14460) ps rtp packet 321B, age=355831974, vt=2/96, sts=31698/1968688793/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:18:42.037][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14460) ps rtp packet 1404B, age=378342028, vt=2/96, sts=36420/1970722786/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:32:07.746][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 321B, age=1184044305, vt=2/96, sts=1100/2043208798/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:43:08.172][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 1404B, age=1844472806, vt=2/96, sts=2715/2102677546/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:47:30.320][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14160) ps rtp packet 1404B, age=2106621460, vt=2/96, sts=58036/2364246076/0x2747e0c, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 23:52:58.498][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14428) ps rtp packet 1404B, age=-1860162538, vt=2/96, sts=57581/2155798786/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:10:40.972][Trace][10647][9g7qfl4c] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14596) ps rtp packet 1404B, age=-797701158, vt=2/96, sts=54979/2251425586/0x2706405, muxer (nil) lost_rate:00% req_id:
