Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-11-04 16:21:41.114][Trace][12814][32uc5630] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 321B, age=302470163, vt=2/96, sts=3674/128232006/0x283a202, muxer (nil) lost_rate:00% req_id:
[2023-11-04 16:25:30.792][Trace][12814][32uc5630] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 1404B, age=532145382, vt=2/96, sts=44956/148953600/0x283a202, muxer (nil) lost_rate:00% req_id:
[2023-11-04 16:26:34.969][Trace][12814][32uc5630] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 1404B, age=596338895, vt=2/96, sts=56145/154677600/0x283a202, muxer (nil) lost_rate:00% req_id:
[2023-11-04 16:28:07.704][Trace][12814][32uc5630] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 1404B, age=689073693, vt=2/96, sts=5515/163008000/0x283a202, muxer (nil) lost_rate:00% req_id:
[2023-10-27 20:59:41.995][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 321B, age=91381302, vt=2/96, sts=38965/78706801/0x283a305, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:00:32.100][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=141494737, vt=2/96, sts=42492/83116800/0x283a305, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:02:05.533][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 321B, age=234926623, vt=2/96, sts=48223/91634403/0x283a305, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:04:51.881][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=401258926, vt=2/96, sts=52496/254905202/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:11:06.664][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=776043339, vt=2/96, sts=63093/289033200/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:11:42.676][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=812070980, vt=2/96, sts=5481/292273200/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:12:18.678][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=848061725, vt=2/96, sts=13007/295513200/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:13:30.704][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=920088680, vt=2/96, sts=28188/301993201/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:17:42.793][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=1172187753, vt=2/96, sts=16030/324680672/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:18:52.244][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=1241639741, vt=2/96, sts=31000/330926403/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:19:57.256][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=1306644457, vt=2/96, sts=45429/336780000/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:21:00.526][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=1369907013, vt=2/96, sts=58270/342414000/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:22:37.308][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=1466703177, vt=2/96, sts=13688/351154801/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:24:48.882][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=1598274435, vt=2/96, sts=41644/363024000/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:25:24.897][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1634289934, vt=2/96, sts=49501/366264002/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:28:24.939][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=1814330262, vt=2/96, sts=20369/382464001/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:32:09.959][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=2039340104, vt=2/96, sts=2247/402724800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:38:52.069][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1853512022, vt=2/96, sts=18676/438912270/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:39:28.090][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-1817483575, vt=2/96, sts=26730/442152270/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:40:33.746][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-1751833649, vt=2/96, sts=41215/448063200/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:44:58.812][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1486763736, vt=2/96, sts=34507/471920400/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:46:46.832][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1378754282, vt=2/96, sts=58537/481640400/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:47:22.836][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-1342735674, vt=2/96, sts=1047/484880401/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:47:58.848][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-1306732555, vt=2/96, sts=9039/488120402/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:49:46.880][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-1198701562, vt=2/96, sts=32982/497840401/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:54:07.846][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-937731758, vt=2/96, sts=20630/521269200/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:09:02.001][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=-43588530, vt=2/96, sts=4130/601801201/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:10:36.997][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=51415613, vt=2/96, sts=20196/610347601/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:11:45.079][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=119490725, vt=2/96, sts=34966/616475070/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:12:54.560][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=188987187, vt=2/96, sts=50374/622731600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:15:45.092][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=359516642, vt=2/96, sts=20405/638074800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:18:09.108][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=503524747, vt=2/96, sts=52101/651034800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:22:52.566][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=786982797, vt=2/96, sts=47785/676551600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:24:27.232][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=881654091, vt=2/96, sts=3104/685069201/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:33:43.573][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1437997439, vt=2/96, sts=60653/735138001/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:36:01.222][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1575639453, vt=2/96, sts=25573/747525602/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:36:37.225][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1611651003, vt=2/96, sts=33538/750765601/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:37:49.265][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1683683893, vt=2/96, sts=49180/757231205/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:46:01.326][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-2119217597, vt=2/96, sts=26288/801532800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:47:40.977][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 302B, age=-2019577723, vt=2/96, sts=48336/810504000/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:58:10.480][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1390073697, vt=2/96, sts=56296/867157200/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:59:19.452][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-1321099593, vt=2/96, sts=5911/873360001/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:59:55.466][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-1285085939, vt=2/96, sts=13963/876607200/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:05:37.761][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-942787927, vt=2/96, sts=23494/907408800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:06:46.505][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-874040755, vt=2/96, sts=38768/913597200/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:08:22.767][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-777780864, vt=2/96, sts=60220/922258800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:09:34.035][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-706505078, vt=2/96, sts=10568/928674001/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:11:46.813][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-573735224, vt=2/96, sts=40152/940626270/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:13:34.822][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-465721873, vt=2/96, sts=64123/950338801/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:14:46.828][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-393714848, vt=2/96, sts=14682/956826000/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:17:10.870][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-249671572, vt=2/96, sts=46715/969789600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:17:46.885][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-213655751, vt=2/96, sts=54736/973029600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:20:01.632][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-78908828, vt=2/96, sts=19297/985158270/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:23:38.007][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=137463180, vt=2/96, sts=1735/1004627070/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:24:08.478][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=167935830, vt=2/96, sts=8300/1007373600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:26:27.247][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=306688084, vt=2/96, sts=38892/1019855070/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:28:08.509][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=407963757, vt=2/96, sts=61436/1028973600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:29:56.509][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=515958732, vt=2/96, sts=19931/1038693600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:31:42.821][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=622273465, vt=2/96, sts=43540/1048258801/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:33:56.546][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=756005919, vt=2/96, sts=7818/1060297200/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:38:08.570][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=1008026100, vt=2/96, sts=63324/1082977201/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:45:10.704][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1430162206, vt=2/96, sts=22992/1120968001/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:50:50.707][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=1770163737, vt=2/96, sts=30279/1151568000/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:51:27.631][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=1807086023, vt=2/96, sts=38183/1154887473/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 00:01:18.866][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1896651252, vt=2/96, sts=34522/1208099070/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 00:15:51.548][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1023971123, vt=2/96, sts=29964/1286640000/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 00:17:54.431][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-901079241, vt=2/96, sts=57339/1297699200/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 00:26:36.577][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-378947784, vt=2/96, sts=42476/1344690001/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 00:27:48.589][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-306920327, vt=2/96, sts=58488/1351173600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 00:28:24.601][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-270924732, vt=2/96, sts=983/1354413600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 00:35:00.663][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=125153095, vt=2/96, sts=22763/1390057200/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 00:39:48.714][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=413207172, vt=2/96, sts=21251/1415977203/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 00:41:00.746][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=485232012, vt=2/96, sts=37328/1422460800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 00:47:21.783][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=866270868, vt=2/96, sts=56618/1456758000/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 00:52:29.052][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=1173540820, vt=2/96, sts=59568/1484409600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 00:53:01.536][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1206030006, vt=2/96, sts=1268/1487329201/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 01:18:53.476][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-1537007465, vt=2/96, sts=16747/1626991201/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 01:27:02.559][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1047915822, vt=2/96, sts=59654/1671019200/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 01:28:50.618][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=-939866404, vt=2/96, sts=18107/1680739471/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 01:31:48.818][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-761658424, vt=2/96, sts=57638/1696777201/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 01:36:38.738][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-471748976, vt=2/96, sts=56351/1722873600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 01:39:02.734][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-327741469, vt=2/96, sts=22882/1735833600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 01:44:50.797][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=20312653, vt=2/96, sts=34163/1767157201/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:00:59.903][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=989423809, vt=2/96, sts=53128/1854370800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:09:24.004][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1493530237, vt=2/96, sts=33908/1899738001/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:12:59.301][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=1708817836, vt=2/96, sts=16321/1919116800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:19:56.905][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=2126429737, vt=2/96, sts=43861/1956701070/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:22:09.110][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-2036334374, vt=2/96, sts=6880/1968598800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:38:03.255][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1082186046, vt=2/96, sts=22770/2054444400/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:39:12.151][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-1013290775, vt=2/96, sts=38141/2060668801/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:39:44.223][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=-981223345, vt=2/96, sts=45299/2063552401/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:40:14.237][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-951213528, vt=2/96, sts=51968/2066252401/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:52:09.077][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=-236370358, vt=2/96, sts=13505/2130588001/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:55:37.590][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-27855616, vt=2/96, sts=59738/2149354800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:57:51.463][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=106015486, vt=2/96, sts=23719/2161404000/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:58:29.751][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=144310123, vt=2/96, sts=32155/2164845600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:01:36.192][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=330751141, vt=2/96, sts=8029/2181628800/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:03:46.736][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=461292314, vt=2/96, sts=37056/2193372001/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:07:21.057][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=675612448, vt=2/96, sts=18324/2212607070/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:07:53.569][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=708125590, vt=2/96, sts=25284/2215587600/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:08:26.769][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=741327938, vt=2/96, sts=32704/2218572003/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:08:56.657][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=771202501, vt=2/96, sts=39405/2221268670/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:12:58.809][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=1013367145, vt=2/96, sts=27668/2243063070/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:14:10.809][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=1085368078, vt=2/96, sts=43753/2249535601/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:14:46.853][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 16B, age=1121402874, vt=2/96, sts=51770/2252786400/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:16:34.870][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=1229429271, vt=2/96, sts=10249/2262506400/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:17:10.886][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=1265433233, vt=2/96, sts=18207/2265750000/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:17:46.890][Trace][12842][435893ey] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 321B, age=1301448808, vt=2/96, sts=26197/2268986401/0x2706406, muxer (nil) lost_rate:00% req_id:
