Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-10-28 23:44:04.498][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 321B, age=2024226333, vt=2/96, sts=13965/2107695601/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:46:43.652][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14396) ps rtp packet 321B, age=-2111581061, vt=2/96, sts=45880/2122048791/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:49:24.604][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14200) ps rtp packet 321B, age=-1950630152, vt=2/96, sts=13210/2136499187/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:54:01.950][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14140) ps rtp packet 1404B, age=-1673293490, vt=2/96, sts=29077/2399490076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:57:05.768][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 1404B, age=-1489467799, vt=2/96, sts=32396/2178003586/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:00:49.483][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 321B, age=-1265747813, vt=2/96, sts=45398/2180314793/0x2706401, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 00:01:50.111][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14292) ps rtp packet 1404B, age=-1205125761, vt=2/96, sts=14455/2203592386/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:09:23.458][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14412) ps rtp packet 321B, age=-751779608, vt=2/96, sts=39382/2244437989/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:23:26.418][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14308) ps rtp packet 1404B, age=91179122, vt=2/96, sts=53748/2558289946/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:24:47.609][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 321B, age=172367853, vt=2/96, sts=33416/2327615989/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:26:50.143][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14384) ps rtp packet 1404B, age=294900206, vt=2/96, sts=58772/2338592386/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:29:35.405][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14396) ps rtp packet 321B, age=460160902, vt=2/96, sts=27381/2353460395/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:29:57.221][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14292) ps rtp packet 321B, age=481981011, vt=2/96, sts=31916/2355479987/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:37:01.917][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14384) ps rtp packet 321B, age=906686347, vt=2/96, sts=52727/2393654403/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:51:24.921][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14384) ps rtp packet 1404B, age=1769676933, vt=2/96, sts=30380/2471374786/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:52:26.671][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14292) ps rtp packet 321B, age=1831440153, vt=2/96, sts=42975/2476926347/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 00:54:51.535][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14396) ps rtp packet 321B, age=1976296028, vt=2/96, sts=4683/2489907589/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:05:25.114][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14412) ps rtp packet 1404B, age=-1685100227, vt=2/96, sts=54122/2546985586/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:10:52.864][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14412) ps rtp packet 321B, age=-1357343761, vt=2/96, sts=56250/2576444403/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:13:58.116][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14384) ps rtp packet 1404B, age=-1172092379, vt=2/96, sts=29029/2593155586/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:20:46.537][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14292) ps rtp packet 321B, age=-763672950, vt=2/96, sts=46715/2629904391/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:25:32.245][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14200) ps rtp packet 1404B, age=-477972043, vt=2/96, sts=38623/2655572386/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:28:59.200][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 321B, age=-271001185, vt=2/96, sts=57222/2656324807/0x2706401, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:43:46.517][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14384) ps rtp packet 1404B, age=616318108, vt=2/96, sts=61889/2754104386/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:46:30.659][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 1404B, age=780454314, vt=2/96, sts=29642/2768882386/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:48:13.635][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14308) ps rtp packet 1404B, age=883430708, vt=2/96, sts=28231/3016162876/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:49:56.266][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14292) ps rtp packet 1404B, age=986058199, vt=2/96, sts=5224/2787329146/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:53:41.346][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14140) ps rtp packet 1404B, age=1211146820, vt=2/96, sts=53330/3045665146/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:57:06.030][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14200) ps rtp packet 321B, age=1415831296, vt=2/96, sts=11125/2826017993/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:04:35.553][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14308) ps rtp packet 1404B, age=1865355248, vt=2/96, sts=28251/3104499676/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:11:30.426][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14384) ps rtp packet 1404B, age=-2014755984, vt=2/96, sts=32993/2903792386/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:13:15.052][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14396) ps rtp packet 321B, age=-1910116476, vt=2/96, sts=52483/2913267587/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:24:33.023][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 321B, age=-1232143965, vt=2/96, sts=44102/2974283988/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:25:34.631][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14388) ps rtp packet 1404B, age=-1170535081, vt=2/96, sts=56858/3217809676/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:28:56.298][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14396) ps rtp packet 321B, age=-968875968, vt=2/96, sts=26489/2997917987/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:32:40.480][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14384) ps rtp packet 1404B, age=-744689862, vt=2/96, sts=1658/3018131986/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:39:04.553][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14292) ps rtp packet 1404B, age=-360611867, vt=2/96, sts=5961/3052724386/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:54:12.932][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 1292B, age=547764331, vt=2/96, sts=40666/3134415946/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:56:56.370][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14384) ps rtp packet 321B, age=711198031, vt=2/96, sts=241/3149114388/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:00:20.766][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14140) ps rtp packet 1404B, age=915588514, vt=2/96, sts=17121/3405596476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:05:27.838][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14412) ps rtp packet 321B, age=1222652747, vt=2/96, sts=21523/3195197991/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:11:18.285][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14252) ps rtp packet 321B, age=1573119543, vt=2/96, sts=20479/3226697988/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:12:18.269][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14252) ps rtp packet 321B, age=1633099167, vt=2/96, sts=31530/3232097988/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:19:52.694][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14384) ps rtp packet 1404B, age=2087527318, vt=2/96, sts=48296/3273047986/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:42:02.981][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14292) ps rtp packet 1404B, age=-877162116, vt=2/96, sts=30036/3392769586/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:50:57.540][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 321B, age=-342602887, vt=2/96, sts=65163/3440876388/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:58:08.863][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14140) ps rtp packet 1083B, age=88730266, vt=2/96, sts=12468/3717669676/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:59:53.047][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 1404B, age=192903562, vt=2/96, sts=26547/3489069946/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:07:03.062][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 1404B, age=622924093, vt=2/96, sts=39626/3527762386/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:15:54.445][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14308) ps rtp packet 1404B, age=1154309194, vt=2/96, sts=26784/3813563146/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:23:47.028][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14252) ps rtp packet 321B, age=1626893762, vt=2/96, sts=36663/3618125987/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:26:52.911][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14252) ps rtp packet 1404B, age=1812775874, vt=2/96, sts=9030/3634851586/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:28:35.368][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14200) ps rtp packet 321B, age=1915234235, vt=2/96, sts=29975/3644074787/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:30:58.461][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14384) ps rtp packet 321B, age=2058327942, vt=2/96, sts=59149/3656930397/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:44:36.009][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 1404B, age=-1419091449, vt=2/96, sts=5714/3712615186/0x2706401, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:01:52.239][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14396) ps rtp packet 321B, age=-382866346, vt=2/96, sts=24956/3823779587/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:07:35.967][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14308) ps rtp packet 1334B, age=-39132705, vt=2/96, sts=63652/4092692476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:09:38.566][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14252) ps rtp packet 1404B, age=83461295, vt=2/96, sts=52147/3865708786/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:15:00.385][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 321B, age=405279333, vt=2/96, sts=50969/3894681603/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:18:02.848][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14412) ps rtp packet 321B, age=587742635, vt=2/96, sts=21612/3911086791/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:28:13.983][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14292) ps rtp packet 321B, age=1198881564, vt=2/96, sts=13900/3966138347/0x2706406, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 05:32:59.642][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 321B, age=1484540335, vt=2/96, sts=8016/3991791969/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:36:23.398][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14308) ps rtp packet 1404B, age=1688292236, vt=2/96, sts=24021/4248205276/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:40:22.821][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14412) ps rtp packet 321B, age=1927720564, vt=2/96, sts=37514/4031690404/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:54:12.124][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14388) ps rtp packet 1404B, age=-1537948557, vt=2/96, sts=19515/49365180/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:02:33.850][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 1404B, age=-1036228523, vt=2/96, sts=10000/4133624386/0x2706401, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:03:33.746][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 1404B, age=-976321714, vt=2/96, sts=42294/4156876786/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:04:53.869][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14292) ps rtp packet 1404B, age=-896201389, vt=2/96, sts=54621/4164123586/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:16:59.504][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14292) ps rtp packet 1404B, age=-170565118, vt=2/96, sts=42330/4229427946/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:17:20.021][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 321B, age=-150050450, vt=2/96, sts=45704/4231274387/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:21:26.344][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14200) ps rtp packet 321B, age=96273425, vt=2/96, sts=18709/4253421595/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:28:32.168][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 321B, age=522087794, vt=2/96, sts=13632/4273895147/0x2706401, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:28:52.415][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14308) ps rtp packet 1404B, age=542346454, vt=2/96, sts=4898/236633850/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:30:53.064][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14384) ps rtp packet 321B, age=662995431, vt=2/96, sts=65177/9423099/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:44:21.673][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14292) ps rtp packet 1404B, age=1471605757, vt=2/96, sts=39828/82254690/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:46:03.577][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 321B, age=1573499632, vt=2/96, sts=59519/91384306/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:56:48.231][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14412) ps rtp packet 321B, age=-2076804406, vt=2/96, sts=35494/149430696/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:03:15.903][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 321B, age=-1689136830, vt=2/96, sts=28356/184264291/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:05:57.946][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14252) ps rtp packet 321B, age=-1527088321, vt=2/96, sts=53727/198844306/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:08:59.449][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14292) ps rtp packet 321B, age=-1345603340, vt=2/96, sts=15623/215249491/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:24:48.804][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14252) ps rtp packet 321B, age=-396234737, vt=2/96, sts=25686/300630697/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:28:29.564][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14308) ps rtp packet 1404B, age=-175483726, vt=2/96, sts=7828/558574380/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:31:32.203][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14388) ps rtp packet 1404B, age=7162834, vt=2/96, sts=18919/575001180/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:33:14.856][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14292) ps rtp packet 321B, age=109812236, vt=2/96, sts=38126/346170691/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:43:27.381][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14412) ps rtp packet 321B, age=722333890, vt=2/96, sts=64698/401344291/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:44:27.515][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14384) ps rtp packet 1404B, age=782475677, vt=2/96, sts=7918/406726290/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:54:58.172][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14412) ps rtp packet 321B, age=1413130102, vt=2/96, sts=37584/463527091/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:56:40.152][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 1404B, age=1515113498, vt=2/96, sts=26919/454786290/0x2706401, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:00:04.683][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14200) ps rtp packet 321B, age=1719644643, vt=2/96, sts=11147/491067097/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:06:05.670][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 1404B, age=2080630606, vt=2/96, sts=39757/505675890/0x2706401, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:07:24.810][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14140) ps rtp packet 1404B, age=-2135202459, vt=2/96, sts=14271/768677850/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:12:29.853][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14412) ps rtp packet 321B, age=-1830163265, vt=2/96, sts=55843/558174693/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:14:29.337][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14140) ps rtp packet 1404B, age=-1710673072, vt=2/96, sts=41281/806938380/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:15:50.177][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14396) ps rtp packet 321B, age=-1629837966, vt=2/96, sts=20162/576203491/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:22:36.993][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 321B, age=-1223018620, vt=2/96, sts=18644/612750692/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:23:57.872][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14396) ps rtp packet 321B, age=-1142132744, vt=2/96, sts=31088/620044309/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:33:49.025][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14384) ps rtp packet 321B, age=-550985071, vt=2/96, sts=60531/673230696/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:35:50.243][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14388) ps rtp packet 1404B, age=-429774512, vt=2/96, sts=5861/922217580/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:41:34.470][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14396) ps rtp packet 321B, age=-85545106, vt=2/96, sts=12959/715170696/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:44:16.982][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14308) ps rtp packet 1404B, age=76978639, vt=2/96, sts=50558/967761180/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:45:17.397][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14200) ps rtp packet 321B, age=137394886, vt=2/96, sts=51357/735240695/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:50:23.452][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 321B, age=443447444, vt=2/96, sts=13632/744917495/0x2706401, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:58:48.570][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 1404B, age=948565381, vt=2/96, sts=23221/790331490/0x2706401, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:07:15.534][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14252) ps rtp packet 1404B, age=1455530379, vt=2/96, sts=58557/853832250/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:07:35.537][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 321B, age=1475532850, vt=2/96, sts=61672/855667892/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:10:35.646][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 551B, age=1655632948, vt=2/96, sts=970/854011890/0x2706401, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:27:14.011][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14292) ps rtp packet 321B, age=-1640959999, vt=2/96, sts=45925/961698702/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:47:44.913][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14252) ps rtp packet 321B, age=-410068313, vt=2/96, sts=35461/1072477901/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:49:26.042][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14384) ps rtp packet 321B, age=-308927861, vt=2/96, sts=50825/1081582303/0x2706406, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:58:07.831][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 321B, age=212855662, vt=2/96, sts=27348/1110591091/0x2706401, muxer (nil) lost_rate:00% req_id:
