Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-11-02 21:47:34.771][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=1832745114, vt=2/96, sts=60683/241131676/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:52:45.276][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=2143243495, vt=2/96, sts=30169/269049676/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:00:53.079][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=-1663926741, vt=2/96, sts=6626/312681677/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:01:51.771][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=-1605224355, vt=2/96, sts=10985/317984476/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:12:12.674][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=-984324236, vt=2/96, sts=53032/373842077/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:14:29.641][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=-847366788, vt=2/96, sts=61704/386175686/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:25:30.092][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=-186912245, vt=2/96, sts=38612/445636877/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:30:19.370][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=102368315, vt=2/96, sts=57028/471632477/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:30:38.732][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=121734930, vt=2/96, sts=58531/473382076/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:37:27.747][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=530734410, vt=2/96, sts=24655/510195678/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:49:08.185][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=1231191253, vt=2/96, sts=7912/573246077/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:49:47.337][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=1270341202, vt=2/96, sts=10621/576777676/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:51:44.453][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=1387457091, vt=2/96, sts=18613/587318477/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:03:03.918][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=2066917975, vt=2/96, sts=58456/648424877/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:12:10.477][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=-1681488453, vt=2/96, sts=25270/697644076/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:14:46.443][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=-1525521109, vt=2/96, sts=35022/711666077/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:20:32.927][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=-1179033446, vt=2/96, sts=57957/742874476/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:40:05.571][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=-6401302, vt=2/96, sts=14692/848462476/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:42:20.335][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=128374292, vt=2/96, sts=25036/860518877/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:48:28.647][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=496681895, vt=2/96, sts=51764/893696477/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:01:03.137][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=1251160392, vt=2/96, sts=32786/961581676/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:11:24.384][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=1872420284, vt=2/96, sts=59776/1017471676/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:13:02.224][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=1970254186, vt=2/96, sts=63879/1026291677/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:13:21.788][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=1989822003, vt=2/96, sts=64759/1028044876/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:24:39.318][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=-1627615107, vt=2/96, sts=28799/1089010877/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:31:08.790][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=-1238149093, vt=2/96, sts=47171/1124067680/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:49:18.780][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=-148159543, vt=2/96, sts=44112/1222164076/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-03 01:01:34.161][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=587233896, vt=2/96, sts=16121/1288353677/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-03 01:02:12.907][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=625975263, vt=2/96, sts=17515/1291853146/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-03 01:03:50.742][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=723806290, vt=2/96, sts=21282/1300644076/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-03 01:04:49.439][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=782506926, vt=2/96, sts=23571/1305903687/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-03 20:11:50.754][Trace][42025][4757q9uo] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=884349392, vt=2/96, sts=28653/131677200/0x2747e0f, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 06:53:34.376][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=2022163951, vt=2/96, sts=25024/131895183/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 06:54:39.384][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=2087161178, vt=2/96, sts=35843/137701980/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 06:56:48.999][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=-2078184506, vt=2/96, sts=52994/149596380/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 06:58:38.530][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=-1968667992, vt=2/96, sts=3024/158311987/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 06:59:46.007][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=-1901172566, vt=2/96, sts=13192/164295180/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 07:03:44.378][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=-1662808219, vt=2/96, sts=59829/186528786/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 07:11:11.549][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=-1215638298, vt=2/96, sts=23151/226780651/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 07:18:29.392][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=-777791637, vt=2/96, sts=48637/266131984/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 07:28:16.855][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=-190339956, vt=2/96, sts=40857/318349991/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 07:51:56.284][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=1229104673, vt=2/96, sts=8316/447568381/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 07:59:32.628][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=1685439131, vt=2/96, sts=12902/487193586/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 08:15:51.288][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=-1630865851, vt=2/96, sts=17700/575595181/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 08:17:36.431][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=-1525721113, vt=2/96, sts=40866/585970381/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 08:23:34.580][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=-1167567746, vt=2/96, sts=51115/617513580/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 08:35:21.898][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=-460256789, vt=2/96, sts=4101/682097580/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 08:37:31.622][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=-330524517, vt=2/96, sts=32252/694042380/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 08:38:58.106][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=-244055231, vt=2/96, sts=50677/701220780/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 08:40:48.057][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=-134089009, vt=2/96, sts=9446/711822780/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 08:49:52.388][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=410238557, vt=2/96, sts=59794/760721581/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 08:50:14.464][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=432310050, vt=2/96, sts=64580/762053580/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 08:52:27.844][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=565689495, vt=2/96, sts=27517/774214380/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:01:11.655][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=1089489988, vt=2/96, sts=24655/820373580/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:02:19.138][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=1156986722, vt=2/96, sts=50684/29484000/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:03:04.151][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=1202000401, vt=2/96, sts=44248/831267180/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:04:11.670][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=1269515977, vt=2/96, sts=55802/837361986/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:07:07.808][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1445654192, vt=2/96, sts=38879/55468801/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:11:18.808][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1696661157, vt=2/96, sts=19252/77994361/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:12:45.152][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1189B, age=1783005472, vt=2/96, sts=35291/85824000/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:16:02.564][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1980401155, vt=2/96, sts=5632/103586404/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:16:24.228][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=2002076682, vt=2/96, sts=9731/105476419/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:16:45.904][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=2023748834, vt=2/96, sts=13738/107442381/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:21:04.775][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-2012340380, vt=2/96, sts=61863/130788000/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:25:14.860][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=-1762264273, vt=2/96, sts=4597/951139982/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:27:00.883][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-1656230057, vt=2/96, sts=60864/162712843/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:28:46.503][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=-1550612375, vt=2/96, sts=40387/969888780/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:29:07.966][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1529150718, vt=2/96, sts=18411/174283200/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:31:32.894][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1384229019, vt=2/96, sts=44423/187279200/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:35:35.746][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=-1141370317, vt=2/96, sts=45965/1007181181/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:42:48.536][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-708583563, vt=2/96, sts=33905/248122801/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:43:53.990][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-643125809, vt=2/96, sts=45385/253976417/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:51:20.228][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=-196889552, vt=2/96, sts=16842/1090784250/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 09:52:23.931][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-133183491, vt=2/96, sts=5038/299876409/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 10:02:48.938][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=491817949, vt=2/96, sts=26795/356122810/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 10:09:08.386][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 517B, age=871266423, vt=2/96, sts=23503/1186911180/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 10:17:36.164][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1379033421, vt=2/96, sts=20707/435913595/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 10:19:02.715][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=1465582765, vt=2/96, sts=33018/443768400/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 10:31:18.586][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-2093503548, vt=2/96, sts=3027/509842816/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 10:39:40.273][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-1591827479, vt=2/96, sts=7865/555116414/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 10:41:26.765][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=-1485328912, vt=2/96, sts=3420/1363221185/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 10:54:23.176][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=-708908437, vt=2/96, sts=46151/1432009980/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 10:55:48.495][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-623601254, vt=2/96, sts=8415/642067560/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 11:08:29.209][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=137123769, vt=2/96, sts=63243/710730000/0x26cde02, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:23:13.807][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=1021726224, vt=2/96, sts=17120/790376400/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 11:26:43.658][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=1231561158, vt=2/96, sts=53079/809272801/0x26cde02, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:38:38.533][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=1946451661, vt=2/96, sts=14953/1671712380/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 11:42:39.464][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-2107595969, vt=2/96, sts=23993/895273200/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 11:47:56.735][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1790312858, vt=2/96, sts=14400/923846400/0x26cde02, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 11:53:35.088][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=-1451964191, vt=2/96, sts=25971/1750653188/0x278a00b, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:01:47.326][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=-959723764, vt=2/96, sts=32993/1795325635/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 12:04:19.502][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=-807558451, vt=2/96, sts=34207/1808814853/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 12:08:55.604][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14228) ps rtp packet 1404B, age=-531444902, vt=2/96, sts=1939/1961730/0x283640f, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 12:13:30.159][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14228) ps rtp packet 1404B, age=-256889047, vt=2/96, sts=26454/26686530/0x283640f, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 12:13:51.958][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14228) ps rtp packet 1404B, age=-235092126, vt=2/96, sts=28504/28684530/0x283640f, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 12:14:55.101][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=-171949852, vt=2/96, sts=39618/1866882825/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 12:20:51.415][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14228) ps rtp packet 1404B, age=184363422, vt=2/96, sts=5/66390930/0x283640f, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 12:26:12.715][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=505660429, vt=2/96, sts=45634/1928227065/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 12:33:57.814][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=970759158, vt=2/96, sts=49658/1969252430/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 12:41:44.633][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=1437575376, vt=2/96, sts=54131/2010922413/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 12:47:57.363][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14228) ps rtp packet 1404B, age=1810314239, vt=2/96, sts=13692/212673316/0x283640f, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 12:55:52.493][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14228) ps rtp packet 1404B, age=-2009523407, vt=2/96, sts=61505/255570916/0x283640f, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 13:04:43.815][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14228) ps rtp packet 1404B, age=-1478205242, vt=2/96, sts=45970/303148516/0x283640f, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 13:05:53.525][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14120) ps rtp packet 270B, age=-1408490759, vt=2/96, sts=37327/36500400/0x283a509, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 13:22:37.369][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14228) ps rtp packet 1404B, age=-404649494, vt=2/96, sts=33913/400028116/0x283640f, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 13:22:57.615][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14120) ps rtp packet 1404B, age=-384409041, vt=2/96, sts=23149/128919600/0x283a509, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 13:27:52.967][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14120) ps rtp packet 1404B, age=-89049488, vt=2/96, sts=56914/155527470/0x283a509, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 13:32:24.213][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 472B, age=182184625, vt=2/96, sts=28571/2283791645/0x278a00b, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 13:36:09.743][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14228) ps rtp packet 1404B, age=407710894, vt=2/96, sts=56330/473104516/0x283640f, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 13:36:51.421][Trace][42580][ra978785] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14120) ps rtp packet 1404B, age=449402699, vt=2/96, sts=51627/203752800/0x283a509, muxer (nil) lost_rate:00% req_id:
