Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-11-07 08:28:00.937][Trace][36246][94898l54] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 321B, age=-647187517, vt=2/96, sts=16328/375006695/0x278a107, muxer (nil) lost_rate:00% req_id:
[2023-11-07 08:37:35.219][Trace][36246][94898l54] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 1404B, age=-72922031, vt=2/96, sts=55735/426342690/0x278a107, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-07 09:52:05.990][Trace][36246][94898l54] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 321B, age=102899576, vt=2/96, sts=43966/830075479/0x278a107, muxer (nil) lost_rate:00% req_id:
[2023-11-07 16:59:31.248][Trace][36246][94898l54] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14124) ps rtp packet 321B, age=-21647485, vt=2/96, sts=413/72013/0x278a106, muxer (nil) lost_rate:00% req_id:
[2023-11-07 18:11:28.836][Trace][36246][94898l54] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14124) ps rtp packet 321B, age=974691, vt=2/96, sts=58726/387709232/0x278a106, muxer (nil) lost_rate:00% req_id:
[2023-10-27 20:56:26.769][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 321B, age=95788643, vt=2/96, sts=38929/209491201/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:11:26.988][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=996018585, vt=2/96, sts=1982/290858400/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:16:48.975][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 321B, age=1318006034, vt=2/96, sts=4492/319834801/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:17:50.073][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=1379099410, vt=2/96, sts=17654/325332270/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:42:10.678][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 321B, age=-1455261398, vt=2/96, sts=62639/456782401/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:43:12.634][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=-1393304259, vt=2/96, sts=10883/462362400/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:46:31.931][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 321B, age=-1194005512, vt=2/96, sts=55261/480290403/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:49:11.287][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 321B, age=-1034650456, vt=2/96, sts=25102/494636402/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 21:59:29.306][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 321B, age=-416630719, vt=2/96, sts=10593/550256401/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:12:45.482][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=379543338, vt=2/96, sts=48371/621910800/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 22:13:44.767][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=438825298, vt=2/96, sts=61116/627249600/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:07:13.794][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 321B, age=-647114858, vt=2/96, sts=44823/916045471/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:18:28.666][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=27760852, vt=2/96, sts=64070/976788000/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:28:26.865][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=625957218, vt=2/96, sts=65518/1030626000/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:33:33.797][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 321B, age=932893142, vt=2/96, sts=2689/1058245201/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:44:07.597][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=1566693328, vt=2/96, sts=9403/1115287200/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:51:54.607][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=2033702111, vt=2/96, sts=43857/1157317200/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-27 23:59:48.148][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 321B, age=-1787728929, vt=2/96, sts=14756/1199926801/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 00:32:29.802][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=173928817, vt=2/96, sts=55492/1376478000/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 00:35:56.745][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=380874193, vt=2/96, sts=35191/1395100800/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 00:38:19.450][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=523578661, vt=2/96, sts=1363/1407945600/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:00:25.324][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=1154482169, vt=2/96, sts=45366/1851256800/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:07:37.729][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=1586883825, vt=2/96, sts=10396/1890176400/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 02:08:19.172][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=1628325508, vt=2/96, sts=19606/1893906000/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:02:51.823][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 321B, age=606016120, vt=2/96, sts=24849/2188432801/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:18:10.893][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 321B, age=1525069262, vt=2/96, sts=31476/2271146402/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 03:29:23.323][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=-2097454682, vt=2/96, sts=49686/2331666270/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 04:15:30.941][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=670165397, vt=2/96, sts=7316/2580742800/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 04:22:25.087][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 321B, age=1084314017, vt=2/96, sts=33428/2618010004/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 04:23:06.152][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=1125375189, vt=2/96, sts=42519/2621710800/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 04:42:36.630][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=-1999110198, vt=2/96, sts=39977/2727050400/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 04:50:50.899][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=-1504841760, vt=2/96, sts=18853/2771532000/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 05:30:21.194][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 321B, age=865453984, vt=2/96, sts=20795/2984850001/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 06:10:30.693][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 321B, age=-1020016958, vt=2/96, sts=26038/3201703201/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 06:35:54.994][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 321B, age=504285578, vt=2/96, sts=25670/3338881201/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 06:54:18.319][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=1607605862, vt=2/96, sts=4614/3438176400/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 07:11:12.329][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 321B, age=-1673347376, vt=2/96, sts=31954/3529432803/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 07:29:36.697][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 1404B, age=-568977770, vt=2/96, sts=9967/3628828800/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 07:48:06.948][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 321B, age=541273130, vt=2/96, sts=56202/3728746801/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 08:01:21.169][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=1335483566, vt=2/96, sts=29972/3800224800/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 08:17:01.790][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 321B, age=-2018858718, vt=2/96, sts=42314/3884878801/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 08:23:22.055][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 321B, age=-1638591852, vt=2/96, sts=61065/3919096803/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 08:46:32.859][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 321B, age=-247785107, vt=2/96, sts=40537/4044268801/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 08:58:38.201][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 321B, age=477553335, vt=2/96, sts=2972/4109500825/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:36:05.530][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=-1570081209, vt=2/96, sts=35071/16835490/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:56:27.267][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 321B, age=-1043309823, vt=2/96, sts=48905/450415897/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:45:12.418][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 321B, age=1881839317, vt=2/96, sts=64250/713691095/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:56:16.018][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=-1749532887, vt=2/96, sts=46623/773386290/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 12:03:51.297][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=-1294247298, vt=2/96, sts=2154/814401090/0x2706409, muxer (nil) lost_rate:00% req_id:
[2023-10-28 12:13:37.172][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 1404B, age=-708376733, vt=2/96, sts=3319/5569200/0x283850a, muxer (nil) lost_rate:00% req_id:
[2023-10-28 17:18:32.816][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 321B, age=407401631, vt=2/96, sts=32557/25898402/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 17:28:13.543][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 321B, age=988129001, vt=2/96, sts=28086/78159601/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 17:37:39.125][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14644) ps rtp packet 1404B, age=1553709063, vt=2/96, sts=26165/129063600/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 17:42:50.690][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14644) ps rtp packet 1404B, age=1865274115, vt=2/96, sts=62874/157111470/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 18:03:21.528][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14184) ps rtp packet 321B, age=-1198852370, vt=2/96, sts=45298/267577471/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:13:14.193][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14248) ps rtp packet 1404B, age=-1301155761, vt=2/96, sts=32475/645210270/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 19:52:00.267][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=1024915045, vt=2/96, sts=26082/217828800/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:22:22.297][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=-1448023127, vt=2/96, sts=64858/381841200/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:26:38.520][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=-1191799164, vt=2/96, sts=6120/1041591600/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 20:42:26.667][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14316) ps rtp packet 321B, age=-243648339, vt=2/96, sts=11972/1126969203/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:00:57.249][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14248) ps rtp packet 1404B, age=866921655, vt=2/96, sts=28026/1226923200/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:05:01.339][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14316) ps rtp packet 1404B, age=1111024172, vt=2/96, sts=12686/1248886800/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:26:12.767][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 321B, age=-1912515959, vt=2/96, sts=18902/1363309203/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:33:32.718][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14612) ps rtp packet 321B, age=-1472570299, vt=2/96, sts=44519/1402909201/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:57:49.942][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14096) ps rtp packet 1404B, age=-15350227, vt=2/96, sts=62184/1772028000/0x2747e06, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:21:09.114][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14528) ps rtp packet 321B, age=1383831697, vt=2/96, sts=28807/1659934807/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:23:46.295][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14248) ps rtp packet 1404B, age=1541009894, vt=2/96, sts=54148/1674072000/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:52:28.971][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14316) ps rtp packet 489B, age=-1031278489, vt=2/96, sts=4288/1829098786/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:54:19.455][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14096) ps rtp packet 1404B, age=-920797537, vt=2/96, sts=32455/2077092076/0x2747e06, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:02:49.970][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14644) ps rtp packet 1404B, age=-410279936, vt=2/96, sts=38045/1885042786/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:42:53.349][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14316) ps rtp packet 321B, age=1993098761, vt=2/96, sts=65191/2101345188/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:56:42.469][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14096) ps rtp packet 1404B, age=-1472754508, vt=2/96, sts=40532/2413933276/0x2747e06, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:14:12.850][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=-1117343160, vt=2/96, sts=32131/2594483986/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:27:57.655][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14316) ps rtp packet 1404B, age=-292530693, vt=2/96, sts=2631/2668712386/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:38:52.652][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 321B, age=362459816, vt=2/96, sts=50686/2090905193/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:46:38.474][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 321B, age=828284970, vt=2/96, sts=31122/2769526791/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:58:16.477][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=1526292166, vt=2/96, sts=21743/2832346786/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:00:24.569][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14096) ps rtp packet 1404B, age=1654378560, vt=2/96, sts=8725/3081952876/0x2747e06, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:11:44.307][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14528) ps rtp packet 321B, age=-1960850605, vt=2/96, sts=35581/2905038358/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:35:55.429][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14316) ps rtp packet 1404B, age=-509730532, vt=2/96, sts=37167/3035703586/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:39:45.321][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14184) ps rtp packet 321B, age=-279830826, vt=2/96, sts=13465/3056392787/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:55:37.542][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14612) ps rtp packet 1404B, age=672388856, vt=2/96, sts=53347/3142090786/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:56:41.072][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14528) ps rtp packet 321B, age=735919297, vt=2/96, sts=63314/3147735589/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:00:36.718][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14184) ps rtp packet 321B, age=971566545, vt=2/96, sts=35626/3169011587/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:10:27.523][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14528) ps rtp packet 1404B, age=1562365651, vt=2/96, sts=11220/3222183586/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:13:38.546][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14528) ps rtp packet 1404B, age=1753394686, vt=2/96, sts=46269/3239366386/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:18:09.358][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14528) ps rtp packet 1404B, age=2024202837, vt=2/96, sts=29469/3263752786/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:20:59.906][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 321B, age=-2100217532, vt=2/96, sts=43070/2642335189/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:41:16.264][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14316) ps rtp packet 321B, age=-883861388, vt=2/96, sts=21386/3388518005/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:18:03.270][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14644) ps rtp packet 321B, age=1323149880, vt=2/96, sts=32061/3587187587/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:24:59.201][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14528) ps rtp packet 1404B, age=1739077805, vt=2/96, sts=51373/3624623986/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:42:17.448][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14096) ps rtp packet 730B, age=-1517638570, vt=2/96, sts=50860/3956083276/0x2747e06, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:59:00.009][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=-515078171, vt=2/96, sts=42791/3171538786/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:14:58.826][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14528) ps rtp packet 321B, age=443739194, vt=2/96, sts=50566/3894526805/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:18:48.982][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=673883906, vt=2/96, sts=30897/3915233986/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:16:35.959][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14248) ps rtp packet 1404B, age=-154105822, vt=2/96, sts=38335/4227314386/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:18:46.419][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14316) ps rtp packet 321B, age=-23638733, vt=2/96, sts=58689/4239018006/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:42:24.178][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=1394116476, vt=2/96, sts=16660/71674290/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:47:01.389][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 321B, age=1671324399, vt=2/96, sts=52692/3754853987/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 06:50:55.213][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14644) ps rtp packet 1404B, age=1905152950, vt=2/96, sts=46012/117624690/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:02:12.386][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14316) ps rtp packet 1404B, age=-1712647503, vt=2/96, sts=18027/178565850/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:28:00.916][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14316) ps rtp packet 321B, age=-164105702, vt=2/96, sts=54785/317946691/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 07:51:33.888][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 321B, age=1248865314, vt=2/96, sts=57339/4103316010/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:19:16.380][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14644) ps rtp packet 321B, age=-1383608654, vt=2/96, sts=51809/594750697/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 08:26:21.677][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14316) ps rtp packet 321B, age=-958316236, vt=2/96, sts=53851/633004663/0x270640e, muxer (nil) lost_rate:00% req_id:
