Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-10-29 08:43:29.030][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14248) ps rtp packet 1404B, age=69038343, vt=2/96, sts=33799/725448690/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 09:45:19.331][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14316) ps rtp packet 1404B, age=-515624681, vt=2/96, sts=14096/1059348690/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 10:16:34.999][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14248) ps rtp packet 1404B, age=1360043055, vt=2/96, sts=46037/1228159890/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:14:05.245][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14096) ps rtp packet 1404B, age=515320864, vt=2/96, sts=45543/1776735180/0x2747e06, muxer (nil) lost_rate:00% req_id:
[2023-10-29 11:17:09.353][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 321B, age=699430599, vt=2/96, sts=28729/1555237916/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:10:33.385][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 321B, age=-391504947, vt=2/96, sts=47160/1206545837/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:28:24.923][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14096) ps rtp packet 1404B, age=680023664, vt=2/96, sts=33040/2177397166/0x2747e06, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:30:55.191][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 321B, age=830297648, vt=2/96, sts=45675/1953235880/0x270640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:56:43.535][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14096) ps rtp packet 1404B, age=988704543, vt=2/96, sts=7538/2978933566/0x2747e06, muxer (nil) lost_rate:00% req_id:
[2023-10-29 15:01:34.031][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 321B, age=1279205437, vt=2/96, sts=15979/169142044/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 15:24:46.703][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=-1623090826, vt=2/96, sts=62238/294479640/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 15:25:28.304][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 1404B, age=-1581487713, vt=2/96, sts=5941/298230840/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 15:45:57.952][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 1404B, age=-351844014, vt=2/96, sts=13767/408894840/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:09:07.944][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 1404B, age=1038150965, vt=2/96, sts=50699/533987640/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:16:34.547][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 1404B, age=1484749885, vt=2/96, sts=18607/574181640/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:20:46.707][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 1404B, age=1736895350, vt=2/96, sts=8964/596876040/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:29:56.870][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=-2007892498, vt=2/96, sts=64749/646387201/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:48:01.649][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 1404B, age=-923111185, vt=2/96, sts=39520/744018840/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 16:53:59.842][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 321B, age=-564927104, vt=2/96, sts=53334/776217255/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:05:08.921][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 1404B, age=104161539, vt=2/96, sts=2988/836470440/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:10:48.101][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=443340957, vt=2/96, sts=12828/866991240/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:21:04.224][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 321B, age=1059457735, vt=2/96, sts=16888/922442041/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:30:32.374][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 321B, age=1627612700, vt=2/96, sts=11903/973569241/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:39:24.458][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 321B, age=-2135269479, vt=2/96, sts=64396/1021460041/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:44:57.837][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 1404B, age=-1801889193, vt=2/96, sts=7351/1051466040/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 17:51:39.660][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 1404B, age=-1400067444, vt=2/96, sts=31147/1087628040/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:08:41.380][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 321B, age=-378354370, vt=2/96, sts=60800/1179575641/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 18:28:52.050][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 321B, age=832322962, vt=2/96, sts=2050/1288529641/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:00:07.722][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 1404B, age=-1586971511, vt=2/96, sts=23732/1457344440/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:40:03.206][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 1404B, age=808510601, vt=2/96, sts=31352/1672930440/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:43:03.310][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 1404B, age=988614280, vt=2/96, sts=5877/1689137640/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 19:56:49.446][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 321B, age=1814738942, vt=2/96, sts=57802/1763481601/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:18:44.638][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14096) ps rtp packet 1404B, age=-1165023386, vt=2/96, sts=39244/422802270/0x2747e06, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:47:28.764][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 321B, age=559099233, vt=2/96, sts=12893/2037016441/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:58:36.529][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 1404B, age=1226866978, vt=2/96, sts=29751/2097111600/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:03:28.721][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 321B, age=1519059681, vt=2/96, sts=29146/2123405641/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:17:40.752][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 1404B, age=-1923879865, vt=2/96, sts=22300/2200089240/0x2706402, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-01 13:13:37.965][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14300) ps rtp packet 321B, age=600068224, vt=2/96, sts=44865/30506401/0x2706403, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-01 13:21:23.865][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14396) ps rtp packet 1404B, age=1065970138, vt=2/96, sts=39430/72385560/0x2706403, muxer (nil) lost_rate:00% req_id:
[2023-11-01 20:02:59.574][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1077B, age=-608127347, vt=2/96, sts=64389/374752800/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-01 20:13:42.813][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=35106468, vt=2/96, sts=33224/433231200/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-01 21:23:51.763][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=-50911465, vt=2/96, sts=23229/812073600/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-01 22:07:59.829][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=-1697808153, vt=2/96, sts=27750/1050343200/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-01 22:31:19.947][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=-297696924, vt=2/96, sts=64977/1176397200/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-01 22:41:08.030][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=290395815, vt=2/96, sts=47747/1229320800/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:25:52.183][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=-2015398690, vt=2/96, sts=22349/1794823200/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:39:21.403][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=-1206170080, vt=2/96, sts=17087/1867698000/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-02 00:49:39.249][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=-588326964, vt=2/96, sts=62691/1923307470/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-02 02:46:49.604][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=2147066454, vt=2/96, sts=16807/2555978400/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-02 03:23:04.788][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=27283291, vt=2/96, sts=34666/2751775200/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-02 04:39:53.368][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=340892372, vt=2/96, sts=43230/3166488000/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-02 05:13:03.438][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=-1964000133, vt=2/96, sts=31993/3345631200/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-02 07:11:37.049][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=854642055, vt=2/96, sts=59314/3985794000/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-02 07:32:25.560][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=2103153573, vt=2/96, sts=14009/4098200400/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-02 07:56:26.210][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 334B, age=-751165510, vt=2/96, sts=47627/4227821986/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-02 09:18:27.952][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=-124388887, vt=2/96, sts=40245/375816690/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-02 09:52:12.715][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14012) ps rtp packet 1404B, age=1900367532, vt=2/96, sts=2775/1479600/0x283a707, muxer (nil) lost_rate:00% req_id:
[2023-11-02 11:17:24.112][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=-1578180257, vt=2/96, sts=53512/1018024290/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 14:15:44.292][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14204) ps rtp packet 1404B, age=1032718348, vt=2/96, sts=34057/45324000/0x2747e08, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:00:39.835][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 321B, age=-66034844, vt=2/96, sts=18647/9943212/0x283860d, muxer (nil) lost_rate:00% req_id:
[2023-11-04 15:04:53.467][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 1404B, age=187593153, vt=2/96, sts=1702/32810400/0x283860d, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-04 15:19:31.952][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 321B, age=1066082219, vt=2/96, sts=57657/111967217/0x283860d, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-04 15:31:41.384][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 1404B, age=1795510596, vt=2/96, sts=59070/177678000/0x283860d, muxer (nil) lost_rate:00% req_id:
[2023-11-04 16:32:52.936][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 321B, age=1172091526, vt=2/96, sts=2552/507952801/0x283860d, muxer (nil) lost_rate:00% req_id:
[2023-11-05 10:57:30.571][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=-1269754023, vt=2/96, sts=2283/1285200/0x283850c, muxer (nil) lost_rate:00% req_id:
[2023-11-06 13:01:08.659][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14168) ps rtp packet 1404B, age=-1940933208, vt=2/96, sts=9513/11152530/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-06 14:09:45.557][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 321B, age=-2119012810, vt=2/96, sts=1145/39211201/0x270640b, muxer (nil) lost_rate:00% req_id:
[2023-11-07 09:37:24.427][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-779608971, vt=2/96, sts=15110/37454400/0x2706403, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:49:21.760][Trace][36271][38vt15a9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 1404B, age=-1327047805, vt=2/96, sts=14435/269280000/0x2747e01, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:32:19.799][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 1404B, age=-1046421012, vt=2/96, sts=539/367200/0x283640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:37:35.646][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 1404B, age=-730563078, vt=2/96, sts=32082/28828800/0x283640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:43:28.409][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 321B, age=-377802020, vt=2/96, sts=2126/60530407/0x283640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:54:02.588][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 1404B, age=256383945, vt=2/96, sts=3376/117637200/0x283640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:56:40.959][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 1404B, age=414745148, vt=2/96, sts=16286/131533200/0x283640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:35:56.278][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 321B, age=-1524891375, vt=2/96, sts=51165/343551601/0x283640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:39:20.845][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 1404B, age=-1320331342, vt=2/96, sts=1342/361965600/0x283640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:40:01.693][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 406B, age=-1279477168, vt=2/96, sts=4086/365626800/0x283640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:44:43.028][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 1404B, age=-998140664, vt=2/96, sts=24953/390931200/0x283640f, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:22:01.575][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14008) ps rtp packet 660B, age=-719333232, vt=2/96, sts=4700/3505410/0x283e708, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:51:47.350][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=1066441854, vt=2/96, sts=21741/12506400/0x283880b, muxer (nil) lost_rate:00% req_id:
[2023-10-30 09:04:58.903][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14436) ps rtp packet 321B, age=1857991066, vt=2/96, sts=510/417606/0x283830a, muxer (nil) lost_rate:00% req_id:
[2023-10-30 09:10:19.374][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 321B, age=-2116507421, vt=2/96, sts=39578/112572001/0x283880b, muxer (nil) lost_rate:00% req_id:
[2023-10-30 09:10:36.799][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-2099079179, vt=2/96, sts=20884/127628100/0x283e701, muxer (nil) lost_rate:00% req_id:
[2023-10-30 09:20:40.951][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14088) ps rtp packet 1404B, age=-1494932496, vt=2/96, sts=2787/168462000/0x283880b, muxer (nil) lost_rate:00% req_id:
[2023-10-30 09:21:36.430][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14436) ps rtp packet 321B, age=-1439444371, vt=2/96, sts=50518/90072001/0x283830a, muxer (nil) lost_rate:00% req_id:
[2023-10-30 10:11:50.909][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14208) ps rtp packet 472B, age=1575026861, vt=2/96, sts=13053/72622827/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-10-30 10:14:11.209][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14204) ps rtp packet 472B, age=1715320652, vt=2/96, sts=14421/85230068/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-10-30 10:34:29.890][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14616) ps rtp packet 472B, age=-1360962496, vt=2/96, sts=24819/195354001/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-10-30 10:42:42.072][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=-868781177, vt=2/96, sts=11096/27488340/0x283e709, muxer (nil) lost_rate:00% req_id:
[2023-10-31 08:56:43.662][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14432) ps rtp packet 1404B, age=1863408218, vt=2/96, sts=5832/80956800/0x283a50f, muxer (nil) lost_rate:00% req_id:
[2023-10-31 08:57:19.894][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14432) ps rtp packet 1404B, age=1899628696, vt=2/96, sts=9032/84247200/0x283a50f, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:00:01.609][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14432) ps rtp packet 1404B, age=2061354210, vt=2/96, sts=23100/98802270/0x283a50f, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:05:39.596][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14432) ps rtp packet 1404B, age=-1895635515, vt=2/96, sts=53725/129427200/0x283a50f, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:30:54.942][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14208) ps rtp packet 1404B, age=-380281475, vt=2/96, sts=9912/265651200/0x283a50f, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:35:34.552][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14608) ps rtp packet 1404B, age=-100669646, vt=2/96, sts=54024/112802400/0x283c30c, muxer (nil) lost_rate:00% req_id:
[2023-10-31 16:50:19.245][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 321B, age=214210350, vt=2/96, sts=1518/669607/0x283880a, muxer (nil) lost_rate:00% req_id:
[2023-10-31 16:53:35.057][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=410023517, vt=2/96, sts=34736/18223200/0x283880a, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:38:41.295][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=-1053543341, vt=2/96, sts=0/0/0x27f2d0b, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:39:22.106][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=-1012732960, vt=2/96, sts=2636/3639601/0x27f2d0b, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:42:24.493][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14328) ps rtp packet 1404B, age=-830337333, vt=2/96, sts=16974/11588400/0x283880a, muxer (nil) lost_rate:00% req_id:
[2023-11-01 01:18:53.697][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14328) ps rtp packet 1404B, age=663895158, vt=2/96, sts=0/0/0x283880b, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:10:18.966][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 1404B, age=-1810571138, vt=2/96, sts=5417/63712786/0x283a50b, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:26:05.473][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 321B, age=-864063102, vt=2/96, sts=9261/129247201/0x2836504, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:27:44.738][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 321B, age=-764807456, vt=2/96, sts=19980/138132001/0x2836504, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:29:19.156][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 1404B, age=-670378724, vt=2/96, sts=29900/146437200/0x2836504, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:29:56.077][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 321B, age=-633463870, vt=2/96, sts=32937/149713218/0x2836504, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:31:27.907][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 1404B, age=-541631313, vt=2/96, sts=40886/158014800/0x2836504, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:33:34.743][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 1404B, age=-414790723, vt=2/96, sts=35658/189611986/0x283a50b, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:35:42.757][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14500) ps rtp packet 1404B, age=-286776473, vt=2/96, sts=64706/180936000/0x2836504, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:36:35.959][Trace][36347][0y0nq056] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14468) ps rtp packet 321B, age=-233578208, vt=2/96, sts=56444/205826387/0x283a50b, muxer (nil) lost_rate:00% req_id:
