Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-10-31 08:46:54.668][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14376) ps rtp packet 1404B, age=1261748014, vt=2/96, sts=22555/27932400/0x283a50c, muxer (nil) lost_rate:00% req_id:
[2023-10-31 08:52:00.689][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=1567759237, vt=2/96, sts=33474/1166516820/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:02:25.441][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14568) ps rtp packet 1404B, age=-2102445568, vt=2/96, sts=28903/103298400/0x283a50c, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:12:06.752][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14376) ps rtp packet 1404B, age=-1521140289, vt=2/96, sts=27678/164275200/0x283a50c, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:27:10.407][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=-617482407, vt=2/96, sts=59526/295664400/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:30:27.953][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14152) ps rtp packet 732B, age=-419944376, vt=2/96, sts=42090/312502500/0x283e709, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:39:42.389][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14640) ps rtp packet 1404B, age=134500049, vt=2/96, sts=14625/135090000/0x283c30e, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:40:50.913][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14652) ps rtp packet 1404B, age=203022016, vt=2/96, sts=22386/141264000/0x283c30e, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:48:48.260][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=680372630, vt=2/96, sts=32797/412257600/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:52:24.768][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=896876702, vt=2/96, sts=45320/431755200/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-31 09:58:25.765][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14376) ps rtp packet 1404B, age=1257877326, vt=2/96, sts=3865/414151200/0x283a50c, muxer (nil) lost_rate:00% req_id:
[2023-10-31 10:06:42.057][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14652) ps rtp packet 321B, age=1754160182, vt=2/96, sts=41229/280724429/0x283c30e, muxer (nil) lost_rate:00% req_id:
[2023-10-31 10:08:58.084][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14376) ps rtp packet 1404B, age=1890193773, vt=2/96, sts=46298/471049200/0x283a50c, muxer (nil) lost_rate:00% req_id:
[2023-10-31 10:14:54.440][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14640) ps rtp packet 321B, age=-2048420185, vt=2/96, sts=57081/325069212/0x283c30e, muxer (nil) lost_rate:00% req_id:
[2023-10-31 22:39:57.523][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 1404B, age=-295009614, vt=2/96, sts=0/0/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-31 22:43:59.482][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 1404B, age=-53049047, vt=2/96, sts=21536/21654000/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-31 22:47:43.417][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 1404B, age=170882670, vt=2/96, sts=39702/41842800/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-31 22:49:20.761][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 1404B, age=268228955, vt=2/96, sts=48040/50590800/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-31 22:55:20.806][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 321B, age=628270225, vt=2/96, sts=13519/83023203/0x283a503, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-31 22:59:44.335][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 1404B, age=891800583, vt=2/96, sts=33495/106700400/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:05:00.600][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14248) ps rtp packet 1404B, age=1208072703, vt=2/96, sts=5081/10350000/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:08:44.934][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14248) ps rtp packet 472B, age=1432403584, vt=2/96, sts=7535/27590660/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:12:52.888][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14248) ps rtp packet 472B, age=1680352850, vt=2/96, sts=9577/51296539/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:13:53.465][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14248) ps rtp packet 472B, age=1740923138, vt=2/96, sts=10129/57906031/0x278a007, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:22:51.921][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-2015578286, vt=2/96, sts=44738/44589600/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:30:16.366][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 310B, age=-1571131683, vt=2/96, sts=13320/84582000/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:36:05.541][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14160) ps rtp packet 1404B, age=-1221953606, vt=2/96, sts=45995/116172000/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:43:24.712][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14160) ps rtp packet 548B, age=-782784471, vt=2/96, sts=24858/155696400/0x283a503, muxer (nil) lost_rate:00% req_id:
[2023-11-01 02:22:30.499][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=173068944, vt=2/96, sts=14208/6710400/0x283c307, muxer (nil) lost_rate:00% req_id:
[2023-11-01 02:23:04.803][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 321B, age=207372591, vt=2/96, sts=20696/9766806/0x283c307, muxer (nil) lost_rate:00% req_id:
[2023-11-01 02:23:39.095][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=241666236, vt=2/96, sts=26831/12870360/0x283c307, muxer (nil) lost_rate:00% req_id:
[2023-11-01 02:25:23.643][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=346209977, vt=2/96, sts=46027/22262400/0x283c307, muxer (nil) lost_rate:00% req_id:
[2023-11-01 02:37:38.745][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=1081303759, vt=2/96, sts=50750/88426800/0x283c307, muxer (nil) lost_rate:00% req_id:
[2023-11-01 02:40:21.221][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 321B, age=1243783062, vt=2/96, sts=14768/103078809/0x283c307, muxer (nil) lost_rate:00% req_id:
[2023-11-01 02:42:13.721][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=1356282573, vt=2/96, sts=34747/113194800/0x283c307, muxer (nil) lost_rate:00% req_id:
[2023-11-01 09:17:59.740][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14296) ps rtp packet 1404B, age=-667507031, vt=2/96, sts=0/0/0x283a50c, muxer (nil) lost_rate:00% req_id:
[2023-11-01 09:22:04.166][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14172) ps rtp packet 1404B, age=-423067636, vt=2/96, sts=20762/22028400/0x283a50c, muxer (nil) lost_rate:00% req_id:
[2023-11-01 09:22:59.329][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14224) ps rtp packet 1404B, age=-367911352, vt=2/96, sts=25605/27018000/0x283a50c, muxer (nil) lost_rate:00% req_id:
[2023-11-01 09:23:24.564][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14296) ps rtp packet 321B, age=-342673336, vt=2/96, sts=27738/29271611/0x283a50c, muxer (nil) lost_rate:00% req_id:
[2023-11-01 18:43:48.754][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=-1078218226, vt=2/96, sts=0/0/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-01 18:50:30.218][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=-676753176, vt=2/96, sts=36014/36259200/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:00:55.796][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=-51186159, vt=2/96, sts=12610/93261600/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:03:25.561][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 321B, age=98583961, vt=2/96, sts=36551/24966001/0x283c809, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:04:14.115][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 472B, age=147143557, vt=2/96, sts=33362/110239203/0x278a00f, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-01 19:04:38.124][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=171151618, vt=2/96, sts=46423/31514400/0x283c809, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:12:18.276][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=631288744, vt=2/96, sts=52989/153763470/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:23:01.616][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 472B, age=1274640093, vt=2/96, sts=61024/211708790/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:30:50.510][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 472B, age=1743535947, vt=2/96, sts=65358/254480394/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:33:17.034][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 472B, age=1890059970, vt=2/96, sts=1057/268041594/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:43:02.455][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 472B, age=-1819500898, vt=2/96, sts=6390/319248088/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:53:36.157][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 472B, age=-1185800382, vt=2/96, sts=11736/377042731/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-01 19:57:23.794][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 472B, age=-958161644, vt=2/96, sts=13464/392101614/0x278a00f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:52:22.228][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14080) ps rtp packet 1404B, age=-1579190780, vt=2/96, sts=31374/35107200/0x2836406, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-02 14:55:44.394][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=-1377025045, vt=2/96, sts=6262/6778806/0x278a009, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:59:57.102][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=-1124315737, vt=2/96, sts=17858/29826020/0x278a009, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:06:37.883][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=-723532828, vt=2/96, sts=40327/65354706/0x278a009, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:13:35.966][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-305450433, vt=2/96, sts=44809/104270400/0x278a009, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:16:58.757][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=-102658888, vt=2/96, sts=46840/122220013/0x278a009, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:27:08.436][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=507011717, vt=2/96, sts=52052/173779403/0x278a009, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:36:14.528][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=1053112805, vt=2/96, sts=56348/225075675/0x278a009, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:39:39.783][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=1258362543, vt=2/96, sts=57818/241819360/0x278a009, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:43:29.614][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=1488195733, vt=2/96, sts=59326/258260872/0x278a009, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:45:05.999][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=1584583181, vt=2/96, sts=59942/272606412/0x278a009, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:49:22.750][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=1841324935, vt=2/96, sts=61538/288832105/0x278a009, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:51:34.334][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=1972914637, vt=2/96, sts=62408/305744639/0x278a009, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:57:10.965][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 472B, age=-1985435743, vt=2/96, sts=64331/336722578/0x278a009, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:06:08.056][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14140) ps rtp packet 1404B, age=-1448333683, vt=2/96, sts=30940/31572000/0x283650b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:10:39.323][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14140) ps rtp packet 321B, age=-1177072635, vt=2/96, sts=44299/55969201/0x283650b, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:49:17.224][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 1404B, age=1140834366, vt=2/96, sts=0/0/0x283c005, muxer (nil) lost_rate:00% req_id:
[2023-11-02 17:31:08.542][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 1404B, age=-642819743, vt=2/96, sts=22969/22824000/0x283640d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 17:32:27.456][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 1404B, age=-563909329, vt=2/96, sts=29557/29710800/0x283640d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 17:35:59.057][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 321B, age=-352303365, vt=2/96, sts=45308/48621601/0x283640d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 17:40:13.789][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 1404B, age=-97570952, vt=2/96, sts=63862/71625600/0x283640d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 17:48:08.238][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 321B, age=376887486, vt=2/96, sts=5849/7750801/0x283c507, muxer (nil) lost_rate:00% req_id:
[2023-11-02 18:04:15.041][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=1343690379, vt=2/96, sts=7079/94777200/0x283c507, muxer (nil) lost_rate:00% req_id:
[2023-11-02 18:07:22.329][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 321B, age=1530967058, vt=2/96, sts=18627/218502001/0x283640d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 18:13:27.792][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 321B, age=1896437873, vt=2/96, sts=39559/144511201/0x283c507, muxer (nil) lost_rate:00% req_id:
[2023-11-02 18:14:19.796][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14108) ps rtp packet 1404B, age=1948440754, vt=2/96, sts=41826/149184000/0x283c507, muxer (nil) lost_rate:00% req_id:
[2023-11-02 18:15:10.191][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 321B, age=1998839800, vt=2/96, sts=57604/260586001/0x283640d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 18:19:53.767][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 1404B, age=-2012551454, vt=2/96, sts=13764/285732000/0x283640d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:07:55.471][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 321B, age=869152386, vt=2/96, sts=36891/25016412/0x283a50d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:14:37.443][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 377B, age=1271122970, vt=2/96, sts=19192/61131600/0x283a50d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:22:22.673][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=1736354127, vt=2/96, sts=43813/97185600/0x283c30f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:30:51.522][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=-2049762804, vt=2/96, sts=47893/142945200/0x283c30f, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-02 19:35:10.428][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=-1790859885, vt=2/96, sts=22968/172123200/0x283a50d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:48:14.900][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=-1006389958, vt=2/96, sts=41124/242740800/0x283a50d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:50:02.168][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=-899118048, vt=2/96, sts=59588/246520800/0x283c30f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:52:10.790][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=-770501999, vt=2/96, sts=2234/264002400/0x283a50d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:52:35.969][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=-745327736, vt=2/96, sts=12114/260355600/0x283c30f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 19:56:31.069][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 321B, age=-510226075, vt=2/96, sts=33329/287413234/0x283a50d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:00:29.640][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=-271645736, vt=2/96, sts=63837/308847600/0x283a50d, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-02 20:01:44.064][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=-197224416, vt=2/96, sts=6673/315561960/0x283a50d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:18:18.282][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 321B, age=796988353, vt=2/96, sts=52930/404820017/0x283a50d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:25:45.736][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=1244449630, vt=2/96, sts=57995/439430400/0x283c30f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:33:04.588][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 321B, age=1683291846, vt=2/96, sts=12874/484765219/0x283a50d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:37:58.635][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 321B, age=1977348578, vt=2/96, sts=44891/511207201/0x283a50d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:39:17.650][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=2056365348, vt=2/96, sts=26624/512492400/0x283c30f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:43:42.215][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 321B, age=-1974036778, vt=2/96, sts=17581/542181605/0x283a50d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:45:23.551][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 321B, age=-1872710672, vt=2/96, sts=26379/551019964/0x283a50d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:49:39.401][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14040) ps rtp packet 1404B, age=-1616869140, vt=2/96, sts=45606/574135200/0x283a50d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:14:36.800][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 1404B, age=-119452541, vt=2/96, sts=28337/28356570/0x26d3f04, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:20:27.230][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=230969620, vt=2/96, sts=42906/62729640/0x26d240d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:27:08.782][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 791B, age=632520729, vt=2/96, sts=15385/96039900/0x26d3f04, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:29:12.854][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 1404B, age=756599553, vt=2/96, sts=21848/107218980/0x26d3f04, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:30:03.628][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 1404B, age=807376081, vt=2/96, sts=19185/114640470/0x26d240d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:30:52.277][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 853B, age=856022646, vt=2/96, sts=27668/116207550/0x26d3f04, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:32:29.944][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=953683090, vt=2/96, sts=34715/127804590/0x26d240d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:35:18.745][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 1404B, age=1122490209, vt=2/96, sts=45743/140125680/0x26d3f04, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:39:40.751][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14084) ps rtp packet 1404B, age=1384496319, vt=2/96, sts=59150/166533300/0x26d240d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:45:40.628][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14476) ps rtp packet 472B, age=1744376487, vt=2/96, sts=37936/230997587/0x278a009, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:48:16.864][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 1404B, age=1900593657, vt=2/96, sts=45345/210143520/0x26d3f04, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:49:11.401][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14476) ps rtp packet 472B, age=1955147866, vt=2/96, sts=60163/250549187/0x278a009, muxer (nil) lost_rate:00% req_id:
