Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-11-07 17:10:40.091][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=633362707, vt=2/96, sts=60611/60397470/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:13:04.579][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=777856818, vt=2/96, sts=23037/73404000/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:15:55.371][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=948654202, vt=2/96, sts=47881/88477200/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:24:46.533][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 321B, age=1479814673, vt=2/96, sts=32848/136432801/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:28:07.198][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=1680478089, vt=2/96, sts=53013/154368270/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:28:52.918][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 321B, age=1726195751, vt=2/96, sts=57208/158446806/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:29:38.877][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=1772159517, vt=2/96, sts=61614/162648000/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:30:24.034][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=1817308139, vt=2/96, sts=259/166734000/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:36:44.337][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=-2097343406, vt=2/96, sts=36358/201132000/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:46:27.264][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 321B, age=-1514418941, vt=2/96, sts=15229/253353602/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:50:27.095][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 321B, age=-1274597871, vt=2/96, sts=35211/275256001/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-07 17:54:03.379][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=-1058312870, vt=2/96, sts=54461/294688800/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-07 18:02:19.382][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=-562302209, vt=2/96, sts=43238/339048270/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-07 18:12:19.560][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 321B, age=37867525, vt=2/96, sts=7243/393030271/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-07 18:13:03.775][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 321B, age=82091237, vt=2/96, sts=9176/397018801/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-11-07 18:22:54.511][Trace][43129][f22tp914] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=672826717, vt=2/96, sts=31553/450201600/0x2706402, muxer (nil) lost_rate:00% req_id:
[2023-10-28 09:53:01.587][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=-568275083, vt=2/96, sts=6800/18560970/0x26d240f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 10:56:01.572][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 1404B, age=-1083247179, vt=2/96, sts=11755/135086400/0x283c302, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:23:06.929][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 1404B, age=542110637, vt=2/96, sts=24587/281361600/0x283c302, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:34:53.935][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 321B, age=1249116331, vt=2/96, sts=16124/345045871/0x283c302, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:49:29.921][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 1404B, age=2125104716, vt=2/96, sts=37557/423860400/0x283c302, muxer (nil) lost_rate:00% req_id:
[2023-10-28 11:59:19.653][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14020) ps rtp packet 1404B, age=-1580131075, vt=2/96, sts=62451/476892000/0x283c302, muxer (nil) lost_rate:00% req_id:
[2023-10-28 12:23:09.437][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 1404B, age=-150346925, vt=2/96, sts=28816/605566800/0x283c302, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 12:33:13.532][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14116) ps rtp packet 1404B, age=453738678, vt=2/96, sts=39245/876478320/0x283e706, muxer (nil) lost_rate:00% req_id:
[2023-10-28 16:09:56.508][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14096) ps rtp packet 1404B, age=571821546, vt=2/96, sts=17253/21204000/0x26cde07, muxer (nil) lost_rate:00% req_id:
[2023-10-28 16:19:44.201][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14188) ps rtp packet 1404B, age=1159514092, vt=2/96, sts=1597/1303200/0x283a50f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 16:24:03.988][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14188) ps rtp packet 1404B, age=1419289227, vt=2/96, sts=29277/24534000/0x283a50f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 16:33:31.023][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14204) ps rtp packet 321B, age=1986336538, vt=2/96, sts=26014/75722408/0x283a50f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 16:36:03.299][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14004) ps rtp packet 1404B, age=2138612073, vt=2/96, sts=42522/89262000/0x283a50f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 16:48:57.485][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14280) ps rtp packet 1404B, age=-1382169877, vt=2/96, sts=63129/158929200/0x283a50f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 17:01:11.856][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14204) ps rtp packet 1404B, age=-647800508, vt=2/96, sts=63006/224899200/0x283a50f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 17:05:16.270][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 1404B, age=-403383363, vt=2/96, sts=10167/246891600/0x283a50f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:57:49.653][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=-724837986, vt=2/96, sts=3212/1119600/0x2838808, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:10:39.614][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 1404B, age=-399516808, vt=2/96, sts=11231/11314530/0x283640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:36:12.122][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 550B, age=1132981417, vt=2/96, sts=14373/149241316/0x283640e, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 12:54:26.120][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 1404B, age=-2067983945, vt=2/96, sts=52411/247762516/0x283640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:06:56.767][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 1404B, age=-1317332584, vt=2/96, sts=58907/315392116/0x283640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:37:46.695][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 321B, age=532591208, vt=2/96, sts=115/481841731/0x283640e, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 13:40:55.627][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 321B, age=721527409, vt=2/96, sts=19181/498772522/0x283640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:09:26.099][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 321B, age=-1862971854, vt=2/96, sts=42961/652611317/0x283640e, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:29:50.040][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14216) ps rtp packet 1404B, age=-639036596, vt=2/96, sts=9763/762699316/0x283640e, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:23:29.596][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14148) ps rtp packet 1404B, age=-643978980, vt=2/96, sts=6386/8988660/0x26d7a06, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:24:29.587][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14148) ps rtp packet 1404B, age=-583993731, vt=2/96, sts=10034/14198130/0x26d7a06, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:37:48.115][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14028) ps rtp packet 1404B, age=214538806, vt=2/96, sts=10466/93658590/0x283e703, muxer (nil) lost_rate:00% req_id:
[2023-10-30 16:24:20.920][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1857433900, vt=2/96, sts=25654/128373840/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 16:32:24.551][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1373794563, vt=2/96, sts=34689/171850770/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 16:38:54.652][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-983700088, vt=2/96, sts=14398/206955180/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 16:40:02.142][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-916208669, vt=2/96, sts=33301/213032880/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 16:49:56.125][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-322226069, vt=2/96, sts=7819/266485680/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 16:51:34.432][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-223916638, vt=2/96, sts=36311/275333760/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 16:56:15.208][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=56862769, vt=2/96, sts=45783/300606480/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 17:00:55.375][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=337021460, vt=2/96, sts=55404/325832400/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 17:09:56.599][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=878235499, vt=2/96, sts=12333/374533200/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 17:27:00.332][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=1901987387, vt=2/96, sts=42006/466660620/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 17:38:21.791][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1711523393, vt=2/96, sts=39957/528006780/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 17:42:02.835][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1490490587, vt=2/96, sts=33642/547900740/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 17:53:34.589][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-798722840, vt=2/96, sts=24648/610136820/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 18:19:46.042][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=772729693, vt=2/96, sts=40508/751581090/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 18:25:27.798][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=1114483471, vt=2/96, sts=11212/782329860/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 18:25:58.113][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=1144799124, vt=2/96, sts=20422/785057130/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 18:31:24.840][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 647B, age=1471527583, vt=2/96, sts=54413/814508910/0x28b4906, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-30 18:44:08.524][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-2059756848, vt=2/96, sts=28039/883193760/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 18:45:03.222][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-2005074658, vt=2/96, sts=45560/888122160/0x28b4906, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-30 18:47:07.136][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1881146809, vt=2/96, sts=18095/899272440/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 18:48:10.469][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1817811878, vt=2/96, sts=37089/904964670/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 18:50:54.424][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1653865355, vt=2/96, sts=21648/919724760/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 18:54:48.452][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1419827499, vt=2/96, sts=27471/940789530/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:03:40.899][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-887386632, vt=2/96, sts=41279/988704990/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:08:22.443][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-605838338, vt=2/96, sts=45899/1014049800/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:14:05.861][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-262424762, vt=2/96, sts=4495/1044946260/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:20:51.518][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=143236141, vt=2/96, sts=51123/1081459260/0x28b4906, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-30 19:26:03.923][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=455639209, vt=2/96, sts=11250/1109574540/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:29:19.230][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=650949014, vt=2/96, sts=2423/1127148300/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:30:17.434][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=709154345, vt=2/96, sts=19339/1132390170/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:31:54.703][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=806417799, vt=2/96, sts=48200/1141151850/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:33:17.180][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=888898159, vt=2/96, sts=6194/1148566140/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:33:43.722][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=915443090, vt=2/96, sts=13998/1150961940/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:39:21.284][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=1253000626, vt=2/96, sts=45395/1181336040/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:40:19.619][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=1311334993, vt=2/96, sts=62577/1186585110/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:45:31.149][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=1622860172, vt=2/96, sts=23328/1214682300/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:49:18.259][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=1849963774, vt=2/96, sts=25670/1235062620/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:49:47.116][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=1878834043, vt=2/96, sts=34120/1237667310/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:55:53.687][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-2049563569, vt=2/96, sts=5891/1270646100/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:57:51.599][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1931648343, vt=2/96, sts=39064/1281256020/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 19:58:20.079][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1903173127, vt=2/96, sts=47102/1283824710/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 20:07:14.011][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1369242830, vt=2/96, sts=1342/1331877060/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 20:08:17.223][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1306023220, vt=2/96, sts=18450/1337565690/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 20:14:46.981][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-916281244, vt=2/96, sts=58032/1372655610/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 20:29:29.229][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-34021779, vt=2/96, sts=37529/1452040380/0x28b4906, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-30 20:33:24.172][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=200925567, vt=2/96, sts=35882/1473188040/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 20:39:06.116][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=542867807, vt=2/96, sts=61033/1503958410/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 20:40:35.046][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=631798803, vt=2/96, sts=18799/1511967150/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 20:43:12.652][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=789393870, vt=2/96, sts=59549/1526150880/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 20:46:27.259][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=984006904, vt=2/96, sts=45872/1543659840/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 20:48:05.255][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=1082004249, vt=2/96, sts=5901/1552500720/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 20:55:10.834][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=1507573634, vt=2/96, sts=48258/1590782670/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 21:13:19.240][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1698975526, vt=2/96, sts=21004/1688742810/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 21:23:13.402][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1104813447, vt=2/96, sts=142/1742217210/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 21:24:46.278][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1011951688, vt=2/96, sts=28334/1750575330/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 21:26:15.291][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-922927847, vt=2/96, sts=55654/1758584070/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 21:34:48.531][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-409699829, vt=2/96, sts=10199/1804773870/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 21:40:34.460][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-63753473, vt=2/96, sts=40975/1835911710/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 21:52:40.766][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=662552486, vt=2/96, sts=57588/1901282130/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 21:53:08.898][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=690673692, vt=2/96, sts=65454/1903807620/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 22:01:07.774][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=1169551493, vt=2/96, sts=5115/1946899080/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 22:05:24.813][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=1426591057, vt=2/96, sts=14689/1970031780/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 22:10:21.900][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=1723676991, vt=2/96, sts=35210/1996770780/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 22:12:45.956][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=1867740855, vt=2/96, sts=11276/2009740410/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 22:16:02.183][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=2063963014, vt=2/96, sts=63312/2027397060/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 22:26:45.746][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1587439873, vt=2/96, sts=42646/2085378390/0x28b4906, muxer (nil) lost_rate:00% req_id:
[2023-10-30 22:29:04.586][Trace][43164][996g321o] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14212) ps rtp packet 1404B, age=-1448603708, vt=2/96, sts=12870/2097811170/0x28b4906, muxer (nil) lost_rate:00% req_id:
