Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-11-02 16:16:18.156][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=-1004468098, vt=2/96, sts=57052/370512001/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:17:02.327][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=-960312887, vt=2/96, sts=33973/446961330/0x27f670a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:20:26.535][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1051B, age=-756105650, vt=2/96, sts=15790/392594400/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:25:23.686][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=-458937513, vt=2/96, sts=30911/419349600/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:26:34.146][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=-388477306, vt=2/96, sts=34405/425664001/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:28:42.498][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=-260126051, vt=2/96, sts=4869/509756131/0x27f670a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:41:39.872][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=517247587, vt=2/96, sts=33280/507535560/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:43:43.736][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=641109568, vt=2/96, sts=49470/518328000/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:46:50.731][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=828099906, vt=2/96, sts=9554/535179600/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:47:17.284][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=854649691, vt=2/96, sts=11855/183632400/0x27f6708, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-02 16:48:29.554][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=926929854, vt=2/96, sts=15070/544075200/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:50:29.192][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=1046566785, vt=2/96, sts=20416/554828400/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:53:24.202][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=1221564900, vt=2/96, sts=28094/570582000/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:55:21.916][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 321B, age=1339285185, vt=2/96, sts=20051/227145608/0x27f6708, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:56:54.468][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=1431842553, vt=2/96, sts=33315/589460409/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:00:37.367][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=-430164810, vt=2/96, sts=0/0/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:12:03.438][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=255894970, vt=2/96, sts=50814/61774920/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:14:40.045][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=412517440, vt=2/96, sts=62539/75926160/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:18:04.129][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=616583742, vt=2/96, sts=11851/94256550/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:32:30.387][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=1482853343, vt=2/96, sts=11476/172214640/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:34:28.685][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=1601155857, vt=2/96, sts=21105/182921760/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:35:00.878][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=1633350807, vt=2/96, sts=23366/185749920/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:35:33.044][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=1665499634, vt=2/96, sts=26086/188696880/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:36:05.250][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=1697720930, vt=2/96, sts=28369/191578950/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:36:37.406][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 538B, age=1729878215, vt=2/96, sts=30781/194471910/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:37:41.802][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=1794276602, vt=2/96, sts=36016/200214630/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:39:45.642][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=1918113222, vt=2/96, sts=45453/211422510/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:40:15.741][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=1948215645, vt=2/96, sts=47843/214095690/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:42:22.681][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=2075142387, vt=2/96, sts=57784/225472860/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:44:58.848][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=-2063648952, vt=2/96, sts=3700/239609790/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:53:38.927][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=-1543570213, vt=2/96, sts=31586/286332750/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 20:55:00.951][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=-1461542986, vt=2/96, sts=36305/293487660/0x283e70f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:32:43.392][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=800894913, vt=2/96, sts=27074/161722803/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 21:57:28.069][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 321B, age=-2009392557, vt=2/96, sts=7859/3416406/0x283c909, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:05:19.348][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=-1538121366, vt=2/96, sts=24493/337222786/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:08:27.320][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=-1350150323, vt=2/96, sts=27718/355100403/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:13:13.826][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=-1063635272, vt=2/96, sts=33062/378961212/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:29:10.395][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=-107079269, vt=2/96, sts=49560/466866018/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:29:40.470][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=-76990574, vt=2/96, sts=50503/468979186/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:32:06.795][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 1404B, age=69322355, vt=2/96, sts=54902/482547586/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:35:52.366][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 832B, age=294904579, vt=2/96, sts=16966/14706000/0x283c80d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:37:22.380][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=384917388, vt=2/96, sts=63889/511329587/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:38:23.394][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=445914856, vt=2/96, sts=32966/28432800/0x283c80d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:39:27.691][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=510224754, vt=2/96, sts=1960/521470792/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:40:31.982][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 1404B, age=574516188, vt=2/96, sts=3694/527756386/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:44:17.030][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 1404B, age=799568386, vt=2/96, sts=9657/548409856/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:44:49.199][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=831730637, vt=2/96, sts=10589/550486795/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:47:52.092][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=1014618704, vt=2/96, sts=15607/566657988/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:48:22.096][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 321B, age=1044633838, vt=2/96, sts=31338/82346406/0x283c80d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:49:52.112][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=1134643693, vt=2/96, sts=41254/90435600/0x283c80d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:51:20.052][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 1404B, age=1222583607, vt=2/96, sts=51026/98283600/0x283c80d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:54:15.792][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14104) ps rtp packet 321B, age=1398318503, vt=2/96, sts=4960/114112820/0x283c80d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 22:56:12.718][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=1515251748, vt=2/96, sts=28669/611517605/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:08:44.678][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=-2027750623, vt=2/96, sts=42630/680886006/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:10:22.148][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=-1930292799, vt=2/96, sts=44190/688762824/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:10:52.246][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=-1900185189, vt=2/96, sts=44766/690505253/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:12:22.295][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=-1810142875, vt=2/96, sts=46348/698436009/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:13:22.313][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=-1750126043, vt=2/96, sts=47301/704455457/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:15:52.494][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=-1599951603, vt=2/96, sts=49859/718019998/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:16:21.455][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=-1570976196, vt=2/96, sts=50403/719726434/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:42:07.557][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=-24880450, vt=2/96, sts=13925/860399995/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:44:11.825][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=99394444, vt=2/96, sts=16054/870523199/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:48:17.623][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=345181389, vt=2/96, sts=20651/892771186/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:54:14.228][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=701794762, vt=2/96, sts=27612/925747226/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:54:43.440][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 1404B, age=731011419, vt=2/96, sts=28070/927921586/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-02 23:57:39.826][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=907393188, vt=2/96, sts=30255/943272006/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:10:03.810][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=1651373860, vt=2/96, sts=37862/1009983599/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:18:19.537][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=2147091632, vt=2/96, sts=43186/1055700041/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:18:51.715][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=-2115685261, vt=2/96, sts=43528/1057791644/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:19:57.637][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=-2049771923, vt=2/96, sts=44292/1064422787/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:21:20.865][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=-1966530246, vt=2/96, sts=45329/1071658828/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:22:14.995][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=-1912411335, vt=2/96, sts=45881/1076490079/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:26:24.018][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=-1663376795, vt=2/96, sts=48734/1099245586/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:26:56.732][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=-1630665720, vt=2/96, sts=49052/1100401276/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:35:44.243][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=-1103155045, vt=2/96, sts=54527/1149400801/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:37:14.365][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=-1013035594, vt=2/96, sts=55449/1156521666/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:39:54.302][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=-853094378, vt=2/96, sts=57094/1170720061/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:44:11.614][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14268) ps rtp packet 472B, age=-595780997, vt=2/96, sts=59835/1196056789/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:46:52.360][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=-435038772, vt=2/96, sts=61576/1208350834/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:51:41.708][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=-145687099, vt=2/96, sts=64733/1235746787/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:58:24.550][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=257143425, vt=2/96, sts=3171/1270774964/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 00:59:53.883][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=346471831, vt=2/96, sts=3857/1278471745/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 01:03:35.794][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 472B, age=568396304, vt=2/96, sts=5468/1296759749/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-03 13:30:56.835][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1835212811, vt=2/96, sts=0/0/0x2836406, muxer (nil) lost_rate:00% req_id:
[2023-11-03 13:32:14.197][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 321B, age=-1757842766, vt=2/96, sts=6276/6825602/0x2836406, muxer (nil) lost_rate:00% req_id:
[2023-11-03 14:58:21.045][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 321B, age=-885957843, vt=2/96, sts=44164/34776361/0x2836406, muxer (nil) lost_rate:00% req_id:
[2023-11-03 15:16:16.344][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 1404B, age=189329597, vt=2/96, sts=0/0/0x283e704, muxer (nil) lost_rate:00% req_id:
[2023-11-03 16:53:51.091][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 57B, age=1749121371, vt=2/96, sts=11541/16923600/0x27f2d03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 17:07:25.925][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-1731026231, vt=2/96, sts=58582/90262800/0x27f2d03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 17:13:28.679][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=-1368274965, vt=2/96, sts=10878/122893200/0x27f2d03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 17:23:37.319][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-759624321, vt=2/96, sts=39339/177681600/0x27f2d03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 17:28:11.307][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-485641095, vt=2/96, sts=50628/202309200/0x27f2d03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 17:28:35.569][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 321B, age=-461381385, vt=2/96, sts=51563/204469207/0x27f2d03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 17:29:51.022][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14200) ps rtp packet 1404B, age=-385931010, vt=2/96, sts=2430/8109630/0x26d7a09, muxer (nil) lost_rate:00% req_id:
[2023-11-03 17:31:00.699][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 321B, age=-316248977, vt=2/96, sts=56993/217584010/0x27f2d03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 17:34:41.432][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 1404B, age=-95508286, vt=2/96, sts=19/237445200/0x27f2d03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 17:49:51.263][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=814326201, vt=2/96, sts=36427/319312800/0x27f2d03, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:12:42.000][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=-2109903845, vt=2/96, sts=1782/1987560/0x2838801, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:13:00.523][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=-2091383750, vt=2/96, sts=3439/3657600/0x2838801, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:14:38.362][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 321B, age=-1993548794, vt=2/96, sts=13247/12452404/0x2838801, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:17:41.429][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=-1810482909, vt=2/96, sts=27783/28962000/0x2838801, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:21:48.331][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 321B, age=-1563572800, vt=2/96, sts=46006/51084039/0x2838801, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:26:29.346][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 321B, age=-1282560994, vt=2/96, sts=64245/76474802/0x2838801, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:30:22.810][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 321B, age=-1049094481, vt=2/96, sts=15261/97434001/0x2838801, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-03 18:34:20.452][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=-811467583, vt=2/96, sts=29741/118836000/0x2838801, muxer (nil) lost_rate:00% req_id:
[2023-11-03 18:35:05.750][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 321B, age=-766158870, vt=2/96, sts=31843/122889604/0x2838801, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-03 19:00:16.240][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14176) ps rtp packet 1404B, age=744316831, vt=2/96, sts=0/0/0x283880c, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-03 19:03:48.987][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14176) ps rtp packet 1404B, age=957072385, vt=2/96, sts=30741/19076400/0x283880c, muxer (nil) lost_rate:00% req_id:
[2023-11-03 19:04:14.439][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14176) ps rtp packet 1404B, age=982534309, vt=2/96, sts=34587/21366000/0x283880c, muxer (nil) lost_rate:00% req_id:
[2023-11-03 19:05:30.215][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14176) ps rtp packet 1404B, age=1058308762, vt=2/96, sts=44219/28180800/0x283880c, muxer (nil) lost_rate:00% req_id:
