Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-10-29 12:41:12.217][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 321B, age=1266843321, vt=2/96, sts=40854/176370917/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:46:56.023][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 321B, age=1610645033, vt=2/96, sts=8063/207280517/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:50:36.259][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 321B, age=1830886004, vt=2/96, sts=29114/227130918/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:51:04.074][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 321B, age=1858699697, vt=2/96, sts=31697/229636517/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:53:19.122][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 321B, age=1993741045, vt=2/96, sts=45565/241764921/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:54:39.681][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 321B, age=2074304022, vt=2/96, sts=53858/249011728/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:55:58.686][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=-2141652619, vt=2/96, sts=62120/256136116/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 12:58:18.569][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=-2001777790, vt=2/96, sts=10787/268728916/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:01:31.983][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=-1808359909, vt=2/96, sts=29559/286091716/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:05:13.673][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=-1586683491, vt=2/96, sts=48635/306060916/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:05:41.997][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 321B, age=-1558352474, vt=2/96, sts=51172/308606127/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:07:07.004][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 321B, age=-1473344931, vt=2/96, sts=59987/316288521/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:12:12.040][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=-1168306160, vt=2/96, sts=28873/343709716/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:12:40.372][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=-1139967471, vt=2/96, sts=32040/346269316/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:16:44.107][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 321B, age=-896238225, vt=2/96, sts=59474/368092533/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:21:48.630][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 321B, age=-591723221, vt=2/96, sts=28200/395636121/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:22:16.570][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=-563775847, vt=2/96, sts=31381/398152516/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:29:16.441][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 321B, age=-143908117, vt=2/96, sts=11826/435945331/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:36:09.210][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=268864379, vt=2/96, sts=56315/473079316/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:38:02.564][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=382218673, vt=2/96, sts=1621/483166516/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:40:52.632][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=552280748, vt=2/96, sts=18962/498542116/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:44:20.199][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=759858972, vt=2/96, sts=39844/517215316/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:45:11.059][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 321B, age=810717249, vt=2/96, sts=45275/521837717/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:47:20.744][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 321B, age=940400589, vt=2/96, sts=58401/533516117/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:48:45.758][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=1025402691, vt=2/96, sts=1889/541162516/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 13:55:58.969][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=1458628896, vt=2/96, sts=47532/579999316/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:07:23.964][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 321B, age=2143625850, vt=2/96, sts=33651/641465717/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:11:04.983][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=-1930322167, vt=2/96, sts=50308/661395316/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:17:29.157][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 321B, age=-1546157312, vt=2/96, sts=15520/696192917/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 14:23:48.054][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 321B, age=-1167261951, vt=2/96, sts=46369/730320923/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:24:41.690][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14396) ps rtp packet 1404B, age=-1683423411, vt=2/96, sts=2823/6600150/0x283e708, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:25:47.098][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14396) ps rtp packet 1404B, age=-1618012957, vt=2/96, sts=5070/12501270/0x283e708, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:25:35.880][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=-683936534, vt=2/96, sts=5929/10126530/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:27:10.116][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=-589698662, vt=2/96, sts=1396/1083602/0x283a501, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:27:33.696][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=-566127115, vt=2/96, sts=4160/3207600/0x283a501, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:33:20.364][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14196) ps rtp packet 673B, age=-219461908, vt=2/96, sts=12884/12160800/0x2836408, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:34:30.767][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 1404B, age=-149047902, vt=2/96, sts=43537/57362040/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:36:49.122][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14048) ps rtp packet 321B, age=-10705804, vt=2/96, sts=51864/69767642/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-10-30 08:44:42.842][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=463020002, vt=2/96, sts=19100/112650930/0x278a008, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-30 10:30:13.127][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14188) ps rtp packet 1404B, age=-1796624910, vt=2/96, sts=1/0/0x283640c, muxer (nil) lost_rate:00% req_id:
[2023-10-30 14:22:48.504][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 1404B, age=-726160082, vt=2/96, sts=11882/12016800/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 14:26:10.179][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 321B, age=-524487726, vt=2/96, sts=31466/30207619/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 14:26:32.589][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 321B, age=-502076099, vt=2/96, sts=33535/32194801/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 14:34:58.587][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 1404B, age=3916802, vt=2/96, sts=19549/77770800/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 14:36:08.674][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 1404B, age=74013048, vt=2/96, sts=27110/84016800/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 14:38:20.822][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 1404B, age=206168337, vt=2/96, sts=41180/96008400/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 14:42:00.581][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 159B, age=425924340, vt=2/96, sts=64059/115790400/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 14:46:00.491][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 321B, age=665825259, vt=2/96, sts=23772/137332801/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 14:53:45.681][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 321B, age=1131029424, vt=2/96, sts=5542/179247604/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 15:00:41.755][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 1404B, age=1547092780, vt=2/96, sts=39381/216460800/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 15:01:24.219][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 321B, age=1589559920, vt=2/96, sts=42266/220132801/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 15:08:00.762][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 1404B, age=1986110961, vt=2/96, sts=9130/256147546/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 15:08:45.192][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 1404B, age=2030535751, vt=2/96, sts=12683/259999186/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 15:16:34.875][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 321B, age=-1794761882, vt=2/96, sts=50645/302054399/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 15:28:41.582][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 1404B, age=-1068053378, vt=2/96, sts=32821/367415986/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 15:37:16.594][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 1404B, age=-553036284, vt=2/96, sts=4867/413884786/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-30 15:41:18.773][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14056) ps rtp packet 321B, age=-310862340, vt=2/96, sts=22525/435686390/0x2836404, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:05:21.631][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14136) ps rtp packet 1404B, age=1062860213, vt=2/96, sts=5397/11570400/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:21:08.277][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14136) ps rtp packet 472B, age=2009502204, vt=2/96, sts=13547/97423217/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-10-31 23:28:19.759][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14136) ps rtp packet 472B, age=-1853986751, vt=2/96, sts=16714/129078531/0x278a008, muxer (nil) lost_rate:00% req_id:
[2023-11-01 02:27:23.562][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14060) ps rtp packet 321B, age=299878906, vt=2/96, sts=2439/33048010/0x283c301, muxer (nil) lost_rate:00% req_id:
[2023-11-01 04:55:21.080][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14000) ps rtp packet 1404B, age=587468221, vt=2/96, sts=61717/322412400/0x283c301, muxer (nil) lost_rate:00% req_id:
[2023-11-01 08:39:11.217][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=1132709602, vt=2/96, sts=60984/78534000/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-11-01 08:41:17.344][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=1258824047, vt=2/96, sts=8875/89870400/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-11-01 08:43:03.279][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 321B, age=1364757783, vt=2/96, sts=33248/99507605/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-11-01 08:44:25.112][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=1446603035, vt=2/96, sts=53292/106790400/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-11-01 08:44:52.376][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=1473868870, vt=2/96, sts=60018/109324800/0x283c309, muxer (nil) lost_rate:00% req_id:
[0m[2023-11-01 08:46:52.160][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 321B, age=1593652419, vt=2/96, sts=24403/120056409/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-11-01 08:51:11.739][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 313B, age=1853227032, vt=2/96, sts=21573/143449200/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-11-01 08:51:58.283][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=1899774984, vt=2/96, sts=32701/147564000/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-11-01 08:52:58.527][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=1960003732, vt=2/96, sts=46354/152967600/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-11-01 08:57:25.128][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=-2068352846, vt=2/96, sts=7327/176954400/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-11-01 08:57:52.165][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 321B, age=-2041325045, vt=2/96, sts=9164/179352020/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-11-01 08:58:19.443][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 321B, age=-2014050544, vt=2/96, sts=10788/181821605/0x283c309, muxer (nil) lost_rate:00% req_id:
[2023-11-02 11:50:26.072][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 1404B, age=223313706, vt=2/96, sts=0/0/0x2836403, muxer (nil) lost_rate:00% req_id:
[2023-11-02 11:52:51.370][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 321B, age=368615288, vt=2/96, sts=11895/13010401/0x2836403, muxer (nil) lost_rate:00% req_id:
[2023-11-02 11:58:15.745][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 1404B, age=692990854, vt=2/96, sts=37522/42123600/0x2836403, muxer (nil) lost_rate:00% req_id:
[2023-11-02 12:05:20.661][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 1404B, age=1117900828, vt=2/96, sts=6534/80467560/0x2836403, muxer (nil) lost_rate:00% req_id:
[2023-11-02 12:08:22.086][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14044) ps rtp packet 1404B, age=1299328037, vt=2/96, sts=21344/96836400/0x2836403, muxer (nil) lost_rate:00% req_id:
[2023-11-02 13:40:14.800][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=-1777895079, vt=2/96, sts=59993/27849870/0x283c90f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 13:42:21.263][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=-1651426694, vt=2/96, sts=2714/39265200/0x283c90f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 13:50:44.012][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 321B, age=-1148682346, vt=2/96, sts=35814/84470401/0x283c90f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 13:58:06.863][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 321B, age=-705828542, vt=2/96, sts=56661/124185601/0x283c90f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:04:39.570][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 321B, age=-313125408, vt=2/96, sts=6917/159602403/0x283c90f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:19:18.827][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14052) ps rtp packet 1404B, age=566128278, vt=2/96, sts=38244/238798800/0x283c90f, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:46:39.754][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=-2087906295, vt=2/96, sts=4644/4608016/0x283640a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:52:06.197][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=-1761460836, vt=2/96, sts=30412/33804000/0x283640a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:58:53.760][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=-1353899212, vt=2/96, sts=30503/25052130/0x27f670a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:03:47.031][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=-1060625736, vt=2/96, sts=932/51461730/0x27f670a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:06:25.051][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=-902609679, vt=2/96, sts=15186/65404531/0x27f670a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:10:33.659][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=-654014010, vt=2/96, sts=9080/15220802/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:13:57.698][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=-449966268, vt=2/96, sts=36553/106080931/0x27f670a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:17:18.270][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=-249390459, vt=2/96, sts=44014/124124137/0x27f670a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:19:32.914][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=-114744305, vt=2/96, sts=32006/63756001/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:20:47.809][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=-39862205, vt=2/96, sts=34972/70473605/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:24:41.394][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=193726965, vt=2/96, sts=44657/91479616/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:26:27.145][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=299485434, vt=2/96, sts=60254/173548530/0x27f670a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:28:50.490][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=442820049, vt=2/96, sts=56305/113947566/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:34:51.256][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=803593191, vt=2/96, sts=7881/146419201/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:42:06.429][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14236) ps rtp packet 1404B, age=1238769923, vt=2/96, sts=1222/2233710/0x283e704, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:43:32.017][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=1324356375, vt=2/96, sts=21377/265780533/0x27f670a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:50:31.755][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=1744097711, vt=2/96, sts=45513/231073203/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:50:58.334][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=1770670642, vt=2/96, sts=46538/233470800/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:51:23.119][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=1795457400, vt=2/96, sts=47474/235688400/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:52:59.082][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 1404B, age=1891420303, vt=2/96, sts=32749/316814130/0x27f670a, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:55:42.861][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14164) ps rtp packet 1404B, age=2055200780, vt=2/96, sts=10247/24699870/0x283fe0e, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:57:06.999][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14236) ps rtp packet 1404B, age=2139342845, vt=2/96, sts=38308/83293650/0x283e704, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:59:30.170][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 321B, age=-2012454062, vt=2/96, sts=4173/279525606/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:05:04.475][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14112) ps rtp packet 1404B, age=-1678153501, vt=2/96, sts=20699/309625200/0x27f2d08, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:08:35.380][Trace][10770][7357o0r9] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14032) ps rtp packet 321B, age=-1467247819, vt=2/96, sts=946/401032536/0x27f670a, muxer (nil) lost_rate:00% req_id:
