Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-10-29 20:02:32.341][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14380) ps rtp packet 1404B, age=1791894918, vt=2/96, sts=13499/335297070/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:03:51.547][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 1404B, age=1871101557, vt=2/96, sts=32698/4062706366/0x2747e02, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:06:56.123][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14288) ps rtp packet 1404B, age=2055674311, vt=2/96, sts=38515/359039070/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:14:08.955][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14444) ps rtp packet 1404B, age=-1806468354, vt=2/96, sts=58130/343267470/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:16:57.664][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14440) ps rtp packet 1404B, age=-1637752709, vt=2/96, sts=8533/358391070/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:17:25.467][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-1609952422, vt=2/96, sts=31668/415674270/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:22:40.928][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14288) ps rtp packet 1404B, age=-1294486960, vt=2/96, sts=61927/444024270/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:27:22.199][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14152) ps rtp packet 1404B, age=-1013216362, vt=2/96, sts=23442/469368270/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:29:42.426][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 1404B, age=-872989852, vt=2/96, sts=48265/4202220766/0x2747e02, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:32:46.618][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14288) ps rtp packet 1404B, age=-688797340, vt=2/96, sts=53694/498513870/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:41:55.873][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=-139539633, vt=2/96, sts=23863/704235870/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:42:46.911][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14176) ps rtp packet 1404B, age=-88508498, vt=2/96, sts=38205/552546270/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 20:48:07.440][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14544) ps rtp packet 1404B, age=232012695, vt=2/96, sts=44444/526662270/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:02:38.892][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14380) ps rtp packet 1404B, age=1103478040, vt=2/96, sts=5039/659819070/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:06:18.305][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14520) ps rtp packet 1404B, age=1322891190, vt=2/96, sts=3739/624841470/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:10:18.549][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14288) ps rtp packet 1404B, age=1563128479, vt=2/96, sts=45194/701197470/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:11:33.316][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14328) ps rtp packet 1404B, age=1637899832, vt=2/96, sts=51518/707969070/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:16:00.535][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14328) ps rtp packet 1404B, age=1905121372, vt=2/96, sts=8716/732017070/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:16:24.308][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14544) ps rtp packet 1404B, age=1928891615, vt=2/96, sts=55721/679374270/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:18:14.772][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14192) ps rtp packet 1404B, age=2039354260, vt=2/96, sts=20311/744055470/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:20:59.990][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14028) ps rtp packet 1404B, age=-2090391678, vt=2/96, sts=24460/915152670/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:21:53.577][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14380) ps rtp packet 1404B, age=-2036809012, vt=2/96, sts=37292/763146270/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:24:03.606][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 1404B, age=-1906777564, vt=2/96, sts=50836/200196270/0x2747e02, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:24:31.415][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14192) ps rtp packet 1404B, age=-1878965887, vt=2/96, sts=39679/777312270/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:24:56.095][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14288) ps rtp packet 1404B, age=-1854288216, vt=2/96, sts=40018/779551470/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:28:35.428][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14440) ps rtp packet 1404B, age=-1634952029, vt=2/96, sts=21901/744609870/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:29:03.588][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14520) ps rtp packet 1404B, age=-1606798423, vt=2/96, sts=22274/747111870/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:32:12.109][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14328) ps rtp packet 1404B, age=-1418274185, vt=2/96, sts=48064/818849070/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:33:55.580][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14380) ps rtp packet 1404B, age=-1314800564, vt=2/96, sts=51805/828093870/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:44:48.099][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-662286826, vt=2/96, sts=8594/79554060/0x2e0c809, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:51:34.013][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14444) ps rtp packet 681B, age=-256367293, vt=2/96, sts=920/868622670/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:53:30.725][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=-139655678, vt=2/96, sts=4295/878047470/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 21:59:46.165][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=235779147, vt=2/96, sts=11407/911847870/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:00:34.555][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=284167606, vt=2/96, sts=2952/164724750/0x2e0c809, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:01:55.260][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14440) ps rtp packet 1404B, age=364871234, vt=2/96, sts=13700/924537870/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:07:49.669][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=719280257, vt=2/96, sts=10556/203885730/0x2e0c809, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:09:42.207][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14440) ps rtp packet 1404B, age=831816558, vt=2/96, sts=21215/966571470/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:18:32.654][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1362273594, vt=2/96, sts=22296/261762570/0x2e0c809, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:21:59.157][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1568774574, vt=2/96, sts=26698/280345140/0x2e0c809, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:37:51.943][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1773410280, vt=2/96, sts=49769/366099390/0x2e0c809, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:41:29.459][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1555892601, vt=2/96, sts=54947/385672680/0x2e0c809, muxer (nil) lost_rate:00% req_id:
[2023-10-29 22:47:50.126][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=-1175228706, vt=2/96, sts=64313/419919660/0x2e0c809, muxer (nil) lost_rate:00% req_id:
[2023-10-30 11:06:59.630][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=224605255, vt=2/96, sts=3059/1281870/0x27f8301, muxer (nil) lost_rate:00% req_id:
[2023-11-01 01:59:57.336][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1531614484, vt=2/96, sts=0/0/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-11-01 02:00:45.572][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-1483382223, vt=2/96, sts=2542/4291206/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-11-01 02:09:47.646][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 321B, age=-941300787, vt=2/96, sts=28461/53096407/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-11-01 02:10:39.460][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-889483457, vt=2/96, sts=30889/57902400/0x2834d0f, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:15:59.628][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=-1834087710, vt=2/96, sts=48563/132170400/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-11-01 10:22:43.907][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14096) ps rtp packet 1404B, age=-1429808617, vt=2/96, sts=50741/515635200/0x2747e04, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:36:10.945][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=-1317734757, vt=2/96, sts=44773/565099200/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-11-01 11:49:11.699][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=-536981994, vt=2/96, sts=15848/676504800/0x2747e04, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:01:42.961][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=214263071, vt=2/96, sts=31365/744195600/0x2747e04, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:07:22.507][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14124) ps rtp packet 1404B, age=553815961, vt=2/96, sts=10052/869634000/0x2747e04, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:10:52.094][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14124) ps rtp packet 1404B, age=763409905, vt=2/96, sts=15132/888210000/0x2747e04, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:12:57.294][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14380) ps rtp packet 1404B, age=888603906, vt=2/96, sts=26749/763628400/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:14:37.046][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=988352082, vt=2/96, sts=29013/772599870/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:19:56.221][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14380) ps rtp packet 1404B, age=1307537637, vt=2/96, sts=36147/801349200/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:26:36.269][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=1707587465, vt=2/96, sts=45310/837489600/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:28:06.072][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14380) ps rtp packet 1404B, age=1797387799, vt=2/96, sts=47217/845391600/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:31:10.029][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=1981341898, vt=2/96, sts=7031/903214800/0x2747e04, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:31:33.610][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=2004928709, vt=2/96, sts=52142/864050400/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:44:51.932][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=-1491726871, vt=2/96, sts=3835/935877600/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:49:59.276][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=-1184378121, vt=2/96, sts=9735/963633600/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-11-01 12:52:06.844][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14372) ps rtp packet 1404B, age=-1056811916, vt=2/96, sts=12257/975045600/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:01:58.573][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=-465084252, vt=2/96, sts=44736/1069513200/0x2747e04, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:03:31.616][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14124) ps rtp packet 1404B, age=-372036650, vt=2/96, sts=16956/1172638800/0x2747e04, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:05:22.675][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14380) ps rtp packet 1404B, age=-260980937, vt=2/96, sts=27735/1046703600/0x2747e09, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:15:16.179][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14096) ps rtp packet 1404B, age=332523711, vt=2/96, sts=39432/1447520400/0x2747e04, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:18:58.645][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14244) ps rtp packet 1404B, age=554996816, vt=2/96, sts=20609/59328000/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:22:21.333][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14244) ps rtp packet 321B, age=757669712, vt=2/96, sts=46570/77544018/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:28:53.621][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14296) ps rtp packet 321B, age=1149969496, vt=2/96, sts=31617/112856404/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:31:47.386][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14296) ps rtp packet 321B, age=1323734799, vt=2/96, sts=53956/128498415/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:32:33.395][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14560) ps rtp packet 1404B, age=1369731514, vt=2/96, sts=61394/119934000/0x2747e0b, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:32:57.293][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14220) ps rtp packet 1404B, age=1393642151, vt=2/96, sts=55204/1237330800/0x2747e04, muxer (nil) lost_rate:00% req_id:
[2023-11-01 13:36:38.320][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14184) ps rtp packet 321B, age=1614664191, vt=2/96, sts=26298/154720813/0x2706407, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:39:12.326][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=1574365936, vt=2/96, sts=0/0/0x283690d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:43:27.079][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=1829115335, vt=2/96, sts=16461/22842000/0x283690d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:44:52.723][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 321B, age=1914755844, vt=2/96, sts=22922/30553206/0x283690d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:47:05.976][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 321B, age=2048014110, vt=2/96, sts=33041/42548403/0x283690d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:53:41.458][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14072) ps rtp packet 1404B, age=-1851477908, vt=2/96, sts=54538/78098400/0x283690d, muxer (nil) lost_rate:00% req_id:
[2023-11-02 14:56:30.491][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 1404B, age=-1682440437, vt=2/96, sts=13871/11599200/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:00:09.981][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 1404B, age=-1462947331, vt=2/96, sts=34871/31341600/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:09:48.945][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=-883982729, vt=2/96, sts=38957/83221200/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:10:31.961][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=-840966808, vt=2/96, sts=17569/86976013/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:10:53.788][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=-819139063, vt=2/96, sts=18453/88920011/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:21:05.803][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-207128217, vt=2/96, sts=52453/144172800/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:24:08.553][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14156) ps rtp packet 321B, age=-24375764, vt=2/96, sts=48086/160470365/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:36:31.741][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=718800961, vt=2/96, sts=9505/227390401/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:46:05.652][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14148) ps rtp packet 1404B, age=1292723652, vt=2/96, sts=18976/279108000/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:49:00.762][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14148) ps rtp packet 1404B, age=1467834934, vt=2/96, sts=22157/294868800/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:52:35.451][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14148) ps rtp packet 1404B, age=1682521980, vt=2/96, sts=26269/314182800/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:53:39.449][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14148) ps rtp packet 1404B, age=1746520515, vt=2/96, sts=27490/319921200/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:54:01.490][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14148) ps rtp packet 1404B, age=1768547900, vt=2/96, sts=27838/321958800/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-11-02 15:55:55.966][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=1883023078, vt=2/96, sts=29788/332233200/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:08:52.947][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14092) ps rtp packet 321B, age=-1634954525, vt=2/96, sts=1932/402084001/0x2706405, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:12:20.291][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14100) ps rtp packet 1404B, age=-1427612221, vt=2/96, sts=49683/420832800/0x2747e07, muxer (nil) lost_rate:00% req_id:
[2023-11-02 16:33:24.493][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14136) ps rtp packet 1404B, age=-163413248, vt=2/96, sts=0/0/0x2836903, muxer (nil) lost_rate:00% req_id:
[2023-11-03 10:57:55.108][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=1682698023, vt=2/96, sts=13012/3707190/0x2ff4602, muxer (nil) lost_rate:00% req_id:
[2023-11-03 11:01:54.879][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14124) ps rtp packet 1404B, age=1922455391, vt=2/96, sts=8399/25334010/0x2ff4602, muxer (nil) lost_rate:00% req_id:
[2023-11-03 11:06:47.815][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14144) ps rtp packet 1404B, age=-2079558114, vt=2/96, sts=29299/51647850/0x2ff4602, muxer (nil) lost_rate:00% req_id:
[2023-11-03 11:12:16.673][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14124) ps rtp packet 1404B, age=-1750698422, vt=2/96, sts=63562/81301410/0x2ff4602, muxer (nil) lost_rate:00% req_id:
[2023-11-03 11:20:19.848][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-1267528072, vt=2/96, sts=15055/124727940/0x2ff4602, muxer (nil) lost_rate:00% req_id:
[2023-11-03 11:58:55.513][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1199B, age=1048142108, vt=2/96, sts=39954/106812000/0x2838a0b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 11:59:40.913][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14064) ps rtp packet 1404B, age=1093528717, vt=2/96, sts=11279/29206530/0x270640d, muxer (nil) lost_rate:00% req_id:
[2023-11-03 12:06:39.449][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1512073773, vt=2/96, sts=5263/148572000/0x2838a0b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 12:11:18.291][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 1404B, age=1790915207, vt=2/96, sts=24466/173660400/0x2838a0b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 12:15:09.119][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14024) ps rtp packet 321B, age=2021729342, vt=2/96, sts=40440/194392824/0x2838a0b, muxer (nil) lost_rate:00% req_id:
[2023-11-03 14:07:27.793][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14016) ps rtp packet 1404B, age=170482373, vt=2/96, sts=120/10800/0x2ff460a, muxer (nil) lost_rate:00% req_id:
[2023-11-03 14:07:53.128][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14180) ps rtp packet 1404B, age=195818702, vt=2/96, sts=8067/2305710/0x2ff460a, muxer (nil) lost_rate:00% req_id:
[2023-11-03 14:11:07.595][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14180) ps rtp packet 1404B, age=390276127, vt=2/96, sts=65049/19857870/0x2ff460a, muxer (nil) lost_rate:00% req_id:
