Pseudo-terminal will not be allocated because stdin is not a terminal.
[2023-10-28 21:45:42.412][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=-1108630263, vt=2/96, sts=63911/1468519202/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:56:16.294][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=-474740938, vt=2/96, sts=56843/1525572007/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 21:57:06.954][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14380) ps rtp packet 1404B, age=-424080285, vt=2/96, sts=59985/1768168800/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:06:54.995][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14272) ps rtp packet 1404B, age=163956739, vt=2/96, sts=30451/1821078000/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:11:44.557][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14444) ps rtp packet 1404B, age=453520882, vt=2/96, sts=29701/1792414800/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:14:14.215][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14288) ps rtp packet 1404B, age=603170902, vt=2/96, sts=61129/1860606000/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:20:08.138][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14288) ps rtp packet 1072B, age=957090505, vt=2/96, sts=22767/1892444400/0x2747e03, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-28 22:28:30.545][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14028) ps rtp packet 1404B, age=1459502685, vt=2/96, sts=49033/2093943676/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:31:49.243][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=1658198978, vt=2/96, sts=1415/1717560001/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:33:23.409][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14272) ps rtp packet 1404B, age=1752374507, vt=2/96, sts=13588/1964070076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:37:34.642][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 1404B, age=2003602826, vt=2/96, sts=57517/1748617186/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:38:51.139][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=2080099492, vt=2/96, sts=4530/1755514787/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:41:24.441][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14192) ps rtp packet 1404B, age=-2061571313, vt=2/96, sts=44113/2007324076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:42:42.183][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14520) ps rtp packet 1404B, age=-1983818324, vt=2/96, sts=28896/1959595276/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:48:09.527][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=-1656482798, vt=2/96, sts=28397/1805749204/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:58:04.592][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14272) ps rtp packet 1404B, age=-1061426420, vt=2/96, sts=46136/2097342076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 22:58:54.879][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14152) ps rtp packet 1404B, age=-1011127127, vt=2/96, sts=49931/2101852876/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:01:47.541][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14380) ps rtp packet 1404B, age=-838461336, vt=2/96, sts=64155/2117458876/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:05:08.672][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14176) ps rtp packet 1404B, age=-637328988, vt=2/96, sts=17167/2135509276/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:10:35.917][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14444) ps rtp packet 1404B, age=-310084227, vt=2/96, sts=26296/2110280476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:15:49.794][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=3786571, vt=2/96, sts=1629/1955217591/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:18:21.110][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14380) ps rtp packet 1404B, age=155101962, vt=2/96, sts=23747/2206810876/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:23:55.461][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=489459456, vt=2/96, sts=34021/1998928787/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:26:02.746][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=616744715, vt=2/96, sts=2071/2248423276/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:28:42.764][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14192) ps rtp packet 535B, age=776752858, vt=2/96, sts=16895/2262805276/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:33:56.017][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14176) ps rtp packet 1404B, age=1090011916, vt=2/96, sts=46832/2291014876/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:34:47.023][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14028) ps rtp packet 1404B, age=1141009132, vt=2/96, sts=41345/2451837676/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:35:12.518][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14444) ps rtp packet 1404B, age=1166516604, vt=2/96, sts=33545/2243174476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:38:11.214][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=1345203575, vt=2/96, sts=5556/2313925276/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:38:35.771][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14328) ps rtp packet 1404B, age=1369751785, vt=2/96, sts=7966/2316186076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:42:44.668][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14544) ps rtp packet 1404B, age=1618663934, vt=2/96, sts=11028/2283868876/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:49:49.204][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=2043202264, vt=2/96, sts=60620/2533032076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-28 23:50:40.199][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14380) ps rtp packet 1404B, age=2094197538, vt=2/96, sts=10031/2381382076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:02:33.170][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=-1487805535, vt=2/96, sts=23043/2207519989/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:04:15.180][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14152) ps rtp packet 1404B, age=-1385802734, vt=2/96, sts=13425/2454728476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:05:31.690][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=-1309285362, vt=2/96, sts=58465/2223557997/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:07:39.193][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14176) ps rtp packet 1404B, age=-1181776172, vt=2/96, sts=32751/2473088476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:13:28.755][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14028) ps rtp packet 1404B, age=-832221013, vt=2/96, sts=55396/2660785276/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:15:09.217][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=-731759230, vt=2/96, sts=44411/2275559987/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:22:15.441][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14176) ps rtp packet 1123B, age=-305541407, vt=2/96, sts=47412/2551946476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:25:32.993][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 1404B, age=-107977193, vt=2/96, sts=42802/2331701986/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:37:14.021][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14320) ps rtp packet 1404B, age=593052262, vt=2/96, sts=41329/2578042876/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:41:24.352][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14176) ps rtp packet 1404B, age=843366783, vt=2/96, sts=17553/2655302476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:48:28.860][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=1267891343, vt=2/96, sts=59913/2455484403/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:52:06.636][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 1404B, age=1485666772, vt=2/96, sts=38921/2475125986/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:56:37.363][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 1404B, age=1756388596, vt=2/96, sts=22181/2499490786/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:57:26.696][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 1404B, age=1805710794, vt=2/96, sts=35001/2741907676/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 00:57:53.539][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 1404B, age=1832565493, vt=2/96, sts=34018/2506283986/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:01:07.151][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 1404B, age=2026182176, vt=2/96, sts=1824/2523772786/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:06:10.486][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=-1965450272, vt=2/96, sts=63300/2551060789/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:09:31.516][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14544) ps rtp packet 1404B, age=-1764421074, vt=2/96, sts=10707/2752459276/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:15:36.025][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=-1399910953, vt=2/96, sts=49079/2601921604/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:16:02.109][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14272) ps rtp packet 1404B, age=-1373836437, vt=2/96, sts=404/2842290076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:19:37.553][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=-1158382802, vt=2/96, sts=19615/2861722876/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:36:08.711][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 1404B, age=-167227844, vt=2/96, sts=35422/2712891586/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:38:57.704][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14320) ps rtp packet 1404B, age=1758188, vt=2/96, sts=27582/2911406476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:44:41.527][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14240) ps rtp packet 309B, age=345590905, vt=2/96, sts=12598/2997079276/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:56:23.226][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14232) ps rtp packet 1404B, age=1047288890, vt=2/96, sts=61400/3060176476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 01:59:44.273][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=1248331608, vt=2/96, sts=35641/2840234388/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:02:25.889][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14068) ps rtp packet 1404B, age=1409948290, vt=2/96, sts=29138/2518138876/0x2747e02, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:06:02.760][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=1626822737, vt=2/96, sts=34858/3112322476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:12:07.263][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=1991321769, vt=2/96, sts=39608/3089394076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:14:34.277][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14440) ps rtp packet 1335B, age=2138329519, vt=2/96, sts=50966/3103664476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:17:00.943][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 1404B, age=-2009968767, vt=2/96, sts=28709/2933600386/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:22:48.984][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=-1661919874, vt=2/96, sts=34043/3359174476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[0m[2023-10-29 02:26:36.800][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14192) ps rtp packet 1404B, age=-1434122476, vt=2/96, sts=61838/3223443676/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:29:30.782][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14320) ps rtp packet 1404B, age=-1260123638, vt=2/96, sts=55220/3184318876/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:35:17.183][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14288) ps rtp packet 1404B, age=-913719963, vt=2/96, sts=37700/3270279676/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:40:45.654][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14440) ps rtp packet 1404B, age=-585256218, vt=2/96, sts=43256/3245108476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:42:00.388][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 1404B, age=-510520412, vt=2/96, sts=38250/3068517586/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:49:20.713][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14272) ps rtp packet 1404B, age=-70190421, vt=2/96, sts=40711/3346196476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:54:43.116][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14440) ps rtp packet 1404B, age=252209630, vt=2/96, sts=43031/3320424076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:58:51.770][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 1404B, age=500863236, vt=2/96, sts=18365/3159554386/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 02:59:17.278][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1315B, age=526372102, vt=2/96, sts=57779/3344025946/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:00:55.396][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14288) ps rtp packet 1404B, age=624488276, vt=2/96, sts=18898/3408714076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:08:37.765][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=1086853463, vt=2/96, sts=56393/3212294387/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:17:58.219][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=1647301341, vt=2/96, sts=27311/3262698003/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:22:32.555][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14128) ps rtp packet 1404B, age=1921632966, vt=2/96, sts=43763/3525400876/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:25:03.935][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 1404B, age=2073030233, vt=2/96, sts=39638/3301034386/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:30:29.798][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=-1896080124, vt=2/96, sts=33104/3330374389/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:33:24.498][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=-1721375045, vt=2/96, sts=64423/3346038369/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:37:08.111][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14440) ps rtp packet 1084B, age=-1497759491, vt=2/96, sts=25096/3549528076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:38:20.539][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14440) ps rtp packet 1404B, age=-1425334749, vt=2/96, sts=30840/3555972076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:38:43.387][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14440) ps rtp packet 1404B, age=-1402484602, vt=2/96, sts=32791/3558103276/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:46:13.490][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14152) ps rtp packet 1404B, age=-952384119, vt=2/96, sts=23326/3653334076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:49:50.668][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 1404B, age=-735218412, vt=2/96, sts=52675/3434860786/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:58:58.930][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=-186946028, vt=2/96, sts=17339/3484148387/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 03:59:22.439][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14328) ps rtp packet 1404B, age=-163444972, vt=2/96, sts=16110/3724286476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:00:13.448][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14288) ps rtp packet 1226B, age=-112426506, vt=2/96, sts=19659/3728880076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:00:58.955][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14176) ps rtp packet 1404B, age=-66925486, vt=2/96, sts=22164/3733020076/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:02:12.610][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14324) ps rtp packet 1404B, age=6738513, vt=2/96, sts=6885/3683847676/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:12:29.604][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 1404B, age=623726634, vt=2/96, sts=34073/3557102386/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:16:38.424][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 1404B, age=872547391, vt=2/96, sts=15556/3579509146/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:17:52.073][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14440) ps rtp packet 1404B, age=946196953, vt=2/96, sts=13484/3769477276/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:26:53.507][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14444) ps rtp packet 1404B, age=1487629558, vt=2/96, sts=44842/3818152876/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:27:17.724][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14036) ps rtp packet 1404B, age=1511846154, vt=2/96, sts=56232/4031341276/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:34:47.769][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=1961881464, vt=2/96, sts=39897/3677544001/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:42:54.594][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14272) ps rtp packet 1404B, age=-1846243856, vt=2/96, sts=53252/3959380876/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:44:56.034][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14288) ps rtp packet 1404B, age=-1724808381, vt=2/96, sts=60115/3970346476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 04:58:03.271][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14328) ps rtp packet 1185B, age=-937569823, vt=2/96, sts=35162/4041194476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:03:15.714][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14232) ps rtp packet 1404B, age=-625132710, vt=2/96, sts=50090/4069256476/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:04:07.710][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14232) ps rtp packet 1257B, age=-573130088, vt=2/96, sts=52900/4073997676/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:07:51.817][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=-349024366, vt=2/96, sts=30935/3856143587/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:12:11.346][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14288) ps rtp packet 1404B, age=-89502969, vt=2/96, sts=13033/4117521676/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:13:02.347][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=-38505140, vt=2/96, sts=27147/3884058357/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:15:39.899][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=119055303, vt=2/96, sts=58798/3898274387/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:17:45.414][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14288) ps rtp packet 1404B, age=244575896, vt=2/96, sts=30408/4147588876/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:21:42.963][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14380) ps rtp packet 544B, age=482121816, vt=2/96, sts=42409/4168911946/0x2747e03, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:22:08.475][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14132) ps rtp packet 321B, age=507629912, vt=2/96, sts=4994/3933198003/0x270640f, muxer (nil) lost_rate:00% req_id:
[2023-10-29 05:23:24.964][Trace][14872][07661fmv] udp gb28181 rtp enqueue : client_id , peer(111.56.244.163, 14440) ps rtp packet 1404B, age=584126535, vt=2/96, sts=27165/4123368076/0x2747e03, muxer (nil) lost_rate:00% req_id:
